method,train_seed,update_start,update_end,environment_steps_million,train_avg_reward,approx_kl,clip_fraction
utr_sg,2303,18001,18500,4.608256,0.23283943615853786,0.001302980775059643,0.010605469034635462
utr_sg,2303,18501,19000,4.736256,0.23444359795749187,0.0015796205926268722,0.014343750416242983
utr_sg,2303,19001,19500,4.864256,0.21598603470623493,0.0015139404653142824,0.013041015993105247
utr_sg,2303,19501,20000,4.992256,0.21394197072833776,0.001675164989792691,0.015313151490234305
utr_sg,2303,20001,20500,5.120256,0.23208041822910308,0.0013183908633275935,0.011126953412836883
utr_sg,2303,20501,21000,5.248256,0.11398236735071987,0.00258461185949939,0.02815234452916775
utr_sg,2303,21001,21500,5.376256,0.1838379822447896,0.0012566308279619957,0.010640625266823918
utr_sg,2303,21501,22000,5.504256,0.1929778859987855,0.001441721389344212,0.012351562886149622
utr_sg,2303,22001,22500,5.632256,0.19880481739714742,0.0013063628891163703,0.011159505517745857
utr_sg,2303,22501,23000,5.760256,0.0888519608398492,0.0020927179818215026,0.019437500523286872
utr_sg,2303,23001,23500,5.888256,0.019487757366208825,0.001306862564191154,0.00971875030506635
utr_sg,2303,23501,24000,6.016256,0.0815231448415434,0.002007322458795592,0.019496094298432583
utr_sg,2303,24001,24500,6.144256,0.13654867234174162,0.0016588339087077913,0.016253906710422598
utr_sg,2303,24501,25000,6.272256,0.15687612042017282,0.0015973956421600293,0.015447266055038199
utr_sg,2303,25001,25500,6.400256,0.21626205757260322,0.0012324576541265398,0.010242838852165733
utr_sg,2303,25501,26000,6.528256,0.22602646712213756,0.001217393696761667,0.010117838806589135
utr_sg,2303,26001,26500,6.656256,0.27112742605805396,0.0018144411320986332,0.018707031790632756
utr_sg,2303,26501,27000,6.784256,0.21755039829201997,0.0014933977729194008,0.015057943139632698
utr_sg,2303,27001,27500,6.912256,0.23078293516859413,0.0015170157973664847,0.014960286907094996
utr_sg,2303,27501,28000,7.040256,0.24764498206973076,0.0019709319619975437,0.019481120343494696
utr_sg,2303,28001,28500,7.168256,0.22131698715686798,0.0017112176568462002,0.01588346399902366
utr_sg,2303,28501,29000,7.296256,0.23891502640396356,0.001485982192891241,0.013748047234548722
