arm,seed,checkpoint_label,condition,J,collision,timeout,constraint_violation,failure_exposure,failure_exposure_all_scheduled,episode_length,risk_set_size,survival_to_onset_fraction,failure_trigger_success_rate_risk_set,pretrigger_collision_count,pretrigger_collision_rate,path_switch_count,direct_path_fraction,relay_path_fraction,task_support_fraction,legal_information_fraction,mean_cache_age,traveled_distance,control_effort
utr_sg,2302,10m,timing_28_80,57.414763386305424,0.0,0.96,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,3.91,0.393125,0.0,0.0,0.393125,20.125541666666667,150475.2907675171,1483.78
utr_sg,2302,10m,timing_36_80,60.515146454423665,0.0,0.99,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,3.95,0.4545,0.0,0.002875,0.457125,19.104875,152779.5209399414,1474.55
utr_sg,2302,10m,timing_52_80,82.04140605394728,0.0,0.99,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,4.32,0.6022500000000001,0.0,0.029750000000000002,0.61875,20.625541666666667,158302.7158041382,1466.42
utr_sg,2302,10m,timing_60_80,98.48770015097223,0.0,0.97,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.59,0.6609999999999999,0.0,0.0765,0.71675,22.055541666666667,158352.15614807128,1454.6
utr_sg,2302,10m,duration_44_40,83.74427866729907,0.0,0.86,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,3.75,0.09775,0.0,0.0,0.09775,16.894583333333333,158125.70558868407,1469.59
utr_sg,2302,10m,duration_44_60,79.49015994372778,0.0,0.97,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,4.26,0.36700000000000005,0.0,0.0008333333333333333,0.3675,17.6615,158564.58982696533,1470.94
utr_sg,2302,10m,duration_44_100,79.23505765906535,0.0,0.98,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,4.8,0.5899,0.0,0.0359,0.6205,21.749699999999997,157258.7445788574,1453.75
utr_sg,2302,10m,duration_44_120,77.01043218572624,0.0,0.9,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,4.38,0.6334166666666667,0.0,0.05658333333333333,0.68375,24.66863888888889,157090.77671661376,1424.2
utr_sg,2302,10m,compound_28_120,46.48781440602615,0.0,1.0,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,3.32,0.5954166666666667,0.0,0.0,0.5954166666666667,25.089583333333334,149221.85845428467,1464.15
utr_sg,2302,10m,compound_60_120,104.59459117039107,0.0,0.77,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.84,0.6705833333333334,0.0,0.16608333333333333,0.8111666666666666,27.687027777777775,157604.94830932617,1391.59
utr_sg,2303,10m,nominal,154.20924177397973,0.0,0.93,0.0,nan,nan,260.0,0,nan,nan,0,nan,3.06,0.0,0.0,0.0,0.0,nan,165240.45060424804,706.15
utr_sg,2303,10m,f0_seen_44_80,101.73721456639004,0.01,0.99,0.0,1.0,1.0,259.41,100,1.0,1.0,0,0.0,6.54,0.360625,0.0,0.744875,1.0,18.9655,161942.11015625,649.66
utr_sg,2303,10m,timing_28_80,94.19030461465474,0.01,0.99,0.0,1.0,1.0,258.91,100,1.0,1.0,0,0.0,5.12,0.375625,0.0,0.7090000000000001,1.0,17.199624999999997,159543.44064636232,519.36
utr_sg,2303,10m,timing_36_80,96.83349244538229,0.01,0.99,0.0,1.0,1.0,259.48,100,1.0,1.0,0,0.0,5.34,0.389625,0.0,0.7141249999999999,1.0,17.370333333333335,159803.44455474854,565.82
utr_sg,2303,10m,timing_52_80,115.90257053899579,0.02,0.98,0.0,1.0,1.0,258.85,100,1.0,1.0,0,0.0,5.6,0.232125,0.0,0.80875,1.0,20.809416666666667,164694.36551361083,690.62
utr_sg,2303,10m,timing_60_80,132.40447639749385,0.0,1.0,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.0,0.19,0.0,0.877375,1.0,20.96741666666667,166230.1871142578,702.87
utr_sg,2303,10m,duration_44_40,88.2841387793608,0.04,0.96,0.0,1.0,1.0,257.26,100,1.0,1.0,0,0.0,3.92,0.35174999999999995,0.0,0.591,1.0,15.487166666666667,160772.82896087648,666.81
utr_sg,2303,10m,duration_44_60,94.75412625063211,0.04,0.96,0.0,1.0,1.0,256.43,100,1.0,1.0,0,0.0,4.98,0.3388333333333333,0.0,0.7091666666666667,1.0,16.69477777777778,160060.04196655273,652.85
utr_sg,2303,10m,duration_44_100,110.02697390427812,0.01,0.98,0.0,1.0,1.0,259.41,100,1.0,1.0,0,0.0,7.58,0.4047,0.0,0.7277,1.0,21.663233333333334,161877.00450927735,631.26
utr_sg,2303,10m,duration_44_120,115.0806244765222,0.0,0.99,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,8.94,0.45958333333333334,0.0,0.6819166666666666,1.0,24.60730555555556,162323.90376312257,621.04
utr_sg,2303,10m,compound_28_120,106.06182615514379,0.01,0.99,0.0,1.0,1.0,259.69,100,1.0,1.0,0,0.0,7.42,0.42375,0.0,0.7005833333333333,1.0,22.650111111111116,159974.2618786621,497.1
utr_sg,2303,10m,compound_60_120,143.5023645866383,0.0,1.0,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,7.88,0.30633333333333335,0.0,0.8116666666666668,1.0,27.21363888888889,166244.14722442627,676.91
utr_sg,2304,10m,nominal,226.1416431098804,0.0,0.74,0.0,nan,nan,260.0,0,nan,nan,0,nan,11.61,0.0,0.0,0.0,0.0,nan,153924.76010009766,710.64
utr_sg,2304,10m,f0_seen_44_80,216.72685924813152,0.0,0.73,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,12.51,0.114375,0.0,0.7245,1.0,14.967541666666666,153054.39999176026,715.68
utr_sg,2304,10m,timing_28_80,208.1010036469996,0.0,0.72,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,12.55,0.26275,0.0,0.635375,1.0,14.651666666666667,152600.7115032959,731.93
utr_sg,2304,10m,timing_36_80,213.27295494038611,0.0,0.7,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,12.34,0.187625,0.0,0.674875,1.0,14.6875,152749.31012512208,722.63
utr_sg,2304,10m,timing_52_80,218.64244793757797,0.0,0.72,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,12.22,0.045875000000000006,0.0,0.799125,1.0,15.691958333333334,153422.29372955323,711.41
utr_sg,2304,10m,timing_60_80,223.34004050146788,0.0,0.69,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,11.7,0.015125,0.0,0.907,1.0,16.628708333333336,153862.82023620605,705.62
utr_sg,2304,10m,duration_44_40,222.44567981496454,0.0,0.7,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,11.93,0.22175,0.0,0.5375,1.0,9.391666666666667,152920.64168670654,714.09
utr_sg,2304,10m,duration_44_60,219.79893719643354,0.0,0.7,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,12.15,0.14966666666666667,0.0,0.655,1.0,11.997777777777777,152984.91996673585,715.13
utr_sg,2304,10m,duration_44_100,213.4602104433626,0.0,0.69,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,12.51,0.09359999999999999,0.0,0.7673000000000001,1.0,18.264166666666668,152999.79045806883,701.73
utr_sg,2304,10m,duration_44_120,210.73274659886957,0.0,0.72,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,12.62,0.08008333333333333,0.0,0.7963333333333334,1.0,22.37402777777778,153123.54188903808,682.4
utr_sg,2304,10m,compound_28_120,197.91200948741286,0.0,0.67,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,13.08,0.17975000000000002,0.0,0.6986666666666665,1.0,21.26608333333333,152709.14808227538,708.55
utr_sg,2304,10m,compound_60_120,217.46549872178585,0.0,0.67,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,11.74,0.013583333333333334,0.0,0.93425,1.0,25.543194444444442,154068.97987976074,667.43
utr_sg,2305,10m,nominal,159.04184132037685,0.01,0.69,0.0,nan,nan,258.48,0,nan,nan,0,nan,9.31,0.0,0.0,0.0,0.0,nan,148719.25983398437,843.25
utr_sg,2305,10m,f0_seen_44_80,128.87158100815023,0.0,0.7,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,13.16,0.36075,0.0,0.218625,0.48137500000000005,17.663208333333333,149542.93987457277,864.27
utr_sg,2305,10m,timing_28_80,137.90165007738398,0.0,0.68,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,7.14,0.237,0.0,0.09675,0.29012499999999997,20.864166666666666,147818.2703881836,842.79
utr_sg,2305,10m,timing_36_80,133.7880883406708,0.0,0.62,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,10.2,0.30274999999999996,0.0,0.160625,0.38625,19.122416666666666,148672.46697723388,850.54
utr_sg,2305,10m,timing_52_80,122.6074710825691,0.0,0.76,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,16.78,0.41462499999999997,0.0,0.279625,0.579,16.87425,150494.19941894533,876.61
utr_sg,2305,10m,timing_60_80,123.9195095086703,0.01,0.76,0.0,1.0,1.0,258.56,100,1.0,1.0,0,0.0,18.93,0.46863815789473684,0.0,0.32860526315789473,0.6820394736842106,16.580280701754386,149827.789609375,879.83
utr_sg,2305,10m,duration_44_40,159.87422308785375,0.0,0.62,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,9.08,0.0007500000000000001,0.0,0.0,0.0007500000000000001,14.589583333333332,149156.97859405517,846.0
utr_sg,2305,10m,duration_44_60,138.04807917333207,0.0,0.64,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,4.58,0.28300000000000003,0.0,0.064,0.3085,15.710944444444443,148959.13376831054,851.0
utr_sg,2305,10m,duration_44_100,109.37347294582054,0.0,0.82,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,20.06,0.3804,0.0,0.27949999999999997,0.5851,20.167899999999996,150804.35595550537,895.25
utr_sg,2305,10m,duration_44_120,95.44080663078465,0.0,0.93,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,22.22,0.40049999999999997,0.0,0.26316666666666666,0.65425,22.948805555555555,151659.61383483888,904.83
utr_sg,2305,10m,compound_28_120,105.53772554576398,0.0,0.91,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,23.42,0.27316666666666667,0.0,0.2795833333333333,0.5267499999999999,25.076111111111114,149967.07966278077,896.77
utr_sg,2305,10m,compound_60_120,101.94960333946626,0.01,0.93,0.0,1.0,1.0,258.56,100,1.0,1.0,0,0.0,21.82,0.4744298245614035,0.0,0.28443859649122805,0.7866228070175438,22.50825292397661,151690.09124298097,884.62
drtp_sg,2301,10m,nominal,246.53996325932442,0.0,0.64,0.0,nan,nan,260.0,0,nan,nan,0,nan,5.78,0.0,0.0,0.0,0.0,nan,137162.97726135253,1155.45
drtp_sg,2301,10m,f0_seen_44_80,234.37373749766033,0.0,0.51,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,7.56,0.361875,0.0,0.579125,1.0,14.381916666666665,135926.29057189942,1163.2
drtp_sg,2301,10m,timing_28_80,233.08785074339713,0.0,0.45,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,8.8,0.514625,0.0,0.427875,1.0,14.220333333333333,135837.7685256958,1184.97
drtp_sg,2301,10m,timing_36_80,233.52550287561957,0.0,0.5,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,8.1,0.43625,0.0,0.50325,1.0,14.22375,135897.12137786867,1177.14
drtp_sg,2301,10m,timing_52_80,234.508269634936,0.0,0.52,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,7.88,0.27399999999999997,0.0,0.668625,1.0,14.683,135959.61050354003,1156.22
drtp_sg,2301,10m,timing_60_80,235.71212249044328,0.0,0.51,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,7.18,0.175,0.0,0.7745000000000001,1.0,15.191833333333333,136041.5578036499,1148.87
drtp_sg,2301,10m,duration_44_40,242.21731041315476,0.0,0.42,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,6.71,0.7055,0.0,0.22675,1.0,8.407166666666667,136513.5360961914,1175.16
drtp_sg,2301,10m,duration_44_60,238.16097825590055,0.0,0.48,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,7.57,0.4825,0.0,0.442,1.0,11.279222222222222,135959.19677795412,1172.32
drtp_sg,2301,10m,duration_44_100,230.55269904884975,0.0,0.51,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,7.56,0.2895,0.0,0.6617000000000001,1.0,17.576866666666664,135831.40580749512,1165.6
drtp_sg,2301,10m,duration_44_120,226.13313175234478,0.0,0.53,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,7.57,0.24125,0.0,0.718,1.0,20.817944444444446,135815.52086334227,1174.51
drtp_sg,2301,10m,compound_28_120,223.83969419346656,0.0,0.5,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,8.8,0.3431666666666667,0.0,0.6155833333333333,1.0,20.64688888888889,135439.86921081544,1203.28
drtp_sg,2301,10m,compound_60_120,227.4215168550983,0.0,0.52,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,7.15,0.11666666666666665,0.0,0.8494166666666666,1.0,21.721222222222224,135997.35661102296,1169.45
drtp_sg,2302,10m,nominal,85.31228515417315,0.0,0.89,0.0,nan,nan,260.0,0,nan,nan,0,nan,1.78,0.0,0.0,0.0,0.0,nan,160057.1111605835,825.44
drtp_sg,2302,10m,f0_seen_44_80,82.30879861583934,0.0,0.96,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,3.8,0.45399999999999996,0.0,0.063,0.498625,17.922291666666666,157728.60454193116,762.38
drtp_sg,2302,10m,timing_28_80,60.03659021425061,0.0,0.98,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,3.07,0.28825,0.0,0.006,0.29350000000000004,20.978375,156662.12771453857,764.93
drtp_sg,2302,10m,timing_36_80,68.64704973993823,0.0,0.96,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,3.34,0.37875,0.0,0.0255,0.396625,19.218999999999998,157361.75627319337,748.73
drtp_sg,2302,10m,timing_52_80,99.5046145514911,0.0,0.91,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,4.27,0.521375,0.0,0.105625,0.600625,17.771833333333333,158335.6966229248,815.1
drtp_sg,2302,10m,timing_60_80,114.6525878715422,0.0,0.94,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,4.75,0.574875,0.0,0.17325,0.7028749999999999,17.773999999999997,158679.47475341798,832.33
drtp_sg,2302,10m,duration_44_40,82.48567411278374,0.0,0.94,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.15,0.01425,0.0,0.0,0.01425,15.201916666666666,158768.62450836183,823.11
drtp_sg,2302,10m,duration_44_60,58.19376103587449,0.0,0.97,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,3.08,0.3275,0.0,0.0034999999999999996,0.33149999999999996,15.9875,157676.42417297364,742.65
drtp_sg,2302,10m,duration_44_100,100.64491769161076,0.0,0.96,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,4.44,0.489,0.0,0.1549,0.5989,20.4165,157930.9519909668,783.96
drtp_sg,2302,10m,duration_44_120,116.12391059629618,0.0,0.96,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.86,0.4896666666666667,0.0,0.24975000000000003,0.6657500000000001,23.19041666666667,157959.77232635499,799.41
drtp_sg,2302,10m,compound_28_120,99.13874922141433,0.0,0.94,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,4.81,0.43333333333333335,0.0,0.14141666666666666,0.529,25.15225,156977.3431008911,802.45
drtp_sg,2302,10m,compound_60_120,139.70129286910873,0.0,0.85,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,6.93,0.5275,0.0,0.3735,0.8019166666666666,23.697111111111113,158706.2633102417,847.71
drtp_sg,2303,10m,nominal,251.05194438695906,0.0,0.56,0.0,nan,nan,260.0,0,nan,nan,0,nan,5.29,0.0,0.0,0.0,0.0,nan,151293.19121551514,825.15
drtp_sg,2303,10m,f0_seen_44_80,209.88265950545667,0.0,0.62,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.87,0.1155,0.0,0.72625,1.0,14.15,153660.84380004884,781.05
drtp_sg,2303,10m,timing_28_80,206.50217171216383,0.0,0.64,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.91,0.217,0.0,0.638375,1.0,14.090833333333332,155372.55748809816,786.53
drtp_sg,2303,10m,timing_36_80,205.67468259630724,0.0,0.67,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,6.19,0.16774999999999998,0.0,0.680375,1.0,14.080833333333333,154478.13441986084,785.34
drtp_sg,2303,10m,timing_52_80,217.19736609219572,0.0,0.61,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,6.26,0.0825,0.0,0.7885,1.0,14.462833333333332,152855.63780303954,783.13
drtp_sg,2303,10m,timing_60_80,235.8159484650381,0.0,0.63,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.58,0.035625,0.0,0.87925,1.0,15.002,152392.86001739503,770.2
drtp_sg,2303,10m,duration_44_40,208.54580393027516,0.0,0.66,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.65,0.22649999999999998,0.0,0.47525,1.0,8.06,153601.04524261475,784.64
drtp_sg,2303,10m,duration_44_60,210.16022434484213,0.0,0.68,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.87,0.154,0.0,0.637,1.0,11.008888888888889,153656.04855010987,780.51
drtp_sg,2303,10m,duration_44_100,211.23255407255144,0.0,0.56,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.87,0.0924,0.0,0.7796,1.0,17.368,153666.56429107665,779.48
drtp_sg,2303,10m,duration_44_120,209.10933445928617,0.0,0.64,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.91,0.07708333333333334,0.0,0.81575,1.0,20.624444444444443,153566.24113037108,783.47
drtp_sg,2303,10m,compound_28_120,205.99797314831056,0.0,0.62,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.91,0.14466666666666667,0.0,0.757,1.0,20.560555555555556,155330.10024108886,788.24
drtp_sg,2303,10m,compound_60_120,224.6306087562628,0.0,0.78,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.85,0.03091666666666667,0.0,0.9179999999999999,1.0,21.546888888888887,152323.7976940918,768.28
drtp_sg,2304,10m,nominal,235.6698645954579,0.04,0.74,0.0,nan,nan,250.88,0,nan,nan,0,nan,17.07,0.0,0.0,0.0,0.0,nan,143490.4997454834,921.8
drtp_sg,2304,10m,f0_seen_44_80,237.27278250861912,0.04,0.74,0.0,0.96,0.96,250.88,96,0.96,1.0,4,0.04,5.92,0.09875,0.0,0.8334999999999999,0.96,14.30876736111111,144408.2983190918,916.9
drtp_sg,2304,10m,timing_28_80,236.3101277770102,0.04,0.79,0.0,1.0,1.0,250.88,100,1.0,1.0,0,0.0,5.27,0.1425,0.0,0.80125,1.0,13.671333333333335,144612.80850372315,907.72
drtp_sg,2304,10m,timing_36_80,236.51600153978913,0.04,0.76,0.0,0.96,0.96,250.88,96,0.96,1.0,4,0.04,5.46,0.12087500000000001,0.0,0.782,0.96,14.202690972222221,144550.12791381835,910.37
drtp_sg,2304,10m,timing_52_80,239.20293457839637,0.04,0.73,0.0,0.96,0.96,250.88,96,0.96,1.0,4,0.04,5.72,0.065625,0.0,0.8971250000000001,0.96,14.866319444444445,144247.18699127197,923.41
drtp_sg,2304,10m,timing_60_80,240.61156803108753,0.04,0.74,0.0,0.96,0.96,250.88,96,0.96,1.0,4,0.04,5.32,0.0435,0.0,0.945625,0.96,15.38923611111111,143878.0768548584,934.85
drtp_sg,2304,10m,duration_44_40,242.46517773423344,0.04,0.74,0.0,0.96,0.96,250.88,96,0.96,1.0,4,0.04,3.63,0.1215,0.0,0.7134999999999999,0.96,8.332812500000001,143194.01343261718,932.04
drtp_sg,2304,10m,duration_44_60,240.12514050971717,0.04,0.77,0.0,0.96,0.96,250.88,96,0.96,1.0,4,0.04,4.82,0.10300000000000001,0.0,0.7929999999999999,0.96,11.205671296296297,144348.87270294188,908.51
drtp_sg,2304,10m,duration_44_100,240.115264823623,0.04,0.69,0.0,0.96,0.96,250.88,96,0.96,1.0,4,0.04,6.28,0.08529999999999999,0.0,0.8584999999999999,0.96,17.503958333333333,143463.74943481444,948.63
drtp_sg,2304,10m,duration_44_120,238.52870660189538,0.04,0.63,0.0,0.96,0.96,250.88,96,0.96,1.0,4,0.04,6.5,0.07141666666666667,0.0,0.8754166666666667,0.96,20.74519675925926,143290.30383026123,960.42
drtp_sg,2304,10m,compound_28_120,238.1107075743377,0.04,0.63,0.0,1.0,1.0,250.88,100,1.0,1.0,0,0.0,6.53,0.1125,0.0,0.8666666666666667,1.0,19.84755555555556,143028.4977368164,964.38
drtp_sg,2304,10m,compound_60_120,237.34278116606177,0.04,0.69,0.0,0.96,0.96,250.88,96,0.96,1.0,4,0.04,6.53,0.030166666666666665,0.0,0.95025,0.96,21.936574074074073,143469.51701171874,967.65
drtp_sg,2305,10m,nominal,220.33166045341642,0.0,0.57,0.0,nan,nan,260.0,0,nan,nan,0,nan,6.18,0.0,0.0,0.0,0.0,nan,147220.63143188477,972.5
drtp_sg,2305,10m,f0_seen_44_80,220.01296729255466,0.0,0.74,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,6.22,0.107125,0.0,0.845875,1.0,14.357708333333333,144220.09780944826,982.15
drtp_sg,2305,10m,timing_28_80,222.60587219318376,0.0,0.67,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,7.21,0.15975,0.0,0.830125,1.0,14.239333333333335,142891.87986724853,974.86
drtp_sg,2305,10m,timing_36_80,220.45257900983094,0.0,0.68,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.78,0.131625,0.0,0.8326250000000001,1.0,14.239833333333333,143638.02848571778,979.1
drtp_sg,2305,10m,timing_52_80,218.4896067848336,0.0,0.74,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,6.25,0.06724999999999999,0.0,0.8855,1.0,15.051791666666668,144816.9060031128,989.54
drtp_sg,2305,10m,timing_60_80,221.56602400288918,0.0,0.67,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,7.49,0.044000000000000004,0.0,0.9495,1.0,15.885708333333334,145727.5877658081,986.97
drtp_sg,2305,10m,duration_44_40,228.80328610589729,0.0,0.68,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,6.14,0.18725000000000003,0.0,0.748,1.0,8.411333333333335,145045.20540771485,964.1
drtp_sg,2305,10m,duration_44_60,224.1523825647682,0.0,0.69,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,5.82,0.13316666666666666,0.0,0.8136666666666666,1.0,11.256444444444444,144514.1369128418,984.72
drtp_sg,2305,10m,duration_44_100,217.68613686643542,0.0,0.64,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,8.61,0.1039,0.0,0.8684999999999999,1.0,17.986966666666667,144365.1896939087,969.39
drtp_sg,2305,10m,duration_44_120,215.04114551350008,0.0,0.59,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,14.72,0.11733333333333333,0.0,0.8830833333333333,1.0,22.53302777777778,144633.3372290039,959.15
drtp_sg,2305,10m,compound_28_120,213.22524324242025,0.0,0.65,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,10.24,0.13125,0.0,0.87375,1.0,21.24552777777778,142314.2943371582,951.98
drtp_sg,2305,10m,compound_60_120,214.30055177742616,0.0,0.57,0.0,1.0,1.0,260.0,100,1.0,1.0,0,0.0,20.82,0.09725,0.0,0.9472499999999999,1.0,25.725166666666663,145922.94185424806,976.6
