metric,label,unit,higher_is_better,n_training_seeds,n_matched_episodes_total,no_graph,multi_relation,delta_proposed_minus_baseline,delta_ci_low,delta_ci_high,bootstrap_samples,bootstrap_seed
success,Task success,rate,true,3,60,0,0.06666666667,0.06666666667,0,0.1833333333,3000,20260717
post_failure_chain_recovered,Post-failure chain recovered,rate,true,3,60,0,0.06666666667,0.06666666667,0,0.1833333333,3000,20260717
timeout,Timeout,rate,false,3,60,1,0.9333333333,-0.06666666667,-0.1833333333,0,3000,20260717
capped_recovery_steps,Restricted mean recovery steps,steps,false,3,60,220,212.3666667,-7.633333333,-22.33333333,0,3000,20260717
tracking_during_failure_rate,Tracking during failure,rate,true,3,60,0.05159722376,0.3154166761,0.2638194523,0.1870086861,0.3409027879,3000,20260717
connectivity_during_failure,Connectivity during failure,rate,true,3,60,0.07180555732,0.1323611147,0.06055555736,0.0527083349,0.07097222434,3000,20260717
chain_closed_during_failure_rate,Chain closure during failure,rate,true,3,60,0,0,0,0,0,3000,20260717
steps,Episode length,steps,false,3,60,260,252.3666667,-7.633333333,-22.33333333,0,3000,20260717
