metric,label,unit,higher_is_better,n_training_seeds,n_matched_episodes_total,single,multi_relation,delta_proposed_minus_baseline,delta_ci_low,delta_ci_high,bootstrap_samples,bootstrap_seed
success,Task success,rate,true,3,60,0.8833333333,0.9666666667,0.08333333333,-0.01666666667,0.2166666667,3000,20260717
post_failure_chain_recovered,Post-failure chain recovered,rate,true,3,60,0.8833333333,0.9666666667,0.08333333333,-0.01666666667,0.2166666667,3000,20260717
timeout,Timeout,rate,false,3,60,0.1166666667,0.03333333333,-0.08333333333,-0.2166666667,0.01666666667,3000,20260717
capped_recovery_steps,Restricted mean recovery steps,steps,false,3,60,30.46666667,13.05,-17.41666667,-45.56666667,3.766666667,3000,20260717
tracking_during_failure_rate,Tracking during failure,rate,true,3,60,0.9019444447,0.972013889,0.07006944423,-0.01382118051,0.1813906244,3000,20260717
connectivity_during_failure,Connectivity during failure,rate,true,3,60,0.3174134764,0.3237364784,0.006323002001,-0.0181584599,0.02808381502,3000,20260717
chain_closed_during_failure_rate,Chain closure during failure,rate,true,3,60,0.1413161376,0.1473292448,0.006013107263,-0.008187996032,0.02072265813,3000,20260717
steps,Episode length,steps,false,3,60,70.46666667,53.05,-17.41666667,-45.56666667,3.766666667,3000,20260717
