run,reference,tape,condition,episode_id,P1,P2,P3,failure_exposure
R1_B_REF,B,T3,duration,470003,-0.006422267871539028,-0.0,0.0,True
R1_B_REF,B,T3,duration,470004,-0.00896831802052211,-0.0,0.0,True
R1_B_REF,B,T3,duration,470005,-0.008328632042062033,-0.0,0.0,True
R1_B_REF,B,T3,duration,470006,-0.007858970559077517,-0.0,0.0,True
R1_B_REF,B,T3,duration,470007,-0.009202737000313719,-0.0,0.0,True
R1_B_REF,B,T3,duration,470008,-0.007881747111890717,-0.0,0.0,True
R1_B_REF,B,T3,duration,470009,-0.008669594179264953,-0.0,0.0,True
R1_B_REF,B,T3,compound,470000,-0.004365175335710821,-0.0,0.0,True
R1_B_REF,B,T3,compound,470001,-0.005011195610479644,-0.0,0.0,True
R1_B_REF,B,T3,compound,470002,-0.004501109589579645,-0.0,0.0,True
R1_B_REF,B,T3,compound,470003,-0.003998254512748255,-0.0,0.0,True
R1_B_REF,B,T3,compound,470004,-0.0046593971177576144,-0.0,0.0,True
R1_B_REF,B,T3,compound,470005,-0.005020839081931115,-0.0,0.0,True
R1_B_REF,B,T3,compound,470006,-0.004745330884727343,-0.0,0.0,True
R1_B_REF,B,T3,compound,470007,-0.0053548500337850065,-0.0,0.0,True
R1_B_REF,B,T3,compound,470008,-0.0037047136414607245,-0.0,0.0,True
R1_B_REF,B,T3,compound,470009,-0.005009396848464805,-0.0,0.0,True
R1_B_REF,B,T4,f0,480000,-0.006225442796342617,-0.0,0.0,True
R1_B_REF,B,T4,f0,480001,-0.0062518297379434195,-0.0,0.0,True
R1_B_REF,B,T4,f0,480002,-0.007213137293015565,-0.0,0.0,True
R1_B_REF,B,T4,f0,480003,-0.007047886611013053,-0.0,0.0,True
R1_B_REF,B,T4,f0,480004,-0.010317943910442265,-0.0,0.0,True
R1_B_REF,B,T4,f0,480005,-0.008133127358089107,-0.0,0.0,True
R1_B_REF,B,T4,f0,480006,-0.007374847926482128,-0.0,0.0,True
R1_B_REF,B,T4,f0,480007,-0.008523674480706183,-0.0,0.0,True
R1_B_REF,B,T4,f0,480008,-0.0085615476302945,-0.0,0.0,True
R1_B_REF,B,T4,f0,480009,-0.006117100365758824,-0.0,0.0,True
R1_B_REF,B,T4,timing,480000,-0.005651928062133445,-0.0,0.0,True
R1_B_REF,B,T4,timing,480001,-0.005423853237195908,-0.0,0.0,True
R1_B_REF,B,T4,timing,480002,-0.006548720169798723,-0.0,0.0,True
R1_B_REF,B,T4,timing,480003,-0.0064250216505769495,-0.0,0.0,True
R1_B_REF,B,T4,timing,480004,-0.009429134599634863,-0.0,0.0,True
R1_B_REF,B,T4,timing,480005,-0.007364728217283701,-0.0,0.0,True
R1_B_REF,B,T4,timing,480006,-0.006487202738481371,-0.0,0.0,True
R1_B_REF,B,T4,timing,480007,-0.007708532106041393,-0.0,0.0,True
R1_B_REF,B,T4,timing,480008,-0.007760340680756583,-0.0,0.0,True
R1_B_REF,B,T4,timing,480009,-0.0053822485779896016,-0.0,0.0,True
R1_B_REF,B,T4,duration,480000,-0.006225442796342617,-0.0,0.0,True
R1_B_REF,B,T4,duration,480001,-0.0062518297379434195,-0.0,0.0,True
R1_B_REF,B,T4,duration,480002,-0.007213137293015565,-0.0,0.0,True
R1_B_REF,B,T4,duration,480003,-0.007047886611013053,-0.0,0.0,True
R1_B_REF,B,T4,duration,480004,-0.010317943910442265,-0.0,0.0,True
R1_B_REF,B,T4,duration,480005,-0.008133127358089107,-0.0,0.0,True
R1_B_REF,B,T4,duration,480006,-0.007374847926482128,-0.0,0.0,True
R1_B_REF,B,T4,duration,480007,-0.008523674480706183,-0.0,0.0,True
R1_B_REF,B,T4,duration,480008,-0.0085615476302945,-0.0,0.0,True
R1_B_REF,B,T4,duration,480009,-0.006117100365758824,-0.0,0.0,True
R1_B_REF,B,T4,compound,480000,-0.0036884302031019098,-0.0,0.0,True
R1_B_REF,B,T4,compound,480001,-0.0038272980686634983,-0.0,0.0,True
R1_B_REF,B,T4,compound,480002,-0.004065852634180042,-0.0,0.0,True
R1_B_REF,B,T4,compound,480003,-0.0036066521679094174,-0.0,0.0,True
R1_B_REF,B,T4,compound,480004,-0.005175058868434801,-0.0,0.0,True
R1_B_REF,B,T4,compound,480005,-0.0041350183285598216,-0.0,0.0,True
R1_B_REF,B,T4,compound,480006,-0.0046708016372183775,-0.0,0.0,True
R1_B_REF,B,T4,compound,480007,-0.004251757126378703,-0.0,0.0,True
R1_B_REF,B,T4,compound,480008,-0.004094578734581258,-0.0,0.0,True
R1_B_REF,B,T4,compound,480009,-0.003682057640449868,-0.0,0.0,True
