update,loss,policy_loss,value_loss,entropy,intent_loss,intent_acc,chain_aux_loss,chain_aux_acc,chain_aux_effective_coef,approx_kl,clip_fraction,grad_norm,explained_variance,ppo_epochs_ran,critic_warmup_active,train_avg_reward,eval_success_rate,eval_collision_rate,eval_timeout_rate,eval_avg_steps,eval_avg_distance,eval_intent_acc
48,0.48270051553845406,-0.00015736648492747918,0.9731556847691536,1.239985078573227,0.0,0.0,0.0,0.0,0.0,0.0005417668232894357,0.022623698081588373,2.261362537741661,0.2827288806438446,2,0.0,0.08900794386863708,,,,,,
49,0.6190166510641575,-0.00044154576607979834,1.2461127638816833,1.1993934363126755,0.0,0.0,0.0,0.0,0.0,0.0002387039235145494,0.009277343517169356,1.5306691825389862,0.24487389624118805,2,0.0,0.05123218894004822,,,,,,
50,0.40037911012768745,-0.0004011831770185381,0.8092554211616516,1.2824708968400955,0.0,0.0,0.0,0.0,0.0,0.00015318976875278167,0.005533854113309644,1.5489762425422668,0.3282633200287819,2,0.0,0.055510859936475754,,,,,,
51,0.5091935321688652,-0.00012846855679526925,1.0260678753256798,1.2373142093420029,0.0,0.0,0.0,0.0,0.0,0.0005813861498609185,0.023925781104480848,2.5734124332666397,0.25945159047842026,2,0.0,0.05853642150759697,,,,,,
52,0.48569584265351295,-0.00024097308050841093,0.9795900508761406,1.286069542169571,0.0,0.0,0.0,0.0,0.0,0.00023131811258281232,0.00911458328482695,1.6975888311862946,0.31374234706163406,2,0.0,0.06694146245718002,,,,,,
53,0.5209930986166,-0.0002984708989970386,1.050182618200779,1.2665800750255585,0.0,0.0,0.0,0.0,0.0,0.0005110444326419383,0.023437500465661287,2.0295698270201683,0.3274395242333412,2,0.0,0.0623309500515461,,,,,,
54,0.4862714558839798,-0.00010681420098990202,0.9807569831609726,1.33340884745121,0.0,0.0,0.0,0.0,0.0,0.00019100588542642072,0.006835937543655746,1.7404528483748436,0.3125760853290558,2,0.0,0.06620456278324127,,,,,,
55,0.438090730458498,-0.00034649460576474667,0.8843206614255905,1.2410350143909454,0.0,0.0,0.0,0.0,0.0,0.0005449496911751339,0.021158853953238577,2.0343383103609085,0.3475513160228729,2,0.0,0.03532564640045166,,,,,,
56,0.5007330775260925,-0.0005864972481504083,1.0106146335601807,1.329245150089264,0.0,0.0,0.0,0.0,0.0,0.00015755239473946858,0.00390625,1.7575164884328842,0.3651171177625656,2,0.0,0.06648138910531998,,,,,,
57,0.4794847257435322,-0.0004266106407158077,0.967314712703228,1.248670071363449,0.0,0.0,0.0,0.0,0.0,0.0005861996010025905,0.029622395522892475,2.212151125073433,0.40662161260843277,2,0.0,0.05063500627875328,,,,,,
58,0.40485087409615517,-0.0005131801299285144,0.8188016638159752,1.3455913960933685,0.0,0.0,0.0,0.0,0.0,0.00038712665264029056,0.014160156017169356,1.8595822155475616,0.42595185339450836,2,0.0,0.052916835993528366,,,,,,
59,0.5290076211094856,-0.00013835693243891,1.065721571445465,1.2382671236991882,0.0,0.0,0.0,0.0,0.0,0.0003664932310130098,0.014648437208961695,2.090280219912529,0.41940242052078247,2,0.0,0.0561581552028656,,,,,,
60,0.3938094899058342,-0.0005391494414652698,0.7965894863009453,1.3153667449951172,0.0,0.0,0.0,0.0,0.0,0.0003016515320268809,0.010253906104480848,1.417505607008934,0.46204352378845215,2,0.0,0.07583601027727127,,,,,,
61,0.428913876414299,0.00014073819329496473,0.8650394305586815,1.2488589733839035,0.0,0.0,0.0,0.0,0.0,0.000225380806909925,0.008951822950621136,2.159996584057808,0.44022130221128464,2,0.0,0.05045586824417114,,,,,,
62,0.47328606992959976,-0.00046367920003831387,0.9556257277727127,1.3543699085712433,0.0,0.0,0.0,0.0,0.0,0.00015137323441649642,0.004557291627861559,1.6789272874593735,0.43921686708927155,2,0.0,0.07626277208328247,,,,,,
63,0.31001054495573044,-0.00033071701182052493,0.6283372938632965,1.2757965624332428,0.0,0.0,0.0,0.0,0.0,0.00024006814260246756,0.007649739665794186,1.456500954926014,0.43983661383390427,2,0.0,0.03184087574481964,,,,,,
64,0.5103330463171005,-0.0006541803595609963,1.0298191606998444,1.3074551224708557,0.0,0.0,0.0,0.0,0.0,0.00023410264338963316,0.008300781133584678,1.8180985152721405,0.4772143140435219,2,0.0,0.07128866016864777,,,,,,
65,0.3754602037370205,-0.00018195225857198238,0.758455440402031,1.1951873153448105,0.0,0.0,0.0,0.0,0.0,0.00036754724601451016,0.012044270959449932,2.2133114337921143,0.5473163649439812,2,0.0,0.07154866307973862,,,,,,
66,0.5588016398251057,-0.00022639735834673047,1.1261376440525055,1.346927985548973,0.0,0.0,0.0,0.0,0.0,0.00015825495700028114,0.004720052005723119,1.8765876293182373,0.48099198192358017,2,0.0,0.06261418014764786,,,,,,
67,0.5717562288045883,0.0005954081134404987,1.1502116695046425,1.315006136894226,0.0,0.0,0.0,0.0,0.0,0.0004273546837794129,0.019856770639307797,2.3840169459581375,0.5153280794620514,2,0.0,0.07001227885484695,,,,,,
68,0.35993731394410133,-0.0002062248531728983,0.7281441390514374,1.3095090985298157,0.0,0.0,0.0,0.0,0.0,0.00013143886644684244,0.004720052107586525,1.5301714465022087,0.5214434191584587,2,0.0,0.04763950780034065,,,,,,
69,0.5369517244398594,-0.00026464107213541865,1.0820889174938202,1.2760250270366669,0.0,0.0,0.0,0.0,0.0,0.000275671508461528,0.01464843747089617,2.3028018176555634,0.5556006357073784,2,0.0,0.07247237116098404,,,,,,
70,0.47642700374126434,-0.0003687022835947573,0.9616326913237572,1.3402116298675537,0.0,0.0,0.0,0.0,0.0,0.0003731867773240083,0.016927083197515458,2.189949616789818,0.5760913267731667,2,0.0,0.061126068234443665,,,,,,
71,0.39335980638861656,-0.0001514015020802617,0.7949106320738792,1.3147055357694626,0.0,0.0,0.0,0.0,0.0,0.0002135626627932652,0.008463541773380712,1.7027687206864357,0.5787626355886459,2,0.0,0.05197980999946594,,,,,,
72,0.37847277894616127,-0.00010071223368868232,0.7649254575371742,1.2964142113924026,0.0,0.0,0.0,0.0,0.0,0.00023790914065102697,0.01025390625,1.7796309143304825,0.615535669028759,2,0.0,0.06915488094091415,,,,,,
73,0.4586317725479603,3.3251417335122824e-06,0.9246654585003853,1.2347629964351654,0.0,0.0,0.0,0.0,0.0,0.00019675696512422292,0.006835937543655746,2.2033358216285706,0.6266063451766968,2,0.0,0.07816135138273239,,,,,,
74,0.3154414985328913,-0.0004861081251874566,0.6399362608790398,1.3468412160873413,0.0,0.0,0.0,0.0,0.0,0.0003292828878329601,0.01334635412786156,2.2929305881261826,0.6399427279829979,2,0.0,0.04879486560821533,,,,,,
75,0.4456218034029007,-0.0002439655945636332,0.8998507633805275,1.3532038033008575,0.0,0.0,0.0,0.0,0.0,0.000517430727086321,0.019694010174134746,2.124597981572151,0.6257972046732903,2,0.0,0.0631956234574318,,,,,,
76,0.3937327675521374,-0.0002025445573963225,0.7953208312392235,1.2417023479938507,0.0,0.0,0.0,0.0,0.0,0.0005158564545126865,0.02001953119179234,1.8235431015491486,0.6172667518258095,2,0.0,0.07026228308677673,,,,,,
77,0.44886762648820877,-0.00013486472380463965,0.9058316200971603,1.3044373095035553,0.0,0.0,0.0,0.0,0.0,0.0008321422519657062,0.02913411462213844,2.240984231233597,0.6374076679348946,2,0.0,0.0661458894610405,,,,,,
78,0.400401271879673,-0.0005687336861228687,0.809850849211216,1.318475067615509,0.0,0.0,0.0,0.0,0.0,0.0002938069941365029,0.013671874883584678,2.4459209889173508,0.5717646032571793,2,0.0,0.05021275207400322,,,,,,
79,0.3161479663103819,-0.0002997767005581409,0.6409564912319183,1.343500092625618,0.0,0.0,0.0,0.0,0.0,0.000165147318284653,0.0061848959885537624,1.6965357512235641,0.6961216703057289,2,0.0,0.06210527941584587,,,,,,
80,0.3504795916378498,-0.00016458443133160472,0.7092487812042236,1.326736032962799,0.0,0.0,0.0,0.0,0.0,0.0003023818708243198,0.013346354360692203,2.3359914124011993,0.6787227988243103,2,0.0,0.07281038910150528,,,,,,
81,0.6084061414003372,-0.0002857802901417017,1.224782556295395,1.233121633529663,0.0,0.0,0.0,0.0,0.0,0.00014158926023810636,0.004231770857586525,2.1171197444200516,0.6447553262114525,2,0.0,0.058371204882860184,,,,,,
82,0.19213056843727827,-0.0005574551178142428,0.39387087896466255,1.415805608034134,0.0,0.0,0.0,0.0,0.0,0.0004189789318616022,0.01708984350261744,2.2571349143981934,0.6861951127648354,2,0.0,0.05797034874558449,,,,,,
83,0.6595277711749077,-0.00037582957884296775,1.3275171518325806,1.2849967777729034,0.0,0.0,0.0,0.0,0.0,0.00025419925714231795,0.011881510232342407,1.950454518198967,0.6463983058929443,2,0.0,0.07142678648233414,,,,,,
84,0.3192847929894924,-0.0006110997346695513,0.6474405825138092,1.2747989296913147,0.0,0.0,0.0,0.0,0.0,0.00033581741899979534,0.014160156177240424,1.6055368334054947,0.6910140961408615,2,0.0,0.06023390591144562,,,,,,
85,0.5084880106151104,-0.0003089434467256069,1.024928718805313,1.2224649339914322,0.0,0.0,0.0,0.0,0.0,0.0001970374171378353,0.00862630212213844,2.253677159547806,0.6896503120660782,2,0.0,0.054352935403585434,,,,,,
86,0.3353486657142639,-0.0004514671163633466,0.6795425191521645,1.3237091302871704,0.0,0.0,0.0,0.0,0.0,0.0002025878065978759,0.007649739709449932,2.1171285212039948,0.6845005825161934,2,0.0,0.07949125021696091,,,,,,
87,0.5407430492341518,2.5999965146183968e-05,1.08835968375206,1.154267892241478,0.0,0.0,0.0,0.0,0.0,0.0003365743020822265,0.01611328119179234,1.9403932094573975,0.6780975311994553,2,0.0,0.07196327298879623,,,,,,
88,0.4201863259077072,-0.00036918814294040203,0.8488884940743446,1.2962426096200943,0.0,0.0,0.0,0.0,0.0,0.0008972178075055126,0.037272135785315186,2.3170060515403748,0.6454839780926704,2,0.0,0.0699424147605896,,,,,,
89,0.38124223053455353,-0.0004145846178289503,0.7712826132774353,1.328165054321289,0.0,0.0,0.0,0.0,0.0,0.0002309829668547536,0.009602864607586525,2.028317153453827,0.7270261943340302,2,0.0,0.05694040656089783,,,,,,
90,0.3917115405201912,-0.00019971144502051175,0.791568361222744,1.290975883603096,0.0,0.0,0.0,0.0,0.0,0.00033484341111034155,0.015299478982342407,2.2114052325487137,0.7335010021924973,2,0.0,0.06414216011762619,,,,,,
91,0.3331664949655533,8.246884681284428e-05,0.6736508309841156,1.2471302300691605,0.0,0.0,0.0,0.0,0.0,0.00021850559278391302,0.008138020959449932,2.358704909682274,0.760987214744091,2,0.0,0.05739680305123329,,,,,,
92,0.4953390918672085,3.914174158126116e-05,0.998079277575016,1.2465664595365524,0.0,0.0,0.0,0.0,0.0,0.0007276440082932822,0.029785156715661287,2.300281435251236,0.7259126976132393,2,0.0,0.07537706941366196,,,,,,
93,0.3240521624684334,0.0002514330408303067,0.6550302430987358,1.2381329089403152,0.0,0.0,0.0,0.0,0.0,0.0005925822715653339,0.02360025976668112,2.5307783037424088,0.7433179244399071,2,0.0,0.06260287016630173,,,,,,
94,0.48303133994340897,6.072875112295151e-05,0.9734895825386047,1.2580623477697372,0.0,0.0,0.0,0.0,0.0,0.00045332155514188344,0.020345052165794186,2.3197314739227295,0.7073322832584381,2,0.0,0.07066786289215088,,,,,,
95,0.31393542513251305,-0.00019982666708528996,0.6356311663985252,1.2267767190933228,0.0,0.0,0.0,0.0,0.0,0.00017176334995383513,0.00716145831393078,1.809207484126091,0.766891323029995,2,0.0,0.06639033555984497,,,,,,
96,0.41878809593617916,-0.00040354684460908175,0.8458259403705597,1.2404426634311676,0.0,0.0,0.0,0.0,0.0,0.00038038212778701563,0.012858073081588373,2.183371841907501,0.7502109408378601,2,0.0,0.08006403595209122,,,,,,
97,0.4827064648270607,-3.3035583328455687e-05,0.9727061316370964,1.2045211642980576,0.0,0.0,0.0,0.0,0.0,0.0004133439642828307,0.017415364272892475,2.6462578922510147,0.7319232821464539,2,0.0,0.08431708067655563,,,,,,
98,0.40887363255023956,-0.0004261244903318584,0.826039120554924,1.2399352490901947,0.0,0.0,0.0,0.0,0.0,0.0006374738968588645,0.02685546939028427,2.3505904003977776,0.7181102931499481,2,0.0,0.06774475425481796,,,,,,
99,0.49352774769067764,-0.000700814722222276,0.9968184679746628,1.393560603260994,0.0,0.0,0.0,0.0,0.0,0.00028842658139183186,0.01090494796517305,2.326970562338829,0.7662917152047157,2,0.0,0.07162825018167496,,,,,,
100,0.3376735094934702,-0.00032000167993828654,0.6834743097424507,1.2478841096162796,0.0,0.0,0.0,0.0,0.0,0.00033642423750279704,0.014648437383584678,1.4763645380735397,0.733173243701458,2,0.0,0.062115106731653214,0.0,0.0,1.0,260.0,14194.6533203125,nan
101,0.36288586258888245,-0.00011832395102828741,0.7331602647900581,1.191980853676796,0.0,0.0,0.0,0.0,0.0,0.00019165202866133768,0.007649739622138441,2.0165129229426384,0.8007311895489693,2,0.0,0.06996440887451172,,,,,,
102,0.4289671406149864,-0.0002563247689977288,0.8659064322710037,1.2432489842176437,0.0,0.0,0.0,0.0,0.0,0.0004700169438365265,0.021647135552484542,1.9080825448036194,0.7544505000114441,2,0.0,0.10189425200223923,,,,,,
103,0.3321091588586569,-0.0006664732354693115,0.6729100570082664,1.2264651507139206,0.0,0.0,0.0,0.0,0.0,0.00029318005692857696,0.011718750087311491,2.013889044523239,0.7825412079691887,2,0.0,0.07220271229743958,,,,,,
104,0.5287038199603558,0.00019484449876472354,1.0641936659812927,1.1959517300128937,0.0,0.0,0.0,0.0,0.0,0.000639445977867581,0.02083333322661929,2.568899229168892,0.7272753044962883,2,0.0,0.0898665189743042,,,,,,
105,0.4015486463904381,-0.00023860752116888762,0.8104792013764381,1.1507825702428818,0.0,0.0,0.0,0.0,0.0,0.0001834153868003341,0.006347656322759576,2.2171023190021515,0.7704911306500435,2,0.0,0.06236468628048897,,,,,,
106,0.42019129917025566,-0.0008527773316018283,0.8495422750711441,1.242352455854416,0.0,0.0,0.0,0.0,0.0,0.0007222097967769514,0.023925781017169356,1.8273490518331528,0.7130463048815727,2,0.0,0.09250738471746445,,,,,,
107,0.3737977258861065,-0.0009043749741977081,0.7569260224699974,1.2536337226629257,0.0,0.0,0.0,0.0,0.0,0.0006042989225534257,0.025553385552484542,2.070812776684761,0.7684314772486687,2,0.0,0.05800001323223114,,,,,,
108,0.40378379076719284,-0.00010610278695821762,0.8147238492965698,1.157343938946724,0.0,0.0,0.0,0.0,0.0,0.0006232848500076216,0.025227864709449932,1.8325437158346176,0.7742107957601547,2,0.0,0.049285441637039185,,,,,,
109,0.32650566287338734,-0.0009717948269098997,0.6626889407634735,1.2890043258666992,0.0,0.0,0.0,0.0,0.0,0.0006878295707792859,0.02587890582799446,1.9697558283805847,0.8166898936033249,2,0.0,0.07774209976196289,,,,,,
110,0.3670376278460026,2.1461164578795433e-07,0.7418824657797813,1.3012710362672806,0.0,0.0,0.0,0.0,0.0,0.00039084378295228817,0.018880208721384406,1.8877112865447998,0.8106868490576744,2,0.0,0.06673320382833481,,,,,,
111,0.4326939657330513,-0.00015935534611344337,0.873384103178978,1.279574140906334,0.0,0.0,0.0,0.0,0.0,0.0008926355476432946,0.032226562427240424,2.4830088019371033,0.8201115727424622,2,0.0,0.08894500136375427,,,,,,
112,0.3882724866271019,-5.270796827971935e-05,0.783819243311882,1.1948089450597763,0.0,0.0,0.0,0.0,0.0,0.0002539163051551441,0.012044270959449932,2.3291899114847183,0.824750654399395,2,0.0,0.07154053449630737,,,,,,
113,0.3363133333623409,-0.0005794077878817916,0.6811388656497002,1.2255643457174301,0.0,0.0,0.0,0.0,0.0,0.0008710064639672055,0.03466796886641532,2.09555421769619,0.7896019071340561,2,0.0,0.05914635956287384,,,,,,
114,0.5145688280463219,-0.0003231764421798289,1.0376018211245537,1.3029694557189941,0.0,0.0,0.0,0.0,0.0,0.0004893394143437035,0.023763021163176745,1.99153271317482,0.7861363664269447,2,0.0,0.0726952850818634,,,,,,
115,0.2993164658546448,-0.00019485480152070522,0.6061747670173645,1.1920220255851746,0.0,0.0,0.0,0.0,0.0,0.0001830165165301878,0.005533854142413475,2.0038297325372696,0.8097000420093536,2,0.0,0.05549272522330284,,,,,,
116,0.4627905376255512,-0.0003161543281748891,0.9336866959929466,1.2455486059188843,0.0,0.0,0.0,0.0,0.0,0.0005759947234764695,0.02294921883731149,1.988945871591568,0.7751885801553726,2,0.0,0.07525087147951126,,,,,,
117,0.2711296044290066,-0.00044472713489085436,0.5500569678843021,1.1513827592134476,0.0,0.0,0.0,0.0,0.0,0.0006448321773859789,0.022460937732830644,1.983258195221424,0.829279214143753,2,0.0,0.046882569789886475,,,,,,
118,0.4224434234201908,0.00014557877511833794,0.8519579619169235,1.2270458787679672,0.0,0.0,0.0,0.0,0.0,0.00047222750617947895,0.02197265625,2.4173039346933365,0.7949154525995255,2,0.0,0.09532444924116135,,,,,,
