update,loss,policy_loss,value_loss,entropy,intent_loss,intent_acc,train_avg_reward,eval_success_rate,eval_collision_rate,eval_timeout_rate,eval_avg_steps,eval_avg_distance,eval_intent_acc
1,1.0400122106075287,-0.005796988999160035,2.094216287136078,1.2989480197429657,0.0,0.0,0.13535399734973907,0.0,0.0,0.0,242.2,16980.002734375,nan
2,0.11889233626425266,-0.004407048691064119,0.2501400262117386,1.7706280052661896,0.0,0.0,-0.050659533590078354,,,,,,
3,0.0708366297185421,-0.0018349062253637527,0.1497770920395851,2.2170095443725586,0.0,0.0,-0.0348472036421299,,,,,,
4,0.06322694011032581,-0.002685970956614825,0.13612186536192894,2.1480217576026917,0.0,0.0,-0.009994975291192532,,,,,,
5,0.9688663929700851,-0.0002804086517853577,1.9409398138523102,1.3231014013290405,0.0,0.0,0.133035346865654,,,,,,
6,0.12843196094036102,-0.0008253233439368124,0.26187366992235184,1.6795477271080017,0.0,0.0,-0.050531890243291855,,,,,,
7,0.09677070565521717,-0.0007484732292724061,0.1994314305484295,2.1965364813804626,0.0,0.0,-0.04794277250766754,,,,,,
8,0.062133392319083214,-0.0015052002903153117,0.131748978048563,2.2358978390693665,0.0,0.0,-0.020877957344055176,,,,,,
9,1.150570958852768,0.00015023412197479047,2.3035861253738403,1.372363567352295,0.0,0.0,0.14857608079910278,,,,,,
10,0.09823300503194332,-0.0013946182928812334,0.20241757854819298,1.581165611743927,0.0,0.0,-0.041571006178855896,0.0,0.0,0.0,251.2,24763.4125,nan
11,0.08804729394614697,-0.0020208191126585007,0.1844136267900467,2.1387004256248474,0.0,0.0,-0.04678076505661011,,,,,,
12,0.07839975878596306,-0.0015883458690950647,0.16444214805960655,2.232969105243683,0.0,0.0,-0.04225079342722893,,,,,,
13,0.967400386929512,-6.958392047362594e-05,1.9375968873500824,1.3284462094306946,0.0,0.0,0.13779865205287933,,,,,,
14,0.3513691648840904,-0.0013337240622304236,0.7083653956651688,1.4798105359077454,0.0,0.0,-0.0007638272945769131,,,,,,
15,0.08904087916016579,-0.003125799596697121,0.18847660720348358,2.071624755859375,0.0,0.0,-0.04802599176764488,,,,,,
16,0.06953149847686291,-0.0010723437638565092,0.14574526995420456,2.2687944769859314,0.0,0.0,-0.03568065166473389,,,,,,
17,0.6960441470146179,-0.0007930428328108974,1.396828681230545,1.577147901058197,0.0,0.0,0.09507041424512863,,,,,,
18,0.25634586066007614,-0.0005867871514055878,0.5166824907064438,1.4086047410964966,0.0,0.0,0.013600271195173264,,,,,,
19,0.18602220714092255,-0.0015084523232267166,0.3788699358701706,1.9043052196502686,0.0,0.0,-0.008960011415183544,,,,,,
20,0.0748398918658495,-0.0027775139994143105,0.1594703234732151,2.1177574396133423,0.0,0.0,-0.025121865794062614,0.0,0.0,0.0,245.6,25978.048828125,nan
21,0.7567627429962158,-0.0010136827744045007,1.5188430845737457,1.6451245844364166,0.0,0.0,0.09052867442369461,,,,,,
22,0.09813621453940868,-0.0015652683359803632,0.20255069434642792,1.573866218328476,0.0,0.0,-0.011591799557209015,,,,,,
23,0.170560784637928,-0.0017743926340093585,0.34845079481601715,1.8902125358581543,0.0,0.0,-0.0045720660127699375,,,,,,
24,0.06424742937088013,-0.0015316028244951596,0.13568931445479393,2.0656245350837708,0.0,0.0,-0.005365252494812012,,,,,,
25,0.5671217739582062,-0.0008514439784139682,1.139421820640564,1.73768949508667,0.0,0.0,0.07935560494661331,,,,,,
26,0.1058788113296032,-0.0014444456270821249,0.2178318127989769,1.5926506221294403,0.0,0.0,-0.015504083596169949,,,,,,
27,0.2256803698837757,-0.0014691416242080813,0.4580747187137604,1.8878499567508698,0.0,0.0,-0.01008381973952055,,,,,,
28,0.08571379631757736,-0.0005639679729938507,0.17683513090014458,2.139800488948822,0.0,0.0,-0.035067446529865265,,,,,,
29,0.4887787848711014,-0.0008973061073138666,0.9828748404979706,1.7613408863544464,0.0,0.0,0.06038500368595123,,,,,,
30,0.07742899656295776,-0.0020085209398530424,0.16206341981887817,1.5941932797431946,0.0,0.0,0.013038543052971363,0.0,0.0,0.0,243.8,24395.6388671875,nan
31,0.20484592020511627,-0.0028545788469878097,0.418978750705719,1.788882166147232,0.0,0.0,-0.006071233656257391,,,,,,
32,0.061197951436042786,-0.0006713368935997721,0.1279765274375677,2.118975877761841,0.0,0.0,-0.04173585772514343,,,,,,
33,0.3640027344226837,0.00027891279144842684,0.7310210913419724,1.7867224216461182,0.0,0.0,0.05353227257728577,,,,,,
34,0.09782018885016441,-0.002549075987190008,0.2039991021156311,1.6302836239337921,0.0,0.0,0.01113546546548605,,,,,,
35,0.24439352378249168,-0.0013447923023097719,0.4952734038233757,1.8983847498893738,0.0,0.0,-0.0028403729666024446,,,,,,
36,0.07852820679545403,-0.0021010651156156968,0.16552795842289925,2.134705424308777,0.0,0.0,-0.03836029767990112,,,,,,
37,0.43914760649204254,-0.001022871025877059,0.8838614225387573,1.7602326571941376,0.0,0.0,0.06202111765742302,,,,,,
38,0.07875702157616615,-0.002264191386833092,0.16527867317199707,1.6181232929229736,0.0,0.0,0.023793721571564674,,,,,,
39,0.2026713788509369,-0.0013636985337749374,0.4119386374950409,1.9342422783374786,0.0,0.0,0.005099242553114891,,,,,,
40,0.06750956922769547,-0.0014097674769193436,0.14210586622357368,2.133595049381256,0.0,0.0,-0.023030107840895653,0.0,0.0,0.0,245.6,24326.999609375,nan
41,0.23626095429062843,-0.0013184522686060518,0.47898757457733154,1.9143814742565155,0.0,0.0,0.04755694046616554,,,,,,
42,0.12883558124303818,-0.0021827183372806758,0.2654266506433487,1.695027083158493,0.0,0.0,0.027194803580641747,,,,,,
43,0.2354860007762909,-0.0010707030596677214,0.4769361764192581,1.9113835990428925,0.0,0.0,-0.00197291630320251,,,,,,
44,0.06795879639685154,-0.0006696692156156203,0.1416722536087036,2.2076605558395386,0.0,0.0,-0.030701622366905212,,,,,,
45,0.19325032457709312,-0.0011890903236537742,0.39283981919288635,1.9804918467998505,0.0,0.0,0.037011075764894485,,,,,,
46,0.25400860607624054,-0.0018430619190137332,0.5150080919265747,1.6523773670196533,0.0,0.0,0.03646845743060112,,,,,,
47,0.22750955075025558,-0.0009006649779621512,0.4605501890182495,1.86487677693367,0.0,0.0,-0.005966400261968374,,,,,,
48,0.04507574439048767,-0.0015937947124864404,0.09755420312285423,2.107562243938446,0.0,0.0,-0.02696709893643856,,,,,,
49,0.12781811133027077,-0.0015506583828637233,0.2627875357866287,2.0249944925308228,0.0,0.0,0.027605809271335602,,,,,,
50,0.3433026447892189,-0.00047273879560338905,0.6907041221857071,1.5766669809818268,0.0,0.0,0.05738415941596031,0.0,0.0,0.0,247.6,21532.5470703125,nan
51,0.2699507549405098,-0.00169612880078307,0.5468246936798096,1.765468806028366,0.0,0.0,-0.0020256165880709887,,,,,,
52,0.0629144199192524,-0.0008200581457153966,0.1318987011909485,2.2148724794387817,0.0,0.0,-0.03645250201225281,,,,,,
53,0.09233790077269077,-0.0016388107954601883,0.19212645664811134,2.0865159034729004,0.0,0.0,0.002954206196591258,,,,,,
54,0.3286816403269768,-0.0005178220114128163,0.6616127192974091,1.6069004833698273,0.0,0.0,0.06749909371137619,,,,,,
55,0.2599148601293564,-0.0012077740830136463,0.5258490145206451,1.8018771409988403,0.0,0.0,-0.00301063503138721,,,,,,
56,0.09344414062798023,-0.0010959113412045696,0.19333787634968758,2.1288880109786987,0.0,0.0,-0.045045435428619385,,,,,,
57,0.10110297426581383,-0.0027307667672480385,0.21192039921879768,2.1264572739601135,0.0,0.0,0.004861011635512114,,,,,,
58,0.3938642144203186,-0.0008092701124651214,0.792527437210083,1.5902312397956848,0.0,0.0,0.07539431005716324,,,,,,
59,0.27928657829761505,-0.0013080474745947868,0.5648444443941116,1.827599197626114,0.0,0.0,-0.0010482625802978873,,,,,,
60,0.0643584355711937,-0.0014030353001244222,0.13569774478673935,2.087402105331421,0.0,0.0,-0.036443840712308884,0.0,0.0,0.0,250.0,17613.3015625,nan
