episode,seed,success,chain_closed,collision,timeout,steps,perception_attention_mass_mean,perception_attention_mass_during_failure,perception_edge_density_mean,communication_attention_mass_mean,communication_attention_mass_during_failure,communication_edge_density_mean,task_support_attention_mass_mean,task_support_attention_mass_during_failure,task_support_edge_density_mean,global_attention_mass_mean,global_attention_mass_during_failure,global_edge_density_mean,task_support_active_rate,communication_active_rate,perception_active_rate
0,32010,0.0,0.0,0.0,1.0,260.0,0.035804114318810976,0.056358185969293116,0.018509615384615385,0.7499999995415028,0.75,0.3110576923076923,0.09958463967513101,0.03557538026943803,0.05048076923076923,0.750000000745058,0.75,0.3295673076923077,0.5461538461538461,1.0,0.27692307692307694
