graph_encoder,relative_step,n_available,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
single,-20,100,0.333333,0.855,0,0
single,-19,100,0.333333,0.866667,0,0
single,-18,100,0.333333,0.863333,0,0
single,-17,100,0.333333,0.838333,0,0
single,-16,100,0.333333,0.86,0,0
single,-15,100,0.333333,0.841667,0,0
single,-14,100,0.333333,0.801667,0,0
single,-13,100,0.333333,0.851667,0,0
single,-12,100,0.34,0.831667,0,0
single,-11,100,0.453333,0.848333,0,0
single,-10,100,0.516667,0.818333,0,0
single,-9,100,0.52,0.81,0,0
single,-8,100,0.49,0.845,0,0
single,-7,100,0.64,0.868333,0,0
single,-6,100,0.723333,0.863333,0,0
single,-5,100,0.683333,0.821667,0,0
single,-4,100,0.666667,0.845,0,0
single,-3,100,0.666667,0.818333,0,0
single,-2,100,0.666667,0.838333,0,0
single,-1,100,0.666667,0.835,0,0
single,0,100,0.66,0.813333,0,0
single,1,100,0.643333,0.22,0,0
single,2,100,0.636667,0.24,0,0
single,3,100,0.633333,0.203333,0,0
single,4,100,0.623333,0.223333,0.21,0.21
single,5,79,0.599156,0.274262,0.329114,0.329114
single,6,53,0.572327,0.220126,0.509434,0.509434
single,7,26,0.5,0.230769,0.346154,0.346154
single,8,17,0.411765,0.264706,0.294118,0.294118
single,9,12,0.25,0.25,0.416667,0.416667
single,10,7,0.047619,0.238095,0,0
single,11,7,0.047619,0.285714,0,0
single,12,7,0,0.238095,0,0
single,13,7,0,0.214286,0,0
single,14,7,0,0.119048,0,0
single,15,7,0,0.0238095,0,0
single,16,7,0,0.0238095,0,0
single,17,7,0,0,0,0
single,18,7,0,0,0,0
single,19,7,0,0,0,0
single,20,7,0,0,0,0
single,21,7,0,0,0,0
single,22,7,0,0,0,0
single,23,7,0,0,0,0
single,24,7,0,0,0,0
single,25,7,0,0,0,0
single,26,7,0,0,0,0
single,27,7,0,0,0,0
single,28,7,0,0,0,0
single,29,6,0,0,0,0
single,30,6,0,0,0,0
single,31,6,0,0,0,0
single,32,6,0,0,0,0
single,33,6,0,0,0,0
single,34,6,0,0,0,0
single,35,6,0,0,0,0
single,36,6,0,0,0,0
single,37,6,0,0,0,0
single,38,6,0,0,0,0
single,39,6,0,0,0,0
single,40,6,0,0,0,0
single,41,6,0,0,0,0
single,42,6,0,0,0,0
single,43,6,0,0,0,0
single,44,6,0,0,0,0
single,45,6,0,0,0,0
single,46,6,0,0,0,0
single,47,6,0,0,0,0
single,48,6,0,0,0,0
single,49,6,0,0,0,0
single,50,6,0,0,0,0
single,51,6,0,0,0,0
single,52,6,0,0,0,0
single,53,6,0,0,0,0
single,54,6,0,0,0,0
single,55,6,0,0,0,0
single,56,6,0,0,0,0
single,57,6,0,0,0,0
single,58,6,0,0,0,0
single,59,6,0,0,0,0
single,60,6,0,0,0,0
single,61,6,0,0,0,0
single,62,6,0,0,0,0
single,63,6,0,0,0,0
single,64,6,0,0,0,0
single,65,6,0,0,0,0
single,66,6,0,0,0,0
single,67,6,0,0,0,0
single,68,6,0,0,0,0
single,69,6,0,0,0,0
single,70,6,0,0,0,0
single,71,6,0,0,0,0
single,72,6,0,0,0,0
single,73,6,0,0,0,0
single,74,6,0,0,0,0
single,75,6,0,0,0,0
single,76,6,0,0,0,0
single,77,6,0,0,0,0
single,78,6,0,0,0,0
single,79,6,0,0,0,0
single,80,6,0,0,0,0
single,81,6,0,0.0833333,0,0
single,82,6,0,0.166667,0,0
single,83,6,0,0.138889,0,0
single,84,6,0,0.138889,0,0
single,85,6,0,0.111111,0,0
single,86,6,0,0.0833333,0,0
single,87,6,0,0.166667,0,0
single,88,6,0,0.194444,0,0
single,89,6,0,0.111111,0,0
single,90,6,0,0.111111,0,0
single,91,6,0,0.166667,0,0
single,92,6,0,0.222222,0,0
single,93,6,0,0.111111,0,0
single,94,6,0,0.194444,0,0
single,95,6,0,0.166667,0,0
single,96,6,0,0.194444,0,0
single,97,6,0,0.194444,0,0
single,98,6,0,0.138889,0,0
single,99,6,0,0.166667,0,0
single,100,6,0,0.138889,0,0
single,101,6,0,0.111111,0,0
single,102,6,0,0.111111,0,0
single,103,6,0,0.0555556,0,0
single,104,6,0,0.0833333,0,0
single,105,6,0,0.0833333,0,0
single,106,6,0,0.166667,0,0
single,107,6,0,0.166667,0,0
single,108,6,0,0.166667,0,0
single,109,6,0,0.111111,0,0
single,110,6,0,0.0833333,0,0
single,111,6,0,0.0833333,0,0
single,112,6,0,0.0555556,0,0
single,113,6,0,0.111111,0,0
single,114,6,0,0.0555556,0,0
single,115,6,0,0.0833333,0,0
single,116,6,0,0.111111,0,0
single,117,6,0,0.0833333,0,0
single,118,6,0,0.0555556,0,0
single,119,6,0,0.0555556,0,0
single,120,6,0,0.0277778,0,0
single,121,6,0,0.0833333,0,0
single,122,6,0,0.0833333,0,0
single,123,6,0,0.0555556,0,0
single,124,6,0,0.111111,0,0
single,125,6,0,0.111111,0,0
single,126,6,0,0.0277778,0,0
