graph_encoder,relative_step,n_available,tracking_rate_mean,connectivity_mean,chain_closed_mean,recovery_cdf
single,127,6,0,0.0555556,0,0
single,128,6,0,0.0277778,0,0
single,129,6,0,0.0555556,0,0
single,130,6,0,0.0277778,0,0
single,131,6,0,0.0555556,0,0
single,132,6,0,0,0,0
single,133,6,0,0.0555556,0,0
single,134,6,0,0.0277778,0,0
single,135,6,0,0.0277778,0,0
single,136,6,0,0.0555556,0,0
single,137,6,0,0.0277778,0,0
single,138,6,0,0,0,0
single,139,6,0,0.0277778,0,0
single,140,6,0,0.0277778,0,0
single,141,6,0,0.0277778,0,0
single,142,6,0,0.0555556,0,0
single,143,6,0,0.0277778,0,0
single,144,6,0,0.0277778,0,0
single,145,6,0,0.0555556,0,0
single,146,6,0,0.0555556,0,0
single,147,6,0,0.0555556,0,0
single,148,6,0,0.0555556,0,0
single,149,6,0,0.0277778,0,0
single,150,6,0,0.0277778,0,0
single,151,6,0,0.0555556,0,0
single,152,6,0,0.0555556,0,0
single,153,6,0,0.0555556,0,0
single,154,6,0,0.0277778,0,0
single,155,6,0,0.0555556,0,0
single,156,6,0,0,0,0
single,157,6,0,0.0277778,0,0
single,158,6,0,0.0277778,0,0
single,159,6,0,0.0277778,0,0
single,160,6,0,0.0555556,0,0
single,161,6,0,0.0277778,0,0
single,162,6,0,0.0277778,0,0
single,163,6,0,0.0277778,0,0
single,164,6,0,0,0,0
single,165,6,0,0.0277778,0,0
single,166,6,0,0.0555556,0,0
single,167,6,0,0.0277778,0,0
single,168,6,0,0.0277778,0,0
single,169,6,0,0.0277778,0,0
single,170,6,0,0.0555556,0,0
single,171,6,0,0,0,0
single,172,6,0,0,0,0
single,173,6,0,0.0555556,0,0
single,174,6,0,0.0277778,0,0
single,175,6,0,0,0,0
single,176,6,0,0.0555556,0,0
single,177,6,0,0.0555556,0,0
single,178,6,0,0.0555556,0,0
single,179,6,0,0.0277778,0,0
single,180,6,0,0.0555556,0,0
single,181,6,0,0.0277778,0,0
single,182,6,0,0.0277778,0,0
single,183,6,0,0.0555556,0,0
single,184,6,0,0.0277778,0,0
single,185,6,0,0.0277778,0,0
single,186,6,0,0.0555556,0,0
single,187,6,0,0.0555556,0,0
single,188,6,0,0.0277778,0,0
single,189,6,0,0.0277778,0,0
single,190,6,0,0.0555556,0,0
single,191,6,0,0.0555556,0,0
single,192,6,0,0.0277778,0,0
single,193,6,0,0.0555556,0,0
single,194,6,0,0.0277778,0,0
single,195,6,0,0.0277778,0,0
single,196,6,0,0.0555556,0,0
single,197,6,0,0.0277778,0,0
single,198,6,0,0.0277778,0,0
single,199,6,0,0,0,0
single,200,6,0,0.0555556,0,0
single,201,6,0,0.0555556,0,0
single,202,6,0,0.0277778,0,0
single,203,6,0,0.0555556,0,0
single,204,6,0,0.0555556,0,0
single,205,6,0,0.0277778,0,0
single,206,6,0,0.0277778,0,0
single,207,6,0,0.0277778,0,0
single,208,6,0,0.0555556,0,0
single,209,6,0,0.0277778,0,0
single,210,6,0,0.0277778,0,0
single,211,6,0,0.0277778,0,0
single,212,6,0,0.0277778,0,0
single,213,6,0,0.0555556,0,0
single,214,6,0,0.0555556,0,0
single,215,6,0,0.0555556,0,0
single,216,6,0,0.0555556,0,0
single,217,6,0,0.0277778,0,0
single,218,6,0,0,0,0
single,219,6,0,0,0,0
single,220,6,0,0.0277778,0,0
