mode,method,seed,update,rows,last_train_avg_reward,mean_train_avg_reward_last_20,last_eval_update,last_eval_success_rate,last_eval_timeout_rate,last_eval_avg_distance,loss,value_loss,entropy
freeze_rehearsal,mappo,0,200,200,-0.0416802354156971,-0.0180755,200,0.0,1.0,54199.184375,0.2545362859964371,0.5157551914453506,3.28673255443573
freeze_rehearsal,single_graph,0,200,200,-0.03387903794646263,-0.023704,200,0.0,1.0,26560.984375,0.26239658892154694,0.531619057059288,3.2779535055160522
freeze_rehearsal,param_matched_single,0,200,200,0.06879186630249023,-0.000811781,200,0.0,1.0,34802.50234375,0.8507111072540283,1.708099901676178,3.2871869802474976
freeze_rehearsal,ea_rg_mappo_gate_prior,0,200,200,-0.0553954653441906,-0.0164535,200,0.0,1.0,32075.202734375,0.5798769742250443,1.1675881743431091,3.2561382055282593
freeze_rehearsal,happo,0,200,200,-0.06422058492898941,-0.0327484,200,0.0,1.0,50498.1640625,0.4440007209777832,0.8947539329528809,3.288607656955719
