method,metric,unit,n_recovered_episodes,mean,note
single,recovered_only_recovery_steps,steps,278,5.381294964,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
multi_relation,recovered_only_recovery_steps,steps,300,5.433333333,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
