step,comm_radius,nodes,team_edges,enemy_edges,total_edges,min_range,max_range,nan_count,inf_count
33,8000.0,4,4,8,16,0.05906612053513527,0.13489457964897156,0,0
33,12000.0,4,4,8,16,0.05906612053513527,0.13489457964897156,0,0
34,2000.0,4,4,8,16,0.06780283898115158,0.13897192478179932,0,0
34,4000.0,4,4,8,16,0.06780283898115158,0.13897192478179932,0,0
34,8000.0,4,4,8,16,0.06780283898115158,0.13897192478179932,0,0
34,12000.0,4,4,8,16,0.06780283898115158,0.13897192478179932,0,0
35,2000.0,4,4,8,16,0.07660062611103058,0.14347897469997406,0,0
35,4000.0,4,4,8,16,0.07660062611103058,0.14347897469997406,0,0
35,8000.0,4,4,8,16,0.07660062611103058,0.14347897469997406,0,0
35,12000.0,4,4,8,16,0.07660062611103058,0.14347897469997406,0,0
36,2000.0,4,4,8,16,0.08544062823057175,0.14837661385536194,0,0
36,4000.0,4,4,8,16,0.08544062823057175,0.14837661385536194,0,0
36,8000.0,4,4,8,16,0.08544062823057175,0.14837661385536194,0,0
36,12000.0,4,4,8,16,0.08544062823057175,0.14837661385536194,0,0
37,2000.0,4,4,8,16,0.0943109542131424,0.15362747013568878,0,0
37,4000.0,4,4,8,16,0.0943109542131424,0.15362747013568878,0,0
37,8000.0,4,4,8,16,0.0943109542131424,0.15362747013568878,0,0
37,12000.0,4,4,8,16,0.0943109542131424,0.15362747013568878,0,0
38,2000.0,4,4,8,16,0.10151372104883194,0.15919660031795502,0,0
38,4000.0,4,4,8,16,0.10151372104883194,0.15919660031795502,0,0
38,8000.0,4,4,8,16,0.10151372104883194,0.15919660031795502,0,0
38,12000.0,4,4,8,16,0.10151372104883194,0.15919660031795502,0,0
39,2000.0,4,4,8,16,0.1007666066288948,0.16505177319049835,0,0
39,4000.0,4,4,8,16,0.1007666066288948,0.16505177319049835,0,0
39,8000.0,4,4,8,16,0.1007666066288948,0.16505177319049835,0,0
39,12000.0,4,4,8,16,0.1007666066288948,0.16505177319049835,0,0
40,2000.0,4,4,8,16,0.10001999139785767,0.1711636632680893,0,0
40,4000.0,4,4,8,16,0.10001999139785767,0.1711636632680893,0,0
40,8000.0,4,4,8,16,0.10001999139785767,0.1711636632680893,0,0
40,12000.0,4,4,8,16,0.10001999139785767,0.1711636632680893,0,0
41,2000.0,4,4,8,16,0.09927390515804291,0.1775057315826416,0,0
41,4000.0,4,4,8,16,0.09927390515804291,0.1775057315826416,0,0
41,8000.0,4,4,8,16,0.09927390515804291,0.1775057315826416,0,0
41,12000.0,4,4,8,16,0.09927390515804291,0.1775057315826416,0,0
42,2000.0,4,4,8,16,0.09852834790945053,0.18405422568321228,0,0
42,4000.0,4,4,8,16,0.09852834790945053,0.18405422568321228,0,0
42,8000.0,4,4,8,16,0.09852834790945053,0.18405422568321228,0,0
42,12000.0,4,4,8,16,0.09852834790945053,0.18405422568321228,0,0
43,2000.0,4,4,8,16,0.09778332710266113,0.19078783690929413,0,0
43,4000.0,4,4,8,16,0.09778332710266113,0.19078783690929413,0,0
43,8000.0,4,4,8,16,0.09778332710266113,0.19078783690929413,0,0
43,12000.0,4,4,8,16,0.09778332710266113,0.19078783690929413,0,0
44,2000.0,4,4,8,16,0.09703885763883591,0.19768768548965454,0,0
44,4000.0,4,4,8,16,0.09703885763883591,0.19768768548965454,0,0
44,8000.0,4,4,8,16,0.09703885763883591,0.19768768548965454,0,0
44,12000.0,4,4,8,16,0.09703885763883591,0.19768768548965454,0,0
45,2000.0,4,4,8,16,0.09629496186971664,0.20473694801330566,0,0
45,4000.0,4,4,8,16,0.09629496186971664,0.20473694801330566,0,0
45,8000.0,4,4,8,16,0.09629496186971664,0.20473694801330566,0,0
45,12000.0,4,4,8,16,0.09629496186971664,0.20473694801330566,0,0
46,2000.0,4,4,8,16,0.09555163234472275,0.21192072331905365,0,0
46,4000.0,4,4,8,16,0.09555163234472275,0.21192072331905365,0,0
46,8000.0,4,4,8,16,0.09555163234472275,0.21192072331905365,0,0
46,12000.0,4,4,8,16,0.09555163234472275,0.21192072331905365,0,0
47,2000.0,4,4,8,16,0.0948089063167572,0.21922580897808075,0,0
47,4000.0,4,4,8,16,0.0948089063167572,0.21922580897808075,0,0
47,8000.0,4,4,8,16,0.0948089063167572,0.21922580897808075,0,0
47,12000.0,4,4,8,16,0.0948089063167572,0.21922580897808075,0,0
48,2000.0,4,4,8,16,0.09406678378582001,0.22664043307304382,0,0
48,4000.0,4,4,8,16,0.09406678378582001,0.22664043307304382,0,0
48,8000.0,4,4,8,16,0.09406678378582001,0.22664043307304382,0,0
48,12000.0,4,4,8,16,0.09406678378582001,0.22664043307304382,0,0
49,2000.0,4,4,8,16,0.09332528710365295,0.23415419459342957,0,0
49,4000.0,4,4,8,16,0.09332528710365295,0.23415419459342957,0,0
49,8000.0,4,4,8,16,0.09332528710365295,0.23415419459342957,0,0
49,12000.0,4,4,8,16,0.09332528710365295,0.23415419459342957,0,0
50,2000.0,4,4,8,16,0.09258442372083664,0.24175788462162018,0,0
50,4000.0,4,4,8,16,0.09258442372083664,0.24175788462162018,0,0
50,8000.0,4,4,8,16,0.09258442372083664,0.24175788462162018,0,0
50,12000.0,4,4,8,16,0.09258442372083664,0.24175788462162018,0,0
51,2000.0,4,4,8,16,0.09184420853853226,0.24944326281547546,0,0
51,4000.0,4,4,8,16,0.09184420853853226,0.24944326281547546,0,0
51,8000.0,4,4,8,16,0.09184420853853226,0.24944326281547546,0,0
51,12000.0,4,4,8,16,0.09184420853853226,0.24944326281547546,0,0
52,2000.0,4,4,8,16,0.0911046639084816,0.25720301270484924,0,0
52,4000.0,4,4,8,16,0.0911046639084816,0.25720301270484924,0,0
52,8000.0,4,4,8,16,0.0911046639084816,0.25720301270484924,0,0
52,12000.0,4,4,8,16,0.0911046639084816,0.25720301270484924,0,0
53,2000.0,4,4,8,16,0.09036580473184586,0.26503056287765503,0,0
53,4000.0,4,4,8,16,0.09036580473184586,0.26503056287765503,0,0
53,8000.0,4,4,8,16,0.09036580473184586,0.26503056287765503,0,0
53,12000.0,4,4,8,16,0.09036580473184586,0.26503056287765503,0,0
54,2000.0,4,4,8,16,0.08962764590978622,0.2729201316833496,0,0
54,4000.0,4,4,8,16,0.08962764590978622,0.2729201316833496,0,0
54,8000.0,4,4,8,16,0.08962764590978622,0.2729201316833496,0,0
54,12000.0,4,4,8,16,0.08962764590978622,0.2729201316833496,0,0
55,2000.0,4,4,8,16,0.0888902023434639,0.28086644411087036,0,0
55,4000.0,4,4,8,16,0.0888902023434639,0.28086644411087036,0,0
55,8000.0,4,4,8,16,0.0888902023434639,0.28086644411087036,0,0
55,12000.0,4,4,8,16,0.0888902023434639,0.28086644411087036,0,0
56,2000.0,4,4,8,16,0.08815350383520126,0.2888648808002472,0,0
56,4000.0,4,4,8,16,0.08815350383520126,0.2888648808002472,0,0
56,8000.0,4,4,8,16,0.08815350383520126,0.2888648808002472,0,0
56,12000.0,4,4,8,16,0.08815350383520126,0.2888648808002472,0,0
57,2000.0,4,4,8,16,0.08741755038499832,0.29691118001937866,0,0
57,4000.0,4,4,8,16,0.08741755038499832,0.29691118001937866,0,0
57,8000.0,4,4,8,16,0.08741755038499832,0.29691118001937866,0,0
57,12000.0,4,4,8,16,0.08741755038499832,0.29691118001937866,0,0
58,2000.0,4,4,8,16,0.08668237924575806,0.30500155687332153,0,0
58,4000.0,4,4,8,16,0.08668237924575806,0.30500155687332153,0,0
58,8000.0,4,4,8,16,0.08668237924575806,0.30500155687332153,0,0
58,12000.0,4,4,8,16,0.08668237924575806,0.30500155687332153,0,0
59,2000.0,4,4,8,16,0.08594799786806107,0.3131326138973236,0,0
59,4000.0,4,4,8,16,0.08594799786806107,0.3131326138973236,0,0
59,8000.0,4,4,8,16,0.08594799786806107,0.3131326138973236,0,0
59,12000.0,4,4,8,16,0.08594799786806107,0.3131326138973236,0,0
60,2000.0,4,4,8,16,0.08521443605422974,0.32130128145217896,0,0
60,4000.0,4,4,8,16,0.08521443605422974,0.32130128145217896,0,0
60,8000.0,4,4,8,16,0.08521443605422974,0.32130128145217896,0,0
60,12000.0,4,4,8,16,0.08521443605422974,0.32130128145217896,0,0
61,2000.0,4,4,8,16,0.08448170870542526,0.32950469851493835,0,0
61,4000.0,4,4,8,16,0.08448170870542526,0.32950469851493835,0,0
61,8000.0,4,4,8,16,0.08448170870542526,0.32950469851493835,0,0
61,12000.0,4,4,8,16,0.08448170870542526,0.32950469851493835,0,0
62,2000.0,4,4,8,16,0.08374983817338943,0.33774036169052124,0,0
62,4000.0,4,4,8,16,0.08374983817338943,0.33774036169052124,0,0
62,8000.0,4,4,8,16,0.08374983817338943,0.33774036169052124,0,0
62,12000.0,4,4,8,16,0.08374983817338943,0.33774036169052124,0,0
63,2000.0,4,4,8,16,0.08301884680986404,0.34600600600242615,0,0
63,4000.0,4,4,8,16,0.08301884680986404,0.34600600600242615,0,0
63,8000.0,4,4,8,16,0.08301884680986404,0.34600600600242615,0,0
63,12000.0,4,4,8,16,0.08301884680986404,0.34600600600242615,0,0
64,2000.0,4,4,8,16,0.08228875696659088,0.35429948568344116,0,0
64,4000.0,4,4,8,16,0.08228875696659088,0.35429948568344116,0,0
64,8000.0,4,4,8,16,0.08228875696659088,0.35429948568344116,0,0
64,12000.0,4,4,8,16,0.08228875696659088,0.35429948568344116,0,0
65,2000.0,4,4,8,16,0.08155959844589233,0.36261889338493347,0,0
65,4000.0,4,4,8,16,0.08155959844589233,0.36261889338493347,0,0
65,8000.0,4,4,8,16,0.08155959844589233,0.36261889338493347,0,0
65,12000.0,4,4,8,16,0.08155959844589233,0.36261889338493347,0,0
66,2000.0,4,4,8,16,0.08083139359951019,0.370962530374527,0,0
66,4000.0,4,4,8,16,0.08083139359951019,0.370962530374527,0,0
66,8000.0,4,4,8,16,0.08083139359951019,0.370962530374527,0,0
66,12000.0,4,4,8,16,0.08083139359951019,0.370962530374527,0,0
67,2000.0,4,4,8,16,0.08010417222976685,0.37932875752449036,0,0
67,4000.0,4,4,8,16,0.08010417222976685,0.37932875752449036,0,0
67,8000.0,4,4,8,16,0.08010417222976685,0.37932875752449036,0,0
67,12000.0,4,4,8,16,0.08010417222976685,0.37932875752449036,0,0
68,2000.0,4,4,8,16,0.07937795668840408,0.3877161145210266,0,0
68,4000.0,4,4,8,16,0.07937795668840408,0.3877161145210266,0,0
68,8000.0,4,4,8,16,0.07937795668840408,0.3877161145210266,0,0
68,12000.0,4,4,8,16,0.07937795668840408,0.3877161145210266,0,0
69,2000.0,4,4,8,16,0.0786527693271637,0.3961232602596283,0,0
69,4000.0,4,4,8,16,0.0786527693271637,0.3961232602596283,0,0
69,8000.0,4,4,8,16,0.0786527693271637,0.3961232602596283,0,0
69,12000.0,4,4,8,16,0.0786527693271637,0.3961232602596283,0,0
70,2000.0,4,4,8,16,0.07792865484952927,0.4045489728450775,0,0
70,4000.0,4,4,8,16,0.07792865484952927,0.4045489728450775,0,0
70,8000.0,4,4,8,16,0.07792865484952927,0.4045489728450775,0,0
70,12000.0,4,4,8,16,0.07792865484952927,0.4045489728450775,0,0
71,2000.0,4,4,8,16,0.07720562815666199,0.41299208998680115,0,0
71,4000.0,4,4,8,16,0.07720562815666199,0.41299208998680115,0,0
71,8000.0,4,4,8,16,0.07720562815666199,0.41299208998680115,0,0
71,12000.0,4,4,8,16,0.07720562815666199,0.41299208998680115,0,0
72,2000.0,4,4,8,16,0.07648371905088425,0.421451598405838,0,0
72,4000.0,4,4,8,16,0.07648371905088425,0.421451598405838,0,0
72,8000.0,4,4,8,16,0.07648371905088425,0.421451598405838,0,0
72,12000.0,4,4,8,16,0.07648371905088425,0.421451598405838,0,0
73,2000.0,4,4,8,16,0.07576297968626022,0.4299265742301941,0,0
73,4000.0,4,4,8,16,0.07576297968626022,0.4299265742301941,0,0
73,8000.0,4,4,8,16,0.07576297968626022,0.4299265742301941,0,0
73,12000.0,4,4,8,16,0.07576297968626022,0.4299265742301941,0,0
74,2000.0,4,4,8,16,0.07504341751337051,0.4384160041809082,0,0
74,4000.0,4,4,8,16,0.07504341751337051,0.4384160041809082,0,0
74,8000.0,4,4,8,16,0.07504341751337051,0.4384160041809082,0,0
74,12000.0,4,4,8,16,0.07504341751337051,0.4384160041809082,0,0
75,2000.0,4,4,8,16,0.0743250846862793,0.447095662355423,0,0
75,4000.0,4,4,8,16,0.0743250846862793,0.447095662355423,0,0
75,8000.0,4,4,8,16,0.0743250846862793,0.447095662355423,0,0
75,12000.0,4,4,8,16,0.0743250846862793,0.447095662355423,0,0
76,2000.0,4,4,8,16,0.07360801100730896,0.45608916878700256,0,0
76,4000.0,4,4,8,16,0.07360801100730896,0.45608916878700256,0,0
76,8000.0,4,4,8,16,0.07360801100730896,0.45608916878700256,0,0
76,12000.0,4,4,8,16,0.07360801100730896,0.45608916878700256,0,0
77,2000.0,4,4,8,16,0.07289224117994308,0.4650912582874298,0,0
77,4000.0,4,4,8,16,0.07289224117994308,0.4650912582874298,0,0
77,8000.0,4,4,8,16,0.07289224117994308,0.4650912582874298,0,0
77,12000.0,4,4,8,16,0.07289224117994308,0.4650912582874298,0,0
78,2000.0,4,4,8,16,0.07217780500650406,0.4741014540195465,0,0
78,4000.0,4,4,8,16,0.07217780500650406,0.4741014540195465,0,0
78,8000.0,4,4,8,16,0.07217780500650406,0.4741014540195465,0,0
78,12000.0,4,4,8,16,0.07217780500650406,0.4741014540195465,0,0
79,2000.0,4,4,8,16,0.07146473973989487,0.48311927914619446,0,0
79,4000.0,4,4,8,16,0.07146473973989487,0.48311927914619446,0,0
79,8000.0,4,4,8,16,0.07146473973989487,0.48311927914619446,0,0
79,12000.0,4,4,8,16,0.07146473973989487,0.48311927914619446,0,0
80,2000.0,4,4,8,16,0.07075309753417969,0.49214428663253784,0,0
80,4000.0,4,4,8,16,0.07075309753417969,0.49214428663253784,0,0
80,8000.0,4,4,8,16,0.07075309753417969,0.49214428663253784,0,0
80,12000.0,4,4,8,16,0.07075309753417969,0.49214428663253784,0,0
81,2000.0,4,4,8,16,0.07004290819168091,0.5011761784553528,0,0
81,4000.0,4,4,8,16,0.07004290819168091,0.5011761784553528,0,0
81,8000.0,4,4,8,16,0.07004290819168091,0.5011761784553528,0,0
81,12000.0,4,4,8,16,0.07004290819168091,0.5011761784553528,0,0
82,2000.0,4,4,8,16,0.0693342313170433,0.5102144479751587,0,0
82,4000.0,4,4,8,16,0.0693342313170433,0.5102144479751587,0,0
82,8000.0,4,4,8,16,0.0693342313170433,0.5102144479751587,0,0
82,12000.0,4,4,8,16,0.0693342313170433,0.5102144479751587,0,0
83,2000.0,4,4,8,16,0.06862709671258926,0.5192589163780212,0,0
83,4000.0,4,4,8,16,0.06862709671258926,0.5192589163780212,0,0
83,8000.0,4,4,8,16,0.06862709671258926,0.5192589163780212,0,0
83,12000.0,4,4,8,16,0.06862709671258926,0.5192589163780212,0,0
84,2000.0,4,4,8,16,0.06792157143354416,0.5283091068267822,0,0
84,4000.0,4,4,8,16,0.06792157143354416,0.5283091068267822,0,0
84,8000.0,4,4,8,16,0.06792157143354416,0.5283091068267822,0,0
84,12000.0,4,4,8,16,0.06792157143354416,0.5283091068267822,0,0
85,2000.0,4,4,8,16,0.06721769273281097,0.5373649001121521,0,0
85,4000.0,4,4,8,16,0.06721769273281097,0.5373649001121521,0,0
85,8000.0,4,4,8,16,0.06721769273281097,0.5373649001121521,0,0
85,12000.0,4,4,8,16,0.06721769273281097,0.5373649001121521,0,0
86,2000.0,4,4,8,16,0.06651552766561508,0.5464258790016174,0,0
86,4000.0,4,4,8,16,0.06651552766561508,0.5464258790016174,0,0
86,8000.0,4,4,8,16,0.06651552766561508,0.5464258790016174,0,0
86,12000.0,4,4,8,16,0.06651552766561508,0.5464258790016174,0,0
87,2000.0,4,4,8,16,0.06581511348485947,0.5554919242858887,0,0
87,4000.0,4,4,8,16,0.06581511348485947,0.5554919242858887,0,0
87,8000.0,4,4,8,16,0.06581511348485947,0.5554919242858887,0,0
87,12000.0,4,4,8,16,0.06581511348485947,0.5554919242858887,0,0
88,2000.0,4,4,8,16,0.0651165097951889,0.5645626187324524,0,0
88,4000.0,4,4,8,16,0.0651165097951889,0.5645626187324524,0,0
88,8000.0,4,4,8,16,0.0651165097951889,0.5645626187324524,0,0
88,12000.0,4,4,8,16,0.0651165097951889,0.5645626187324524,0,0
89,2000.0,4,4,8,16,0.06441979110240936,0.5736379027366638,0,0
89,4000.0,4,4,8,16,0.06441979110240936,0.5736379027366638,0,0
89,8000.0,4,4,8,16,0.06441979110240936,0.5736379027366638,0,0
89,12000.0,4,4,8,16,0.06441979110240936,0.5736379027366638,0,0
90,2000.0,4,4,8,16,0.06372499465942383,0.5827174782752991,0,0
90,4000.0,4,4,8,16,0.06372499465942383,0.5827174782752991,0,0
90,8000.0,4,4,8,16,0.06372499465942383,0.5827174782752991,0,0
90,12000.0,4,4,8,16,0.06372499465942383,0.5827174782752991,0,0
91,2000.0,4,4,8,16,0.06303220242261887,0.5918011665344238,0,0
91,4000.0,4,4,8,16,0.06303220242261887,0.5918011665344238,0,0
91,8000.0,4,4,8,16,0.06303220242261887,0.5918011665344238,0,0
91,12000.0,4,4,8,16,0.06303220242261887,0.5918011665344238,0,0
92,2000.0,4,4,8,16,0.06234147772192955,0.600888729095459,0,0
92,4000.0,4,4,8,16,0.06234147772192955,0.600888729095459,0,0
92,8000.0,4,4,8,16,0.06234147772192955,0.600888729095459,0,0
92,12000.0,4,4,8,16,0.06234147772192955,0.600888729095459,0,0
93,2000.0,4,4,8,16,0.06165288761258125,0.6099801063537598,0,0
93,4000.0,4,4,8,16,0.06165288761258125,0.6099801063537598,0,0
93,8000.0,4,4,8,16,0.06165288761258125,0.6099801063537598,0,0
93,12000.0,4,4,8,16,0.06165288761258125,0.6099801063537598,0,0
