radius,ablation,episodes,n,zero_dims,zero_dim_names,success_mean,success_std,collision_mean,collision_std,timeout_mean,timeout_std,avg_steps_mean,avg_steps_std
4.0,none,2,3,,,1.0,0.0,0.0,0.0,0.0,0.0,80.33333333333333,3.704351795148811
4.0,zero_all_edge_features,2,3,0 1 2 3 4 5 6 7 8 9,rel_x/world; rel_y/world; distance/world; distance/comm_radius; cos(bearing); sin(bearing); rel_vx/1.5; rel_vy/1.5; comm_reachable; target_node_flag,0.8333333333333334,0.23570226039551584,0.16666666666666666,0.23570226039551584,0.0,0.0,81.83333333333333,3.5668224265054493
