method,episodes,radius,success_mean,success_std,collision_mean,collision_std,timeout_mean,timeout_std,avg_steps_mean,avg_steps_std,n
MAPPO,50,5.0,0.7333333333333334,0.154344492037203,0.22666666666666668,0.12364824660660939,0.04,0.032659863237109045,74.04666666666667,31.397623406168112,3
MAPPO,50,7.0,0.7999999999999999,0.1728197519575429,0.19999999999999998,0.17281975195754293,0.006666666666666667,0.009428090415820633,68.60000000000001,28.31277214733073,3
MAPPO,50,9.0,0.8266666666666667,0.07717224601860152,0.15333333333333335,0.049888765156985884,0.02,0.0282842712474619,62.49333333333333,24.261983064502836,3
GAT-MAPPO,50,5.0,0.8466666666666667,0.018856180831641284,0.11333333333333334,0.06599663291074444,0.04666666666666666,0.0524933858267454,68.66000000000001,15.37918940213257,3
GAT-MAPPO,50,7.0,0.82,0.04898979485566356,0.14,0.016329931618554526,0.04,0.04320493798938574,69.91333333333334,16.141675529166385,3
GAT-MAPPO,50,9.0,0.7933333333333333,0.06599663291074445,0.17333333333333334,0.07542472332656508,0.03333333333333333,0.047140452079103175,70.08666666666666,18.076211500815717,3
EA-RG-MAPPO-S,50,5.0,0.9266666666666666,0.00942809041582059,0.06666666666666667,0.009428090415820635,0.013333333333333334,0.009428090415820633,67.85333333333334,2.9662246861775157,3
EA-RG-MAPPO-S,50,7.0,0.88,0.016329931618554536,0.09999999999999999,0.01632993161855452,0.02,0.028284271247461898,60.01333333333333,4.919738023738887,3
EA-RG-MAPPO-S,50,9.0,0.88,0.028284271247461926,0.06666666666666667,0.03771236166328253,0.05333333333333334,0.0339934634239519,70.94,11.33343137212498,3
