graph_encoder,train_seed,episode,rollout_seed,step,node_failure_active,success,timeout,chain_closed,tracking_rate,attack_window_rate,comm_connectivity,mean_message_age,mean_range,blue0_x,blue0_y,blue0_z,blue1_x,blue1_y,blue1_z,blue2_x,blue2_y,blue2_z,red0_x,red0_y,red0_z
single,0,0,91000,144,0,0,0,0,0,0,0.333333,13.3333,39745.6,18338.7,7438.79,5504.15,15625.7,0,5115.38,23103.1,-5622.15,5574.9,-20232.7,-2539.93,5324
single,0,0,91000,145,0,0,0,0,0,0,0.333333,14,40193.3,18555.4,7552.99,5509.05,15845.7,0,5115.38,23360.4,-5703.99,5569.5,-20442.7,-2543.94,5326.25
single,0,0,91000,146,0,0,0,0,0,0,0.333333,14.6667,40641.1,18772.1,7667.19,5513.95,16065.7,0,5115.38,23617.6,-5785.82,5564.1,-20652.6,-2547.95,5328.5
single,0,0,91000,147,0,0,0,0,0,0,0.333333,15.3333,41089,18988.8,7781.39,5518.85,16285.7,0,5115.38,23874.9,-5867.66,5558.7,-20862.6,-2551.96,5330.75
single,0,0,91000,148,0,0,0,0,0,0,0.333333,16,41536.8,19205.5,7895.59,5523.75,16505.7,0,5115.38,24132.1,-5949.49,5553.3,-21072.5,-2555.97,5333
single,0,0,91000,149,0,0,0,0,0,0,0.333333,16.6667,41984.7,19422.2,8009.79,5528.65,16725.7,0,5115.38,24389.3,-6031.33,5547.9,-21282.5,-2559.98,5335.25
single,0,0,91000,150,0,0,0,0,0,0,0.333333,17.3333,42432.6,19638.9,8123.98,5533.54,16945.7,0,5115.38,24646.6,-6113.16,5542.5,-21492.4,-2563.99,5337.5
single,0,0,91000,151,0,0,0,0,0,0,0.333333,18,42880.5,19855.6,8238.18,5538.44,17165.7,0,5115.38,24903.8,-6195,5537.1,-21702.4,-2568,5339.75
single,0,0,91000,152,0,0,0,0,0,0,0.333333,18.6667,43328.4,20072.3,8352.38,5543.34,17385.7,0,5115.38,25161.1,-6276.83,5531.7,-21912.3,-2572.01,5342
single,0,0,91000,153,0,0,0,0,0,0,0.333333,19.3333,43776.3,20289,8466.58,5548.24,17605.7,0,5115.38,25418.3,-6358.67,5526.3,-22122.3,-2576.02,5344.25
single,0,0,91000,154,0,0,0,0,0,0,0.333333,20,44224.3,20505.7,8580.78,5553.14,17825.7,0,5115.38,25675.5,-6440.5,5520.9,-22332.2,-2580.03,5346.5
single,0,0,91000,155,0,0,0,0,0,0,0.333333,20.6667,44672.3,20722.4,8694.98,5558.04,18045.7,0,5115.38,25932.8,-6522.34,5515.5,-22542.2,-2584.04,5348.75
single,0,0,91000,156,0,0,0,0,0,0,0.333333,21.3333,45120.3,20939.1,8809.17,5562.94,18265.7,0,5115.38,26190,-6604.17,5510.1,-22752.1,-2588.05,5351
single,0,0,91000,157,0,0,0,0,0,0,0.333333,22,45568.3,21155.8,8923.37,5567.84,18485.7,0,5115.38,26447.3,-6686.01,5504.7,-22962.1,-2592.06,5353.25
single,0,0,91000,158,0,0,0,0,0,0,0.333333,22.6667,46016.3,21372.5,9037.57,5572.74,18705.7,0,5115.38,26704.5,-6767.84,5499.3,-23172,-2596.07,5355.5
single,0,0,91000,159,0,0,0,0,0,0,0,23.6667,46464.3,21589.2,9151.77,5577.64,18925.7,0,5115.38,26961.8,-6849.68,5493.9,-23382,-2600.08,5357.75
single,0,0,91000,160,0,0,0,0,0,0,0,24.6667,46912.4,21805.9,9265.97,5582.54,19145.7,0,5115.38,27219,-6931.51,5488.5,-23591.9,-2604.09,5360
single,0,0,91000,161,0,0,0,0,0,0,0,25.6667,47360.4,22022.6,9380.17,5587.44,19365.7,0,5115.38,27476.2,-7013.35,5483.1,-23801.9,-2608.1,5362.25
single,0,0,91000,162,0,0,0,0,0,0,0,26.6667,47808.5,22239.3,9494.36,5592.34,19585.7,0,5115.38,27733.5,-7095.18,5477.71,-24011.8,-2612.11,5364.5
single,0,0,91000,163,0,0,0,0,0,0,0,27.6667,48256.6,22456,9608.56,5597.24,19805.7,0,5115.38,27990.7,-7177.02,5472.31,-24221.8,-2616.12,5366.75
single,0,0,91000,164,0,0,0,0,0,0,0,28.6667,48704.7,22672.7,9722.76,5602.14,20025.7,0,5115.38,28248,-7258.85,5466.91,-24431.7,-2620.13,5369
single,0,0,91000,165,0,0,0,0,0,0,0,29.6667,49152.8,22889.4,9836.96,5607.04,20245.7,0,5115.38,28505.2,-7340.69,5461.51,-24641.7,-2624.14,5371.25
single,0,0,91000,166,0,0,0,0,0,0,0,30.6667,49601,23106.1,9951.16,5611.94,20465.7,0,5115.38,28762.5,-7422.52,5456.11,-24851.6,-2628.15,5373.5
single,0,0,91000,167,0,0,0,0,0,0,0,31.6667,50049.1,23322.8,10065.4,5616.84,20685.7,0,5115.38,29019.7,-7504.36,5450.71,-25061.6,-2632.16,5375.75
single,0,0,91000,168,0,0,0,0,0,0,0,32.6667,50497.3,23539.5,10179.6,5621.74,20905.7,0,5115.38,29276.9,-7586.19,5445.31,-25271.5,-2636.17,5378
single,0,0,91000,169,0,0,0,0,0,0,0,33.6667,50945.4,23756.2,10293.8,5626.64,21125.7,0,5115.38,29534.2,-7668.03,5439.91,-25481.5,-2640.18,5380.25
single,0,0,91000,170,0,0,0,0,0,0,0,34.6667,51393.6,23972.9,10407.9,5631.54,21345.7,0,5115.38,29791.4,-7749.86,5434.51,-25691.4,-2644.19,5382.5
single,0,0,91000,171,0,0,0,0,0,0,0,35.6667,51841.8,24189.6,10522.1,5636.44,21565.7,0,5115.38,30048.7,-7831.7,5429.11,-25901.4,-2648.2,5384.75
single,0,0,91000,172,0,0,0,0,0,0,0,36.6667,52290,24406.3,10636.3,5641.34,21785.7,0,5115.38,30305.9,-7913.53,5423.71,-26111.3,-2652.21,5387
single,0,0,91000,173,0,0,0,0,0,0,0,37.6667,52738.2,24623,10750.5,5646.24,22005.7,0,5115.38,30563.1,-7995.37,5418.31,-26321.3,-2656.22,5389.25
single,0,0,91000,174,0,0,0,0,0,0,0,38.6667,53186.4,24839.7,10864.7,5651.14,22225.7,0,5115.38,30820.4,-8077.2,5412.91,-26531.2,-2660.23,5391.5
single,0,0,91000,175,0,0,0,0,0,0,0,39.6667,53634.6,25056.4,10978.9,5656.04,22445.7,0,5115.38,31077.6,-8159.04,5407.51,-26741.2,-2664.24,5393.75
single,0,0,91000,176,0,0,0,0,0,0,0,40.6667,54082.9,25273.1,11093.1,5660.94,22665.7,0,5115.38,31334.9,-8240.87,5402.11,-26951.1,-2668.25,5396
single,0,0,91000,177,0,0,0,0,0,0,0,41.6667,54531.1,25489.8,11207.3,5665.84,22885.7,0,5115.38,31592.1,-8322.71,5396.71,-27161,-2672.26,5398.25
single,0,0,91000,178,0,0,0,0,0,0,0,42.6667,54979.4,25706.5,11321.5,5670.74,23105.7,0,5115.38,31849.4,-8404.54,5391.31,-27371,-2676.27,5400.5
single,0,0,91000,179,0,0,0,0,0,0,0,43.6667,55427.2,25921.9,11435.1,5697.88,23325.7,0,5115.38,32106.6,-8486.38,5385.92,-27580.9,-2680.28,5402.75
single,0,0,91000,180,0,0,0,0,0,0,0,44.6667,55875,26137.3,11548.6,5725.02,23545.7,0,5115.38,32363.8,-8568.21,5380.52,-27790.9,-2684.29,5405
single,0,0,91000,181,0,0,0,0,0,0,0,45.6667,56322.9,26352.8,11662.1,5752.16,23765.7,0,5115.38,32621.1,-8650.05,5375.12,-28000.8,-2688.3,5407.25
single,0,0,91000,182,0,0,0,0,0,0,0,46.6667,56770.8,26568.2,11775.6,5779.3,23985.7,0,5115.38,32878.3,-8731.88,5369.72,-28210.8,-2692.31,5409.5
single,0,0,91000,183,0,0,0,0,0,0,0,47.6667,57218.6,26783.6,11889.1,5806.44,24205.7,0,5115.38,33135.6,-8813.72,5364.32,-28420.7,-2696.32,5411.75
single,0,0,91000,184,0,0,0,0,0,0,0,48.6667,57666.5,26999,12002.6,5833.58,24425.7,0,5115.38,33392.8,-8895.55,5358.92,-28630.7,-2700.33,5414
single,0,0,91000,185,0,0,0,0,0,0,0,49.6667,58114.4,27214.4,12116.2,5860.72,24645.7,0,5115.38,33650.1,-8977.39,5353.52,-28840.6,-2704.34,5416.25
single,0,0,91000,186,0,0,0,0,0,0,0,50.6667,58562.3,27429.8,12229.7,5887.86,24865.7,0,5115.38,33907.3,-9059.22,5348.12,-29050.6,-2708.35,5418.5
single,0,0,91000,187,0,0,0,0,0,0,0,51.6667,59010.2,27645.2,12343.2,5914.99,25085.7,0,5115.38,34164.5,-9141.06,5342.72,-29260.5,-2712.36,5420.75
single,0,0,91000,188,0,0,0,0,0,0,0,52.6667,59458.1,27860.6,12456.7,5942.13,25305.7,0,5115.38,34421.8,-9222.89,5337.32,-29470.5,-2716.37,5423
single,0,0,91000,189,0,0,0,0,0,0,0,53.6667,59906.1,28076.1,12570.2,5969.27,25525.7,0,5115.38,34679,-9304.73,5331.92,-29680.4,-2720.38,5425.25
single,0,0,91000,190,0,0,0,0,0,0,0,54.6667,60354,28291.5,12683.8,5996.41,25745.7,0,5115.38,34936.3,-9386.56,5326.52,-29890.4,-2724.39,5427.5
single,0,0,91000,191,0,0,0,0,0,0,0,55.6667,60802,28506.9,12797.3,6023.55,25965.7,0,5115.38,35193.5,-9468.4,5321.12,-30100.3,-2728.4,5429.75
single,0,0,91000,192,0,0,0,0,0,0,0,56.6667,61249.9,28722.3,12910.8,6050.69,26185.7,0,5115.38,35450.8,-9550.23,5315.72,-30310.3,-2732.41,5432
single,0,0,91000,193,0,0,0,0,0,0,0,57.6667,61697.9,28937.7,13024.3,6077.83,26405.7,0,5115.38,35708,-9632.07,5310.32,-30520.2,-2736.42,5434.25
single,0,0,91000,194,0,0,0,0,0,0,0,58.6667,62145.9,29153.1,13137.8,6104.97,26625.7,0,5115.38,35965.2,-9713.9,5304.92,-30730.2,-2740.43,5436.5
single,0,0,91000,195,0,0,0,0,0,0,0,59.6667,62593.9,29368.5,13251.4,6132.11,26845.7,0,5115.38,36222.5,-9795.74,5299.52,-30940.1,-2744.44,5438.75
single,0,0,91000,196,0,0,0,0,0,0,0,60.6667,63041.8,29583.9,13364.9,6159.25,27065.7,0,5115.38,36479.7,-9877.57,5294.13,-31150.1,-2748.45,5441
single,0,0,91000,197,0,0,0,0,0,0,0,61.6667,63489.9,29799.4,13478.4,6186.39,27285.7,0,5115.38,36737,-9959.41,5288.73,-31360,-2752.46,5443.25
single,0,0,91000,198,0,0,0,0,0,0,0,62.6667,63929.7,30014.8,13591.9,6213.53,27505.7,0,5115.38,36969,-10046.8,5283.77,-31570,-2756.47,5445.5
single,0,0,91000,199,0,0,0,0,0,0,0,63.6667,64361.4,30230.2,13705.4,6240.66,27725.7,0,5115.38,37176.1,-10137.2,5279.25,-31779.9,-2760.48,5447.75
single,0,0,91000,200,0,0,0,0,0,0,0,64.6667,64784.9,30445.6,13818.9,6267.8,27945.7,0,5115.38,37358.5,-10228.5,5275.17,-31989.9,-2764.49,5450
single,0,0,91000,201,0,0,0,0,0,0,0,65.6667,65200,30661,13932.5,6294.94,28165.7,0,5115.38,37515.5,-10317.6,5251.84,-32199.8,-2768.5,5452.25
single,0,0,91000,202,0,0,0,0,0,0,0,66.6667,65607.7,30876.4,14046,6322.08,28385.7,0,5115.38,37650.3,-10403.6,5248.65,-32409.8,-2772.51,5454.5
single,0,0,91000,203,0,0,0,0,0,0,0,67.6667,66007.3,31091.8,14159.5,6349.22,28605.7,0,5115.38,37761.7,-10483.1,5230.96,-32619.7,-2776.52,5456.75
single,0,0,91000,204,0,0,0,0,0,0,0,68.6667,66405.2,31307.2,14273,6376.36,28825.7,0,5115.38,37867.3,-10567.2,5228.26,-32829.7,-2780.53,5459
single,0,0,91000,205,0,0,0,0,0,0,0,69.6667,66801.6,31522.7,14386.5,6403.5,29045.7,0,5115.38,37967.6,-10655.9,5210.96,-33039.6,-2784.54,5461.25
single,0,0,91000,206,0,0,0,0,0,0,0,70.6667,67196.8,31738.1,14500.1,6430.64,29265.7,0,5115.38,38064,-10750.4,5208.26,-33249.6,-2788.55,5463.5
single,0,0,91000,207,0,0,0,0,0,0,0,71.6667,67590.3,31953.5,14613.6,6457.78,29485.7,0,5115.38,38154.5,-10849,5190.96,-33459.5,-2792.56,5465.75
single,0,0,91000,208,0,0,0,0,0,0,0,72.6667,67982.5,32168.9,14727.1,6484.92,29705.7,0,5115.38,38240.5,-10953,5188.26,-33669.5,-2796.57,5468
single,0,0,91000,209,0,0,0,0,0,0,0,73.6667,68372.9,32384.3,14840.6,6512.06,29925.7,0,5115.38,38320.3,-11060.5,5170.96,-33879.4,-2800.58,5470.25
single,0,0,91000,210,0,0,0,0,0,0,0,74.6667,68761.7,32599.7,14954.1,6539.2,30145.7,0,5115.38,38395.1,-11172.9,5168.26,-34089.4,-2804.59,5472.5
single,0,0,91000,211,0,0,0,0,0,0,0,75.6667,69148.6,32815.1,15067.6,6566.33,30365.7,0,5115.38,38463.3,-11288.1,5150.96,-34299.3,-2808.6,5474.75
single,0,0,91000,212,0,0,0,0,0,0,0,76.6667,69533.8,33030.5,15181.2,6593.47,30585.7,0,5115.38,38526,-11407.7,5148.26,-34509.3,-2812.61,5477
single,0,0,91000,213,0,0,0,0,0,0,0,77.6667,69916.9,33245.9,15294.7,6620.61,30805.7,0,5115.38,38581.9,-11529.3,5130.96,-34719.2,-2816.62,5479.25
single,0,0,91000,214,0,0,0,0,0,0,0,78.6667,70298.1,33461.4,15408.2,6647.75,31025.7,0,5115.38,38631.8,-11654.7,5128.26,-34929.2,-2820.63,5481.5
single,0,0,91000,215,0,0,0,0,0,0,0,79.6667,70677.2,33676.8,15521.7,6674.89,31245.7,0,5115.38,38674.8,-11781.5,5110.96,-35139.1,-2824.64,5483.75
single,0,0,91000,216,0,0,0,0,0,0,0,80.6667,71054.4,33892.2,15635.2,6702.03,31465.7,0,5115.38,38711.4,-11911.4,5108.26,-35349.1,-2828.65,5486
single,0,0,91000,217,0,0,0,0,0,0,0,81.6667,71429.3,34107.6,15748.8,6729.17,31685.7,0,5115.38,38741,-12042,5090.96,-35559,-2832.66,5488.25
single,0,0,91000,218,0,0,0,0,0,0,0,82.6667,71802.1,34323,15862.3,6756.31,31905.7,0,5115.38,38763.9,-12175,5088.26,-35769,-2836.67,5490.5
single,0,0,91000,219,0,0,0,0,0,0,0,83.6667,72172.6,34538.4,15975.8,6783.45,32125.7,0,5115.38,38779.8,-12308,5070.96,-35978.9,-2840.68,5492.75
single,0,0,91000,220,0,0,0,0,0,0,0,84.6667,72534.6,34734.2,16087.9,6808.59,32345.7,0,5115.38,38788.8,-12442.6,5068.27,-36188.9,-2844.69,5495
single,0,0,91000,221,0,0,0,0,0,0,0,85.6667,72887.8,34910.7,16197.3,6831.74,32565.7,0,5115.38,38790.8,-12576.5,5050.97,-36398.8,-2848.7,5497.25
single,0,0,91000,222,0,0,0,0,0,0,0,86.6667,73232.3,35068.5,16303,6852.9,32785.7,0,5115.38,38785.8,-12711.4,5048.27,-36608.8,-2852.71,5499.5
single,0,0,91000,223,0,0,0,0,0,0,0,87.6667,73568.3,35207.9,16403.6,6872.07,33005.7,0,5115.38,38773.8,-12844.7,5030.97,-36818.7,-2856.72,5501.75
single,0,0,91000,224,0,0,0,0,0,0,0,88.6667,73895.7,35329.6,16498,6889.24,33225.7,0,5115.38,38754.8,-12978.4,5028.27,-37028.7,-2860.73,5504
single,0,0,91000,225,0,0,0,0,0,0,0,89.6667,74214.7,35434.2,16585.2,6904.41,33445.7,0,5115.38,38729.1,-13109.8,5010.97,-37238.6,-2864.74,5506.25
single,0,0,91000,226,0,0,0,0,0,0,0,90.6667,74525.6,35523,16664.7,6917.7,33665.7,0,5115.38,38696.4,-13240.7,5008.27,-37448.6,-2868.75,5508.5
single,0,0,91000,227,0,0,0,0,0,0,0,91.6667,74833.7,35609.1,16747.3,6931,33885.7,0,5115.38,38657.2,-13368.7,4990.97,-37658.5,-2872.76,5510.75
single,0,0,91000,228,0,0,0,0,0,0,0,92.6667,75138.8,35692.1,16832.9,6944.29,34105.7,0,5115.38,38611,-13495.5,4988.27,-37868.5,-2876.77,5513
single,0,0,91000,229,0,0,0,0,0,0,0,93.6667,75441.1,35772.2,16921.3,6957.58,34325.7,0,5115.38,38558.7,-13618.8,4970.97,-38078.4,-2880.78,5515.25
single,0,0,91000,230,0,0,0,0,0,0,0,94.6667,75739.6,35849.1,17012.4,6970.87,34545.7,0,5115.38,38499.6,-13740.2,4968.27,-38288.3,-2875.13,5517.5
single,0,0,91000,231,0,0,0,0,0,0,0,95.6667,76034.4,35922.8,17106.2,6984.17,34765.7,0,5115.38,38434.8,-13857.3,4950.97,-38497.8,-2859.84,5519.75
single,0,0,91000,232,0,0,0,0,0,0,0,96.6667,76324.7,35993.1,17202.5,6997.46,34985.7,0,5115.38,38363.4,-13971.9,4948.27,-38706.3,-2834.93,5522
single,0,0,91000,233,0,0,0,0,0,0,0,97.6667,76610.4,36060,17301.3,7010.75,35205.7,0,5115.38,38286.8,-14081.7,4930.97,-38913.4,-2800.46,5524.25
single,0,0,91000,234,0,0,0,0,0,0,0,98.6667,76890.7,36123.5,17402.2,7024.04,35425.7,0,5115.38,38203.9,-14188.2,4928.27,-39118.7,-2756.5,5526.5
single,0,0,91000,235,0,0,0,0,0,0,0,99.6667,77165.8,36183.3,17505.4,7037.34,35645.7,0,5115.38,38116.3,-14289.5,4910.97,-39321.8,-2703.14,5528.75
single,0,0,91000,236,0,0,0,0,0,0,0,100.667,77434.6,36239.5,17610.6,7050.63,35865.7,0,5115.38,38022.8,-14386.8,4908.27,-39522.3,-2640.5,5531
single,0,0,91000,237,0,0,0,0,0,0,0,101.667,77697.5,36292,17717.7,7063.92,36085.7,0,5115.38,37925.2,-14478.4,4890.97,-39719.6,-2568.72,5533.25
single,0,0,91000,238,0,0,0,0,0,0,0,102.667,77953.5,36340.7,17826.5,7077.21,36305.7,0,5115.38,37822.1,-14565.5,4888.27,-39913.4,-2487.93,5535.5
single,0,0,91000,239,0,0,0,0,0,0,0,103.667,78202.9,36385.6,17937,7090.51,36525.7,0,5115.38,37715.5,-14646.5,4870.97,-40103.3,-2398.32,5537.75
single,0,0,91000,240,0,0,0,0,0,0,0,104.667,78444.7,36426.6,18049,7103.8,36745.7,0,5115.38,37603.9,-14722.5,4868.27,-40288.9,-2300.07,5540
single,0,0,91000,241,0,0,0,0,0,0,0,105.667,78679.3,36463.6,18162.4,7117.09,36965.7,0,5115.38,37489.5,-14791.9,4850.97,-40469.8,-2193.38,5542.25
single,0,0,91000,242,0,0,0,0,0,0,0,106.667,78905.8,36496.7,18277,7130.38,37185.7,0,5115.38,37370.6,-14855.9,4848.27,-40645.6,-2078.5,5544.5
single,0,0,91000,243,0,0,0,0,0,0,0,107.667,79124.5,36525.7,18392.7,7143.68,37405.7,0,5115.38,37249.6,-14913.1,4830.97,-40815.9,-1955.65,5546.75
single,0,0,91000,244,0,0,0,0,0,0,0,108.667,79334.5,36550.7,18509.3,7156.97,37625.7,0,5115.38,37124.7,-14964.4,4828.27,-40980.3,-1825.1,5549
single,0,0,91000,245,0,0,0,0,0,0,0,109.667,79536.4,36571.5,18626.7,7170.26,37845.7,0,5115.38,36998.4,-15008.7,4810.97,-41138.6,-1687.13,5551.25
single,0,0,91000,246,0,0,0,0,0,0,0,110.667,79729.1,36588.3,18744.8,7183.55,38065.7,0,5115.38,36868.9,-15046.7,4808.27,-41290.4,-1542.02,5553.5
single,0,0,91000,247,0,0,0,0,0,0,0,111.667,79908.5,36600.9,18863.4,7196.85,38271.6,-6.17907,5115.38,36738.6,-15077.7,4790.97,-41435.4,-1390.09,5555.75
single,0,0,91000,248,0,0,0,0,0,0,0,112.667,80073.6,36609.3,18982.3,7210.14,38463.3,-17.6922,5115.38,36605.9,-15102.1,4788.27,-41573.2,-1231.65,5558
single,0,0,91000,249,0,0,0,0,0,0,0,113.667,80225,36613.6,19101.5,7223.43,38640.6,-33.6905,5115.38,36473.1,-15119.4,4770.97,-41703.6,-1067.05,5560.25
single,0,0,91000,250,0,0,0,0,0,0,0,114.667,80361.7,36613.7,19220.8,7236.72,38803.4,-53.3233,5115.38,36338.5,-15129.9,4768.27,-41826.2,-896.618,5562.5
single,0,0,91000,251,0,0,0,0,0,0,0,115.667,80484.5,36609.6,19340,7250.02,38951.7,-75.7391,5115.38,36204.7,-15133.3,4750.97,-41940.9,-720.729,5564.75
single,0,0,91000,252,0,0,0,0,0,0,0,116.667,80592.3,36601.3,19459,7263.31,39085.5,-100.087,5115.38,36069.8,-15129.7,4748.27,-42047.4,-539.751,5567
single,0,0,91000,253,0,0,0,0,0,0,0,117.667,80686,36588.9,19577.6,7276.6,39204.8,-125.519,5115.38,35936.3,-15119.2,4730.97,-42145.5,-354.068,5569.25
single,0,0,91000,254,0,0,0,0,0,0,0,118.667,80766.9,36572.4,19695.7,7289.89,39316.6,-152.855,5115.38,35802.4,-15101.7,4728.27,-42234.9,-164.071,5571.5
single,0,0,91000,255,0,0,0,0,0,0,0,119.667,80838.1,36551.7,19813.1,7303.19,39427.4,-183.529,5115.38,35670.8,-15077.4,4710.97,-42315.5,29.8361,5573.75
single,0,0,91000,256,0,0,0,0,0,0,0,120.667,80898.6,36526.9,19929.8,7316.48,39537.2,-217.514,5115.38,35539.5,-15046.1,4708.27,-42387.1,227.244,5576
single,0,0,91000,257,0,0,0,0,0,0,0,121.667,80949.4,36498.1,20045.5,7329.77,39646,-254.779,5115.38,35411.1,-15008.2,4690.97,-42449.5,427.736,5578.25
single,0,0,91000,258,0,0,0,0,0,0,0,122.667,80989.4,36465.2,20160.2,7343.06,39753.7,-295.29,5115.38,35283.8,-14963.4,4688.27,-42502.7,630.886,5580.5
single,0,0,91000,259,0,0,0,0,0,0,0,123.667,81019.5,36428.4,20273.6,7356.36,39860,-339.012,5115.38,35159.9,-14912.5,4670.97,-42546.4,836.265,5582.75
single,0,0,91000,260,0,0,1,0,0,0,0,124.667,81038.6,36387.6,20385.6,7369.65,39965,-385.905,5115.38,35035.7,-14859.8,4668.27,-42580.7,1043.44,5585
multi_relation,0,0,91000,1,0,0,0,0,0,0,1,86.6667,24746.5,-13798.9,-5472.68,4804.06,-15811.1,-5.66915,5200,-13776.5,5465.76,4620.06,9790.05,-1966.5,5002.25
multi_relation,0,0,91000,2,0,0,0,0,0,0,1,86.6667,24317.4,-13579.9,-5442.95,4808.48,-15608.2,-11.7582,5200,-13532.7,5415.33,4615.08,9580.1,-1970.51,5004.5
multi_relation,0,0,91000,3,0,0,0,0,0,0,1,86.6667,23870.6,-13343.2,-5410.78,4813.26,-15391.3,-18.2673,5200,-13272.5,5347.23,4638.95,9370.15,-1974.52,5006.75
multi_relation,0,0,91000,4,0,0,0,0,0,0,1,86.6667,23420.8,-13100.4,-5377.82,4818.16,-15171.4,-24.8663,5200,-13011.4,5278.88,4633.55,9160.2,-1978.53,5009
multi_relation,0,0,91000,5,0,0,0,0,0,0,1,86.6667,22971.2,-12857.7,-5344.85,4823.06,-14951.5,-31.4653,5200,-12751.2,5210.77,4657.41,8950.25,-1982.54,5011.25
multi_relation,0,0,91000,6,0,0,0,0,0,0,1,86.6667,22521.7,-12615,-5311.88,4827.96,-14731.6,-38.0643,5200,-12490.1,5142.42,4652.01,8740.3,-1986.55,5013.5
multi_relation,0,0,91000,7,0,0,0,0,0,0,1,86.6667,22072.4,-12372.3,-5278.91,4832.86,-14511.7,-44.6633,5200,-12229.9,5074.32,4675.88,8530.36,-1990.56,5015.75
multi_relation,0,0,91000,8,0,0,0,0,0,0,1,86.6667,21623.2,-12129.6,-5245.94,4837.76,-14291.8,-51.2623,5200,-11968.7,5005.97,4670.48,8320.41,-1994.57,5018
multi_relation,0,0,91000,9,0,0,0,0,0,0,1,86.6667,21174.3,-11886.8,-5212.98,4842.66,-14071.9,-57.8613,5200,-11708.5,4937.87,4694.34,8110.46,-1998.58,5020.25
multi_relation,0,0,91000,10,0,0,0,0,0,0,1,86.6667,20725.4,-11644.1,-5180.01,4847.56,-13852,-64.4603,5200,-11447.4,4869.51,4688.94,7900.51,-2002.59,5022.5
multi_relation,0,0,91000,11,0,0,0,0,0,0,1,86.6667,20276.9,-11401.4,-5147.04,4852.46,-13632.1,-71.0593,5200,-11187.2,4801.41,4712.81,7690.56,-2006.6,5024.75
multi_relation,0,0,91000,12,0,0,0,0,0,0,1,86.6667,19828.4,-11158.7,-5114.07,4857.36,-13412.2,-77.6583,5200,-10926.1,4733.06,4707.41,7480.61,-2010.61,5027
multi_relation,0,0,91000,13,0,0,0,0,0,0,1,86.6667,19380.3,-10915.9,-5081.1,4862.26,-13192.3,-84.2573,5200,-10665.9,4664.96,4731.27,7270.66,-2014.62,5029.25
multi_relation,0,0,91000,14,0,0,0,0,0,0,1,86.6667,18932.2,-10673.2,-5048.13,4867.16,-12972.4,-90.8564,5200,-10404.7,4596.6,4725.87,7060.71,-2018.63,5031.5
multi_relation,0,0,91000,15,0,0,0,0,0,0,1,86.6667,18484.6,-10430.5,-5015.17,4872.06,-12752.5,-97.4554,5200,-10144.6,4528.5,4749.73,6850.76,-2022.64,5033.75
multi_relation,0,0,91000,16,0,0,0,0,0.333333,0,1,86.6667,18037.1,-10187.8,-4982.2,4876.96,-12532.6,-104.054,5200,-9883.42,4460.15,4744.33,6640.81,-2026.65,5036
multi_relation,0,0,91000,17,0,0,0,0,0.333333,0,1,86.6667,17590.1,-9945.05,-4949.23,4881.86,-12312.7,-110.653,5200,-9623.24,4392.05,4768.2,6430.86,-2030.66,5038.25
multi_relation,0,0,91000,18,0,0,0,0,0.333333,0,1,86.6667,17143.2,-9702.32,-4916.26,4886.76,-12092.8,-117.252,5200,-9362.09,4323.7,4762.8,6220.91,-2034.67,5040.5
multi_relation,0,0,91000,19,0,0,0,0,0.333333,0,1,86.6667,16696.9,-9459.6,-4883.29,4891.66,-11872.9,-123.851,5200,-9101.91,4255.6,4786.66,6010.96,-2038.68,5042.75
multi_relation,0,0,91000,20,0,0,0,0,0.333333,0,1,86.6667,16250.7,-9216.88,-4850.32,4896.56,-11653,-130.45,5200,-8840.76,4187.24,4781.26,5801.01,-2042.69,5045
multi_relation,0,0,91000,21,0,0,0,0,0.333333,0,1,86.6667,15805.1,-8974.16,-4817.36,4901.46,-11433,-137.049,5200,-8580.58,4119.14,4805.13,5591.06,-2046.7,5047.25
multi_relation,0,0,91000,22,0,0,0,0,0.333333,0,1,86.6667,15359.9,-8731.43,-4784.39,4906.36,-11213.1,-143.648,5200,-8319.44,4050.79,4799.73,5381.11,-2050.71,5049.5
multi_relation,0,0,91000,23,0,0,0,0,0.333333,0,1,86.6667,14915.2,-8488.71,-4751.42,4911.26,-10993.2,-150.247,5200,-8059.26,3982.69,4823.59,5171.16,-2054.72,5051.75
multi_relation,0,0,91000,24,0,0,0,0,0.333333,0,1,86.6667,14471,-8245.99,-4718.45,4916.16,-10773.3,-156.846,5200,-7798.11,3914.33,4818.19,4961.21,-2058.73,5054
multi_relation,0,0,91000,25,0,0,0,0,0.333333,0,1,86.6667,14027.5,-8003.27,-4685.48,4921.06,-10553.4,-163.445,5200,-7537.93,3846.23,4842.06,4751.26,-2062.74,5056.25
multi_relation,0,0,91000,26,0,0,0,0,0.333333,0,1,0,13584.5,-7760.54,-4652.51,4925.96,-10333.5,-170.044,5200,-7276.78,3777.88,4836.66,4541.31,-2066.75,5058.5
multi_relation,0,0,91000,27,0,0,0,0,0.333333,0,1,0,13142.4,-7517.82,-4619.55,4930.86,-10113.6,-176.643,5200,-7016.6,3709.78,4860.52,4331.36,-2070.76,5060.75
