run_id,manifest_id,row_index,kind,mode,method,seed,manifest_status,command,started_utc,finished_utc,duration_sec,return_code,outcome,stdout_log,stderr_log
freeze_rehearsal_command_manifest_freeze_rehearsal_0004_validation_sweep_single_graph_seed-1,freeze_rehearsal_command_manifest,4,validation_sweep,freeze_rehearsal,single_graph,-1,ready_after_training,python -B scripts/evaluate_3d_checkpoint_sweep.py --split validation --seeds 0 --graph-encoders single --scenarios dropout030_delay2_relay_failure_early dropout030_delay2_relay_failure dropout030_delay2_relay_failure_delayed dropout030_delay2_relay_failure_late --episodes 5 --base-seed 120000 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --graph-relation-ablation none --graph-message-ablation none --graph-input-ablation none --max-target-message-age-steps 80 --min-target-confidence 0.2 --single-root D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/runs/single_graph --checkpoint-glob 'actor_critic_update_*.pt' --device cpu --out-dir D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/checkpoint_sweeps/single_graph --max-selection-collision-rate 0.0 --selection-group suite,2026-08-01T19:28:42+00:00,2026-08-01T19:32:50+00:00,248.649,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0004_validation_sweep_single_graph_seed-1.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0004_validation_sweep_single_graph_seed-1.stderr.txt
freeze_rehearsal_command_manifest_freeze_rehearsal_0005_test_sweep_single_graph_seed-1,freeze_rehearsal_command_manifest,5,test_sweep,freeze_rehearsal,single_graph,-1,ready_after_training,python -B scripts/evaluate_3d_checkpoint_sweep.py --split test --seeds 0 --graph-encoders single --scenarios dropout030_delay2_relay_failure_early dropout030_delay2_relay_failure dropout030_delay2_relay_failure_delayed dropout030_delay2_relay_failure_late --episodes 5 --base-seed 130000 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --graph-relation-ablation none --graph-message-ablation none --graph-input-ablation none --max-target-message-age-steps 80 --min-target-confidence 0.2 --single-root D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/runs/single_graph --checkpoint-glob 'actor_critic_update_*.pt' --device cpu --out-dir D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/checkpoint_sweeps/single_graph --max-selection-collision-rate 0.0 --selection-group suite --selection-csv D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/checkpoint_sweeps/single_graph/validation_selected_checkpoints.csv,2026-08-01T19:34:07+00:00,2026-08-01T19:34:34+00:00,27.743,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0005_test_sweep_single_graph_seed-1.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0005_test_sweep_single_graph_seed-1.stderr.txt
freeze_rehearsal_command_manifest_freeze_rehearsal_0006_train_ea_rg_mappo_seed0,freeze_rehearsal_command_manifest,6,train,freeze_rehearsal,ea_rg_mappo,0,ready,python -B scripts/train_ri_gmappo.py --env-name 3d_intercept --seed 0 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --communication-dropout-prob 0.3 --message-delay-steps 0 --failed-blue-agent 1 --node-failure-start-step 40 --node-failure-duration-steps 80 --max-target-message-age-steps 80 --min-target-confidence 0.2 --safety-proximity-distance 0.0 --safety-proximity-penalty-weight 0.0 --graph-encoder multi_relation --graph-relation-ablation none --graph-message-ablation none --graph-input-ablation none --chain-aux-coef 0.0 --chain-aux-warmup-updates 0 --role-gate-prior-strength 0.0 --hidden-dim 64 --role-dim 8 --intent-dim 8 --intent-coef 0.0 --lr 0.0001 --entropy-coef 0.001 --updates 200 --num-envs 4 --rollout-steps 64 --eval-episodes 5 --eval-interval 20 --save-interval 20 --save-snapshots --device cpu --out-dir D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/runs/ea_rg_mappo/bc_ppo_seed0,2026-08-01T19:39:49+00:00,2026-08-01T19:46:32+00:00,403.048,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0006_train_ea_rg_mappo_seed0.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0006_train_ea_rg_mappo_seed0.stderr.txt
freeze_rehearsal_command_manifest_freeze_rehearsal_0007_validation_sweep_ea_rg_mappo_seed-1,freeze_rehearsal_command_manifest,7,validation_sweep,freeze_rehearsal,ea_rg_mappo,-1,ready_after_training,python -B scripts/evaluate_3d_checkpoint_sweep.py --split validation --seeds 0 --graph-encoders multi_relation --scenarios dropout030_delay2_relay_failure_early dropout030_delay2_relay_failure dropout030_delay2_relay_failure_delayed dropout030_delay2_relay_failure_late --episodes 5 --base-seed 120000 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --graph-relation-ablation none --graph-message-ablation none --graph-input-ablation none --max-target-message-age-steps 80 --min-target-confidence 0.2 --multi-root D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/runs/ea_rg_mappo --checkpoint-glob 'actor_critic_update_*.pt' --device cpu --out-dir D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/checkpoint_sweeps/ea_rg_mappo --max-selection-collision-rate 0.0 --selection-group suite,2026-08-01T19:47:54+00:00,2026-08-01T19:53:42+00:00,348.450,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0007_validation_sweep_ea_rg_mappo_seed-1.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0007_validation_sweep_ea_rg_mappo_seed-1.stderr.txt
freeze_rehearsal_command_manifest_freeze_rehearsal_0008_test_sweep_ea_rg_mappo_seed-1,freeze_rehearsal_command_manifest,8,test_sweep,freeze_rehearsal,ea_rg_mappo,-1,ready_after_training,python -B scripts/evaluate_3d_checkpoint_sweep.py --split test --seeds 0 --graph-encoders multi_relation --scenarios dropout030_delay2_relay_failure_early dropout030_delay2_relay_failure dropout030_delay2_relay_failure_delayed dropout030_delay2_relay_failure_late --episodes 5 --base-seed 130000 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --graph-relation-ablation none --graph-message-ablation none --graph-input-ablation none --max-target-message-age-steps 80 --min-target-confidence 0.2 --multi-root D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/runs/ea_rg_mappo --checkpoint-glob 'actor_critic_update_*.pt' --device cpu --out-dir D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/checkpoint_sweeps/ea_rg_mappo --max-selection-collision-rate 0.0 --selection-group suite --selection-csv D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/checkpoint_sweeps/ea_rg_mappo/validation_selected_checkpoints.csv,2026-08-01T19:55:00+00:00,2026-08-01T19:55:16+00:00,16.082,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0008_test_sweep_ea_rg_mappo_seed-1.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0008_test_sweep_ea_rg_mappo_seed-1.stderr.txt
freeze_rehearsal_command_manifest_freeze_rehearsal_0009_train_happo_seed0,freeze_rehearsal_command_manifest,9,train,freeze_rehearsal,happo,0,ready,python -B scripts/train_happo_baseline.py --seed 0 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --communication-dropout-prob 0.3 --message-delay-steps 0 --failed-blue-agent 1 --node-failure-start-step 40 --node-failure-duration-steps 80 --max-target-message-age-steps 80 --min-target-confidence 0.2 --safety-proximity-distance 0.0 --safety-proximity-penalty-weight 0.0 --hidden-dim 64 --role-dim 8 --intent-dim 8 --intent-coef 0.0 --lr 5e-05 --entropy-coef 0.001 --updates 200 --num-envs 4 --rollout-steps 64 --eval-episodes 5 --eval-interval 20 --save-interval 20 --save-snapshots --device cpu --out-dir D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/runs/happo_standard/bc_ppo_seed0,2026-08-01T19:59:27+00:00,2026-08-01T20:04:03+00:00,275.789,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0009_train_happo_seed0.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0009_train_happo_seed0.stderr.txt
freeze_rehearsal_command_manifest_freeze_rehearsal_0010_validation_sweep_happo_seed-1,freeze_rehearsal_command_manifest,10,validation_sweep,freeze_rehearsal,happo,-1,ready_after_training,python -B scripts/evaluate_happo_checkpoint_sweep.py --split validation --seeds 0 --scenarios dropout030_delay2_relay_failure_early dropout030_delay2_relay_failure dropout030_delay2_relay_failure_delayed dropout030_delay2_relay_failure_late --episodes 5 --base-seed 120000 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --max-target-message-age-steps 80 --min-target-confidence 0.2 --happo-root D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/runs/happo_standard --checkpoint-glob 'happo_update_*.pt' --device cpu --out-dir D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/checkpoint_sweeps/happo --max-selection-collision-rate 0.0 --selection-group suite,2026-08-01T20:05:23+00:00,2026-08-01T20:09:46+00:00,263.334,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0010_validation_sweep_happo_seed-1.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0010_validation_sweep_happo_seed-1.stderr.txt
freeze_rehearsal_command_manifest_freeze_rehearsal_0011_test_sweep_happo_seed-1,freeze_rehearsal_command_manifest,11,test_sweep,freeze_rehearsal,happo,-1,ready_after_training,python -B scripts/evaluate_happo_checkpoint_sweep.py --split test --seeds 0 --scenarios dropout030_delay2_relay_failure_early dropout030_delay2_relay_failure dropout030_delay2_relay_failure_delayed dropout030_delay2_relay_failure_late --episodes 5 --base-seed 130000 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --max-target-message-age-steps 80 --min-target-confidence 0.2 --happo-root D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/runs/happo_standard --checkpoint-glob 'happo_update_*.pt' --device cpu --out-dir D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/checkpoint_sweeps/happo --max-selection-collision-rate 0.0 --selection-group suite --selection-csv D:/Code/Codex/ri_gmappo_uav/results/paper_config_runs/freeze_rehearsal/checkpoint_sweeps/happo/validation_selected_checkpoints.csv,2026-08-01T20:11:07+00:00,2026-08-01T20:11:36+00:00,29.137,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0011_test_sweep_happo_seed-1.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0011_test_sweep_happo_seed-1.stderr.txt
freeze_rehearsal_formal_main_command_manifest_freeze_rehearsal_0006_train_param_matched_single_seed0,freeze_rehearsal_formal_main_command_manifest,6,train,freeze_rehearsal,param_matched_single,0,ready,python -B scripts/train_ri_gmappo.py --env-name 3d_intercept --seed 0 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --communication-dropout-prob 0.3 --message-delay-steps 0 --failed-blue-agent 1 --node-failure-start-step 40 --node-failure-duration-steps 80 --max-target-message-age-steps 80 --min-target-confidence 0.2 --safety-proximity-distance 0.0 --safety-proximity-penalty-weight 0.0 --graph-encoder single --graph-relation-ablation none --graph-message-ablation none --graph-input-ablation none --chain-aux-coef 0.0 --chain-aux-warmup-updates 0 --role-gate-prior-strength 0.0 --hidden-dim 96 --role-dim 8 --intent-dim 8 --intent-coef 0.0 --lr 0.0001 --entropy-coef 0.001 --updates 200 --num-envs 4 --rollout-steps 64 --eval-episodes 5 --eval-interval 20 --save-interval 20 --save-snapshots --device cpu --out-dir results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/runs/param_matched_single/bc_ppo_seed0,2026-08-02T02:20:44+00:00,2026-08-02T02:26:58+00:00,374.170,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0006_train_param_matched_single_seed0.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0006_train_param_matched_single_seed0.stderr.txt
freeze_rehearsal_formal_main_command_manifest_freeze_rehearsal_0007_validation_sweep_param_matched_single_seed-1,freeze_rehearsal_formal_main_command_manifest,7,validation_sweep,freeze_rehearsal,param_matched_single,-1,ready_after_training,python -B scripts/evaluate_3d_checkpoint_sweep.py --split validation --seeds 0 --graph-encoders single --scenarios dropout030_delay2_relay_failure_early dropout030_delay2_relay_failure dropout030_delay2_relay_failure_delayed dropout030_delay2_relay_failure_late --episodes 5 --base-seed 120000 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --graph-relation-ablation none --graph-message-ablation none --graph-input-ablation none --max-target-message-age-steps 80 --min-target-confidence 0.2 --single-root results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/runs/param_matched_single --checkpoint-glob 'actor_critic_update_*.pt' --device cpu --out-dir results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/checkpoint_sweeps/param_matched_single --max-selection-collision-rate 0.0 --selection-group suite,2026-08-02T02:30:02+00:00,2026-08-02T02:33:52+00:00,229.846,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0007_validation_sweep_param_matched_single_seed-1.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0007_validation_sweep_param_matched_single_seed-1.stderr.txt
freeze_rehearsal_formal_main_command_manifest_freeze_rehearsal_0008_test_sweep_param_matched_single_seed-1,freeze_rehearsal_formal_main_command_manifest,8,test_sweep,freeze_rehearsal,param_matched_single,-1,ready_after_training,python -B scripts/evaluate_3d_checkpoint_sweep.py --split test --seeds 0 --graph-encoders single --scenarios dropout030_delay2_relay_failure_early dropout030_delay2_relay_failure dropout030_delay2_relay_failure_delayed dropout030_delay2_relay_failure_late --episodes 5 --base-seed 130000 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --graph-relation-ablation none --graph-message-ablation none --graph-input-ablation none --max-target-message-age-steps 80 --min-target-confidence 0.2 --single-root results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/runs/param_matched_single --checkpoint-glob 'actor_critic_update_*.pt' --device cpu --out-dir results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/checkpoint_sweeps/param_matched_single --max-selection-collision-rate 0.0 --selection-group suite --selection-csv results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/checkpoint_sweeps/param_matched_single/validation_selected_checkpoints.csv,2026-08-02T02:34:58+00:00,2026-08-02T02:35:09+00:00,11.035,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0008_test_sweep_param_matched_single_seed-1.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0008_test_sweep_param_matched_single_seed-1.stderr.txt
freeze_rehearsal_formal_main_command_manifest_freeze_rehearsal_0009_train_ea_rg_mappo_gate_prior_seed0,freeze_rehearsal_formal_main_command_manifest,9,train,freeze_rehearsal,ea_rg_mappo_gate_prior,0,ready,python -B scripts/train_ri_gmappo.py --env-name 3d_intercept --seed 0 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --communication-dropout-prob 0.3 --message-delay-steps 0 --failed-blue-agent 1 --node-failure-start-step 40 --node-failure-duration-steps 80 --max-target-message-age-steps 80 --min-target-confidence 0.2 --safety-proximity-distance 0.0 --safety-proximity-penalty-weight 0.0 --graph-encoder multi_relation --graph-relation-ablation none --graph-message-ablation none --graph-input-ablation none --chain-aux-coef 0.0 --chain-aux-warmup-updates 0 --role-gate-prior-strength 0.4 --hidden-dim 64 --role-dim 8 --intent-dim 8 --intent-coef 0.0 --lr 0.0001 --entropy-coef 0.001 --updates 200 --num-envs 4 --rollout-steps 64 --eval-episodes 5 --eval-interval 20 --save-interval 20 --save-snapshots --device cpu --out-dir results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/runs/ea_rg_mappo_s_gate_prior/bc_ppo_seed0,2026-08-02T02:37:32+00:00,2026-08-02T02:43:38+00:00,366.571,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0009_train_ea_rg_mappo_gate_prior_seed0.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0009_train_ea_rg_mappo_gate_prior_seed0.stderr.txt
freeze_rehearsal_formal_main_command_manifest_freeze_rehearsal_0010_validation_sweep_ea_rg_mappo_gate_prior_seed-1,freeze_rehearsal_formal_main_command_manifest,10,validation_sweep,freeze_rehearsal,ea_rg_mappo_gate_prior,-1,ready_after_training,python -B scripts/evaluate_3d_checkpoint_sweep.py --split validation --seeds 0 --graph-encoders multi_relation --scenarios dropout030_delay2_relay_failure_early dropout030_delay2_relay_failure dropout030_delay2_relay_failure_delayed dropout030_delay2_relay_failure_late --episodes 5 --base-seed 120000 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --graph-relation-ablation none --graph-message-ablation none --graph-input-ablation none --max-target-message-age-steps 80 --min-target-confidence 0.2 --multi-root results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/runs/ea_rg_mappo_s_gate_prior --checkpoint-glob 'actor_critic_update_*.pt' --device cpu --out-dir results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/checkpoint_sweeps/ea_rg_mappo_gate_prior --max-selection-collision-rate 0.0 --selection-group suite,2026-08-02T02:45:03+00:00,2026-08-02T02:52:06+00:00,423.653,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0010_validation_sweep_ea_rg_mappo_gate_prior_seed-1.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0010_validation_sweep_ea_rg_mappo_gate_prior_seed-1.stderr.txt
freeze_rehearsal_formal_main_command_manifest_freeze_rehearsal_0011_test_sweep_ea_rg_mappo_gate_prior_seed-1,freeze_rehearsal_formal_main_command_manifest,11,test_sweep,freeze_rehearsal,ea_rg_mappo_gate_prior,-1,ready_after_training,python -B scripts/evaluate_3d_checkpoint_sweep.py --split test --seeds 0 --graph-encoders multi_relation --scenarios dropout030_delay2_relay_failure_early dropout030_delay2_relay_failure dropout030_delay2_relay_failure_delayed dropout030_delay2_relay_failure_late --episodes 5 --base-seed 130000 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --graph-relation-ablation none --graph-message-ablation none --graph-input-ablation none --max-target-message-age-steps 80 --min-target-confidence 0.2 --multi-root results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/runs/ea_rg_mappo_s_gate_prior --checkpoint-glob 'actor_critic_update_*.pt' --device cpu --out-dir results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/checkpoint_sweeps/ea_rg_mappo_gate_prior --max-selection-collision-rate 0.0 --selection-group suite --selection-csv results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/checkpoint_sweeps/ea_rg_mappo_gate_prior/validation_selected_checkpoints.csv,2026-08-02T02:53:13+00:00,2026-08-02T02:54:00+00:00,46.298,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0011_test_sweep_ea_rg_mappo_gate_prior_seed-1.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0011_test_sweep_ea_rg_mappo_gate_prior_seed-1.stderr.txt
freeze_rehearsal_formal_main_command_manifest_freeze_rehearsal_0000_train_mappo_seed0,freeze_rehearsal_formal_main_command_manifest,0,train,freeze_rehearsal,mappo,0,ready,python -B scripts/train_ri_gmappo.py --env-name 3d_intercept --seed 0 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --communication-dropout-prob 0.3 --message-delay-steps 0 --failed-blue-agent 1 --node-failure-start-step 40 --node-failure-duration-steps 80 --max-target-message-age-steps 80 --min-target-confidence 0.2 --safety-proximity-distance 0.0 --safety-proximity-penalty-weight 0.0 --graph-encoder no_graph --graph-relation-ablation none --graph-message-ablation none --graph-input-ablation none --chain-aux-coef 0.0 --chain-aux-warmup-updates 0 --role-gate-prior-strength 0.0 --hidden-dim 64 --role-dim 8 --intent-dim 8 --intent-coef 0.0 --lr 0.0001 --entropy-coef 0.001 --updates 200 --num-envs 4 --rollout-steps 64 --eval-episodes 5 --eval-interval 20 --save-interval 20 --save-snapshots --device cpu --out-dir results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/runs/mappo/bc_ppo_seed0,2026-08-02T02:57:17+00:00,2026-08-02T03:01:56+00:00,279.607,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0000_train_mappo_seed0.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0000_train_mappo_seed0.stderr.txt
freeze_rehearsal_formal_main_command_manifest_freeze_rehearsal_0003_train_single_graph_seed0,freeze_rehearsal_formal_main_command_manifest,3,train,freeze_rehearsal,single_graph,0,ready,python -B scripts/train_ri_gmappo.py --env-name 3d_intercept --seed 0 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --communication-dropout-prob 0.3 --message-delay-steps 0 --failed-blue-agent 1 --node-failure-start-step 40 --node-failure-duration-steps 80 --max-target-message-age-steps 80 --min-target-confidence 0.2 --safety-proximity-distance 0.0 --safety-proximity-penalty-weight 0.0 --graph-encoder single --graph-relation-ablation none --graph-message-ablation none --graph-input-ablation none --chain-aux-coef 0.0 --chain-aux-warmup-updates 0 --role-gate-prior-strength 0.0 --hidden-dim 64 --role-dim 8 --intent-dim 8 --intent-coef 0.0 --lr 0.0001 --entropy-coef 0.001 --updates 200 --num-envs 4 --rollout-steps 64 --eval-episodes 5 --eval-interval 20 --save-interval 20 --save-snapshots --device cpu --out-dir results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/runs/single_graph/bc_ppo_seed0,2026-08-02T03:02:11+00:00,2026-08-02T03:08:01+00:00,349.124,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0003_train_single_graph_seed0.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0003_train_single_graph_seed0.stderr.txt
freeze_rehearsal_formal_main_command_manifest_freeze_rehearsal_0012_train_happo_seed0,freeze_rehearsal_formal_main_command_manifest,12,train,freeze_rehearsal,happo,0,ready,python -B scripts/train_happo_baseline.py --seed 0 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --communication-dropout-prob 0.3 --message-delay-steps 0 --failed-blue-agent 1 --node-failure-start-step 40 --node-failure-duration-steps 80 --max-target-message-age-steps 80 --min-target-confidence 0.2 --safety-proximity-distance 0.0 --safety-proximity-penalty-weight 0.0 --hidden-dim 64 --role-dim 8 --intent-dim 8 --intent-coef 0.0 --lr 5e-05 --entropy-coef 0.001 --updates 200 --num-envs 4 --rollout-steps 64 --eval-episodes 5 --eval-interval 20 --save-interval 20 --save-snapshots --device cpu --out-dir results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/runs/happo_standard/bc_ppo_seed0,2026-08-02T03:08:23+00:00,2026-08-02T03:14:51+00:00,388.394,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0012_train_happo_seed0.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0012_train_happo_seed0.stderr.txt
freeze_rehearsal_formal_main_command_manifest_freeze_rehearsal_0001_validation_sweep_mappo_seed-1,freeze_rehearsal_formal_main_command_manifest,1,validation_sweep,freeze_rehearsal,mappo,-1,ready_after_training,python -B scripts/evaluate_3d_checkpoint_sweep.py --split validation --seeds 0 --graph-encoders no_graph --scenarios dropout030_delay2_relay_failure_early dropout030_delay2_relay_failure dropout030_delay2_relay_failure_delayed dropout030_delay2_relay_failure_late --episodes 5 --base-seed 120000 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --graph-relation-ablation none --graph-message-ablation none --graph-input-ablation none --max-target-message-age-steps 80 --min-target-confidence 0.2 --no-graph-root results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/runs/mappo --checkpoint-glob 'actor_critic_update_*.pt' --device cpu --out-dir results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/checkpoint_sweeps/mappo --max-selection-collision-rate 0.0 --selection-group suite,2026-08-02T03:16:18+00:00,2026-08-02T03:20:32+00:00,254.712,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0001_validation_sweep_mappo_seed-1.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0001_validation_sweep_mappo_seed-1.stderr.txt
freeze_rehearsal_formal_main_command_manifest_freeze_rehearsal_0004_validation_sweep_single_graph_seed-1,freeze_rehearsal_formal_main_command_manifest,4,validation_sweep,freeze_rehearsal,single_graph,-1,ready_after_training,python -B scripts/evaluate_3d_checkpoint_sweep.py --split validation --seeds 0 --graph-encoders single --scenarios dropout030_delay2_relay_failure_early dropout030_delay2_relay_failure dropout030_delay2_relay_failure_delayed dropout030_delay2_relay_failure_late --episodes 5 --base-seed 120000 --target-policy straight --strict-target-sensing --agent-target-info-bottleneck --target-prior-position 10000.0 0.0 5000.0 --graph-relation-ablation none --graph-message-ablation none --graph-input-ablation none --max-target-message-age-steps 80 --min-target-confidence 0.2 --single-root results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/runs/single_graph --checkpoint-glob 'actor_critic_update_*.pt' --device cpu --out-dir results/paper_config_runs/freeze_rehearsal_formal_main/freeze_rehearsal/checkpoint_sweeps/single_graph --max-selection-collision-rate 0.0 --selection-group suite,2026-08-02T03:20:47+00:00,2026-08-02T03:25:23+00:00,276.195,0,completed,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0004_validation_sweep_single_graph_seed-1.stdout.txt,D:\Code\Codex\ri_gmappo_uav\results\paper_manifest_logs\freeze_rehearsal_0004_validation_sweep_single_graph_seed-1.stderr.txt
