job_id,pid,kind,method,seed,status,started_utc,command,stdout_log,stderr_log
20260723T192627Z_train_ea_rg_mappo_seed0,31748,train,ea_rg_mappo,0,ready,2026-07-23T19:26:27+00:00,D:/Anaconda/envs/.conda/envs/cac/python.exe -B scripts/run_paper_manifest.py --kind train --method ea_rg_mappo --seed 0 --status ready --limit 1 --python-exe D:/Anaconda/envs/.conda/envs/cac/python.exe --skip-completed,C:\Users\96251\Documents\Codex\2026-07-12\ni\work\ri_gmappo_uav\results\paper_manifest_job_logs\20260723T192627Z_train_ea_rg_mappo_seed0.stdout.txt,C:\Users\96251\Documents\Codex\2026-07-12\ni\work\ri_gmappo_uav\results\paper_manifest_job_logs\20260723T192627Z_train_ea_rg_mappo_seed0.stderr.txt
