scenario,method,n_episodes,n_replicates,success_mean,success_ci_low,success_ci_high,post_failure_chain_recovered_mean,post_failure_chain_recovered_ci_low,post_failure_chain_recovered_ci_high,post_failure_chain_recovery_steps_mean,post_failure_chain_recovery_steps_ci_low,post_failure_chain_recovery_steps_ci_high,tracking_during_failure_rate_mean,tracking_during_failure_rate_ci_low,tracking_during_failure_rate_ci_high,connectivity_during_failure_mean,connectivity_during_failure_ci_low,connectivity_during_failure_ci_high,steps_mean,steps_ci_low,steps_ci_high,timeout_mean,timeout_ci_low,timeout_ci_high
relay_failure,Oracle geometric pursuit,90,3,1.0,1.0,1.0,1.0,1.0,1.0,5.166666666666667,4.966666666666667,5.377777777777778,1.0,1.0,1.0,0.4443062986978831,0.4407228184455786,0.44795437330548615,45.166666666666664,44.955555555555556,45.378055555555555,0.0,0.0,0.0
relay_failure,Single-graph MAPPO,90,3,0.9222222222222223,0.8666666666666667,0.9669444444444404,0.9222222222222223,0.8666666666666667,0.9777777777777777,21.822222222222223,10.088888888888889,33.855555555555554,0.9343518520188,0.8873611113925775,0.9720833333954216,0.4365711429810425,0.4286411018424307,0.4434656718730996,61.82222222222222,50.022222222222226,74.15694444444378,0.07777777777777778,0.03333333333333333,0.13333333333333333
relay_failure,EA-RG-MAPPO-S,90,3,1.0,1.0,1.0,1.0,1.0,1.0,5.644444444444445,5.355277777777777,5.955555555555556,0.9996632996833685,0.9989898990501056,1.0,0.4380073302705544,0.43387979839897184,0.44212343838088325,45.644444444444446,45.355555555555554,45.955555555555556,0.0,0.0,0.0
scout_failure,Oracle geometric pursuit,90,3,1.0,1.0,1.0,1.0,1.0,1.0,5.166666666666667,4.955555555555556,5.377777777777778,1.0,1.0,1.0,0.4443062986978831,0.44056710122273723,0.44788096060816723,45.166666666666664,44.96666666666667,45.388888888888886,0.0,0.0,0.0
scout_failure,Single-graph MAPPO,90,3,0.9444444444444444,0.8888888888888888,0.9888888888888889,0.9444444444444444,0.9,0.9888888888888889,17.133333333333333,7.5777777777777775,28.955555555555556,0.9528240742120478,0.9067129631836174,0.9901851852320962,0.43860818002083896,0.43199986147493574,0.4445307622290408,57.13333333333333,47.721944444444446,68.98916666666666,0.05555555555555555,0.011111111111111112,0.1111111111111111
scout_failure,EA-RG-MAPPO-S,90,3,0.9666666666666667,0.9222222222222223,1.0,0.9666666666666667,0.9222222222222223,1.0,12.688888888888888,5.544444444444444,22.022499999999997,0.9717003368018101,0.9347084387513818,0.9996632996833685,0.4358688823306384,0.4301889080686356,0.44111145012703024,52.68888888888889,45.54416666666667,61.956388888888874,0.03333333333333333,0.0,0.07777777777777778
