mode,method,seed,update,rows,last_train_avg_reward,mean_train_avg_reward_last_20,last_eval_update,last_eval_success_rate,last_eval_timeout_rate,last_eval_avg_distance,loss,value_loss,entropy
freeze_rehearsal,mappo,0,200,200,-0.0416802354156971,-0.0180755,200,0.0,1.0,54199.184375,0.2545362859964371,0.5157551914453506,3.28673255443573
