metric,label,unit,higher_is_better,n_training_seeds,n_matched_episodes_total,single,multi_relation,delta_proposed_minus_baseline,delta_ci_low,delta_ci_high,bootstrap_samples,bootstrap_seed
success,Task success,rate,true,3,300,0.9266666667,1,0.07333333333,0,0.1366666667,5000,20260717
post_failure_chain_recovered,Post-failure chain recovered,rate,true,3,300,0.9266666667,1,0.07333333333,0,0.1366666667,5000,20260717
timeout,Timeout,rate,false,3,300,0.07333333333,0,-0.07333333333,-0.1366666667,0,5000,20260717
capped_recovery_steps,Restricted mean recovery steps,steps,false,3,300,21.12,5.433333333,-15.68666667,-29.33675,0.25,5000,20260717
tracking_during_failure_rate,Tracking during failure,rate,true,3,300,0.9371682101,1,0.06283178989,0.0007407406966,0.1159296293,5000,20260717
connectivity_during_failure,Connectivity during failure,rate,true,3,300,0.4316067103,0.4402760224,0.008669312135,-0.002899492902,0.01810278325,5000,20260717
chain_closed_during_failure_rate,Chain closure during failure,rate,true,3,300,0.1496600529,0.1604140212,0.01075396825,-0.004349239418,0.02237324735,5000,20260717
steps,Episode length,steps,false,3,300,61.12,45.43333333,-15.68666667,-29.33675,0.25,5000,20260717
