path,artifact_group,expected_size_bytes,actual_size_bytes,expected_sha256,actual_sha256,status,notes
results/mappo_curriculum_slow_150/actor_critic_latest.pt,checkpoint,164466,164466,93865a8f0d1c7eb6619b8c8c029b03b5b16b915a950478be68b15e5e820e580a,93865a8f0d1c7eb6619b8c8c029b03b5b16b915a950478be68b15e5e820e580a,OK,verified
results/mappo_curriculum_slow_seed1_150/actor_critic_latest.pt,checkpoint,164466,164466,532f12c4d25c7b6a8db87eb43c348ceed64600003305df622c500aed9aa4b8c9,532f12c4d25c7b6a8db87eb43c348ceed64600003305df622c500aed9aa4b8c9,OK,verified
results/mappo_curriculum_slow_seed2_150/actor_critic_latest.pt,checkpoint,164466,164466,1403449dccdeea8cf5833db55e11181cb11e0a24a710d7ce9d9aca09356d5b25,1403449dccdeea8cf5833db55e11181cb11e0a24a710d7ce9d9aca09356d5b25,OK,verified
results/gat_mappo_hybrid_slow_60_plus90/actor_critic_latest.pt,checkpoint,374449,374449,1968d642062f5f86295e530843170f7bc878fb52694cee4f1aa4628dd783f4c3,1968d642062f5f86295e530843170f7bc878fb52694cee4f1aa4628dd783f4c3,OK,verified
results/gat_mappo_hybrid_slow_seed1_60_plus90/actor_critic_latest.pt,checkpoint,374449,374449,53aceb17bafa8100c50181a2364cbffbba418f63076c2e47807771a0122a5114,53aceb17bafa8100c50181a2364cbffbba418f63076c2e47807771a0122a5114,OK,verified
results/gat_mappo_hybrid_slow_seed2_60_plus90/actor_critic_latest.pt,checkpoint,374449,374449,f53f4bbde7edc225e513ab35f6467f2ae88c47477b4163352b7432b716ed75b4,f53f4bbde7edc225e513ab35f6467f2ae88c47477b4163352b7432b716ed75b4,OK,verified
results/ri_gmappo_edge_stage2_rand_seed0_20/actor_critic_latest.pt,checkpoint,463444,463444,d75769a5632660289cc86c5b661a52c012523a3b72040b5f4be72d09f5439e25,d75769a5632660289cc86c5b661a52c012523a3b72040b5f4be72d09f5439e25,OK,verified
results/ri_gmappo_edge_stage2_rand_seed1_20/actor_critic_latest.pt,checkpoint,463444,463444,410e97af638242a409242b8abf27ad8046f6c6e849b8cfc13cab049e06b7834c,410e97af638242a409242b8abf27ad8046f6c6e849b8cfc13cab049e06b7834c,OK,verified
results/ri_gmappo_edge_stage2_rand_seed2_20/actor_critic_latest.pt,checkpoint,463444,463444,600f6597f5de71dec0deddc54ae7de9129eaca05ebf32fd2d59e3b73940f431f,600f6597f5de71dec0deddc54ae7de9129eaca05ebf32fd2d59e3b73940f431f,OK,verified
results/ri_gmappo_3d_smoke/actor_critic_latest.pt,checkpoint,61524,61524,1c030826dccca2366477f914d88d32f0114e5dd0a48994597000e651f29c401f,1c030826dccca2366477f914d88d32f0114e5dd0a48994597000e651f29c401f,OK,verified
results/final_comm_300_eval.csv,result,6785,6785,4c59d81b6300522aaa9de77d92a14ef9ae82749ae157154b24342cc31b91feed,4c59d81b6300522aaa9de77d92a14ef9ae82749ae157154b24342cc31b91feed,OK,verified
results/final_comm_300_summary.csv,result,2226,2226,166173336fb8b9e7c8888d36cf6d7bda460cbb9b77046c3b172300d274db273a,166173336fb8b9e7c8888d36cf6d7bda460cbb9b77046c3b172300d274db273a,OK,verified
results/latex_final_comm_300_table.tex,result,1524,1524,11eafcc421eecec572d3ba4218406eb8e51b2adee519312d24814a00071b07d8,11eafcc421eecec572d3ba4218406eb8e51b2adee519312d24814a00071b07d8,OK,verified
results/final_300_paired_statistics.csv,result,2455,2455,f855615601f2547e94d9e8576a6b913cf896508bf84fa0e8c75fd23229a678c9,f855615601f2547e94d9e8576a6b913cf896508bf84fa0e8c75fd23229a678c9,OK,verified
results/final_300_paired_statistics.md,result,1369,1369,91045ee2395c2751e3a5a9e4d5722c0330fd1b5bc8dcfbc0f707031c7601166b,91045ee2395c2751e3a5a9e4d5722c0330fd1b5bc8dcfbc0f707031c7601166b,OK,verified
results/latex_final_300_paired_ci_table.tex,result,980,980,7db328c414d7ab143632e9691428017e41ff34dae4578fb947b8fddd819bd19b,7db328c414d7ab143632e9691428017e41ff34dae4578fb947b8fddd819bd19b,OK,verified
results/comm_dropout_robustness_eval.csv,result,8291,8291,7b630551880f4d9a7c74d609408020a7daec47a52c095f488d77f13aca0c90d2,7b630551880f4d9a7c74d609408020a7daec47a52c095f488d77f13aca0c90d2,OK,verified
results/comm_dropout_robustness_summary.csv,result,3111,3111,8dd49bb37fe80295af8174ea6a518a4d63ba185235c7468e05e9852ffb1a4069,8dd49bb37fe80295af8174ea6a518a4d63ba185235c7468e05e9852ffb1a4069,OK,verified
results/comm_dropout_robustness_notes.md,result,2172,2172,b6c6b1a8546e4e76e5340cd9f77cfc174c9be253a3b5ac5dcc0608654c9348ea,b6c6b1a8546e4e76e5340cd9f77cfc174c9be253a3b5ac5dcc0608654c9348ea,OK,verified
results/latex_comm_dropout_robustness_table.tex,result,1507,1507,d3a03bcebbfd48858af3003dc911b970d2b8973b037578c8ed79ecaba97df930,d3a03bcebbfd48858af3003dc911b970d2b8973b037578c8ed79ecaba97df930,OK,verified
results/comm_dropout_paired_statistics.csv,result,3775,3775,b5eaa4c4abdcea4cdf91d854cbabdb0d42da7ddb6d01a4cbe0b68dbbb52c59ef,b5eaa4c4abdcea4cdf91d854cbabdb0d42da7ddb6d01a4cbe0b68dbbb52c59ef,OK,verified
results/comm_dropout_paired_statistics.md,result,1825,1825,7a2b98eb60f3a71f1eed87aa83a2839d032543409b4eb20c3ce33eca446c0a56,7a2b98eb60f3a71f1eed87aa83a2839d032543409b4eb20c3ce33eca446c0a56,OK,verified
results/latex_comm_dropout_paired_ci_table.tex,result,1338,1338,b598b29411e0b290ac7a83b1d74b40770857865a5b28e9e9e5004a95f04bb859,b598b29411e0b290ac7a83b1d74b40770857865a5b28e9e9e5004a95f04bb859,OK,verified
results/aggregate_robustness_summary.csv,result,963,963,94aac6ccb28a1d0670f2d32af0d5aa7a05990fa1d70091800ad0114704737c1a,94aac6ccb28a1d0670f2d32af0d5aa7a05990fa1d70091800ad0114704737c1a,OK,verified
results/aggregate_robustness_summary.md,result,2048,2048,aaa7f372dcfbc71e24dac9dd3b5b0c8f0ac941f47bdabb62ebabf36b0b821a03,aaa7f372dcfbc71e24dac9dd3b5b0c8f0ac941f47bdabb62ebabf36b0b821a03,OK,verified
results/latex_aggregate_robustness_table.tex,result,979,979,6aca506c801a12fd9dd9dc47b7ad674284d1958e84f979f68c89caa2f0ff8192,6aca506c801a12fd9dd9dc47b7ad674284d1958e84f979f68c89caa2f0ff8192,OK,verified
results/claim_evidence_matrix.csv,result,5186,5186,f8f1b12cb2cfd845802e7b2e93f9959b84b5ba9a9ee5eb4572f5c3b4c2e0924d,f8f1b12cb2cfd845802e7b2e93f9959b84b5ba9a9ee5eb4572f5c3b4c2e0924d,OK,verified
results/manuscript_evidence_reference_audit.csv,result,7851,7851,fa79fa242113e88a46986d788d146c356429d85e3365f56180a9f5b48fdfa082,fa79fa242113e88a46986d788d146c356429d85e3365f56180a9f5b48fdfa082,OK,verified
results/bilingual_numeric_consistency_audit.csv,result,9058,9058,9236e60b9831e737d5b3b0f610b4114e12b056060bca56776b00532165c99faa,9236e60b9831e737d5b3b0f610b4114e12b056060bca56776b00532165c99faa,OK,verified
results/latex_reference_integrity_audit.csv,result,5747,5747,f0c49be8a3d98f9ca3ce427cbcf019d0c825ebc765a7b9e096e69351efcdd575,f0c49be8a3d98f9ca3ce427cbcf019d0c825ebc765a7b9e096e69351efcdd575,OK,verified
results/bilingual_manuscript_completeness_audit.csv,result,2798,2798,8ec8a20117739667d757d9127b8c3bdd2b9478b00273c902b9ec2b4c464d9d93,8ec8a20117739667d757d9127b8c3bdd2b9478b00273c902b9ec2b4c464d9d93,OK,verified
results/submission_action_register.csv,result,2996,2996,c9066291ae049c17f22350ecc520b98e77732d425dca169485d669d7ef708339,c9066291ae049c17f22350ecc520b98e77732d425dca169485d669d7ef708339,OK,verified
results/experiment_extension_decision_plan.csv,result,4408,4408,9903a8645373e4692ffbc69b743649d44767cbac4c8b1da1d394811564c40c6c,9903a8645373e4692ffbc69b743649d44767cbac4c8b1da1d394811564c40c6c,OK,verified
results/radius_interpolation_eval.csv,result,4084,4084,b9780396ba108c1324e103419d06c294679a180ae2d1b7714718acfc1d224829,b9780396ba108c1324e103419d06c294679a180ae2d1b7714718acfc1d224829,OK,verified
