scenario,n,single_success,multi_success,delta_success,lo_success,hi_success,single_post_failure_chain_recovered,multi_post_failure_chain_recovered,delta_post_failure_chain_recovered,lo_post_failure_chain_recovered,hi_post_failure_chain_recovered,single_steps,multi_steps,delta_steps,lo_steps,hi_steps,single_timeout,multi_timeout,delta_timeout,lo_timeout,hi_timeout,single_tracking_during_failure_rate,multi_tracking_during_failure_rate,delta_tracking_during_failure_rate,lo_tracking_during_failure_rate,hi_tracking_during_failure_rate
relay_failure,90,0,0.26666666666666666,0.26666666666666666,0.17777777777777778,0.35555555555555557,0,0.26666666666666666,0.26666666666666666,0.17777777777777778,0.35555555555555557,260,226.03333333333333,-33.96666666666667,-46.066944444444445,-22.610833333333336,1,0.7333333333333333,-0.26666666666666666,-0.35555555555555557,-0.17777777777777778,0.17412037555956178,0.29041951492936313,0.11629913936980127,0.07914765194742035,0.15251300604763005
scout_failure,90,0,0.14444444444444443,0.14444444444444443,0.07777777777777778,0.2222222222222222,0,0.14444444444444443,0.14444444444444443,0.07777777777777778,0.2222222222222222,260,241.32222222222222,-18.677777777777777,-28.755555555555556,-9.610833333333337,1,0.8444444444444444,-0.15555555555555556,-0.23333333333333334,-0.08888888888888889,0.17671296822941962,0.2957406197960902,0.11902765156667061,0.07927985245090707,0.15790708718625945
