update,loss,policy_loss,value_loss,entropy,intent_loss,intent_acc,chain_aux_loss,chain_aux_acc,chain_aux_effective_coef,train_avg_reward,eval_success_rate,eval_collision_rate,eval_timeout_rate,eval_avg_steps,eval_avg_distance,eval_intent_acc
1,0.00683003943413496,-0.007503921903358801,0.09439809620380402,3.2865087389945984,0.0,0.0,0.0,0.0,0.0,0.10099655389785767,0.0,0.0,1.0,260.0,33125.75390625,nan
