method,metric,unit,n_recovered_episodes,mean,note
no_graph,recovered_only_recovery_steps,steps,109,5.504587156,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
multi_relation,recovered_only_recovery_steps,steps,440,12.73181818,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
