method,metric,unit,n_recovered_episodes,mean,note
single,recovered_only_recovery_steps,steps,259,7.814671815,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
multi_relation,recovered_only_recovery_steps,steps,481,15.68191268,Conditional on episodes that recovered; use capped_recovery_steps for a comparable recovery-time proxy.
