cohort,state_seed,step,snapshot_code,history_code,transition_label
A,83020,32,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83021,1,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,2,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,3,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,4,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,5,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,6,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,7,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,8,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,9,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,10,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,11,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,12,"{""age_steps"":[0,1,40,1,0,1,40,1,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,1,40,1,0,1,40,1,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",loss
B,83021,13,"{""age_steps"":[0,2,40,2,0,2,40,2,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,1,40,1,0,1,40,1,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,2,40,2,0,2,40,2,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,14,"{""age_steps"":[0,3,40,3,0,3,40,3,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,2,40,2,0,2,40,2,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,3,40,3,0,3,40,3,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,15,"{""age_steps"":[0,4,40,4,0,4,40,4,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,3,40,3,0,3,40,3,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,4,40,4,0,4,40,4,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,16,"{""age_steps"":[0,5,40,5,0,5,40,5,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,4,40,4,0,4,40,4,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,5,40,5,0,5,40,5,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,17,"{""age_steps"":[0,6,40,6,0,6,40,6,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,5,40,5,0,5,40,5,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,6,40,6,0,6,40,6,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,18,"{""age_steps"":[0,7,40,7,0,7,40,7,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,6,40,6,0,6,40,6,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,7,40,7,0,7,40,7,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,19,"{""age_steps"":[0,8,40,8,0,8,40,8,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,7,40,7,0,7,40,7,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,8,40,8,0,8,40,8,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83021,20,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,8,40,8,0,8,40,8,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",recovery
B,83021,21,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83021,22,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83021,23,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83021,24,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83021,25,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83021,26,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83021,27,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83021,28,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83021,29,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83021,30,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83021,31,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83021,32,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83022,1,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,2,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,3,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,4,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,5,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,6,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,7,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,8,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,9,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,10,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,11,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,12,"{""age_steps"":[0,1,40,1,0,1,40,1,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,1,40,1,0,1,40,1,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",loss
B,83022,13,"{""age_steps"":[0,2,40,2,0,2,40,2,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,1,40,1,0,1,40,1,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,2,40,2,0,2,40,2,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,14,"{""age_steps"":[0,3,40,3,0,3,40,3,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,2,40,2,0,2,40,2,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,3,40,3,0,3,40,3,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,15,"{""age_steps"":[0,4,40,4,0,4,40,4,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,3,40,3,0,3,40,3,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,4,40,4,0,4,40,4,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,16,"{""age_steps"":[0,5,40,5,0,5,40,5,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,4,40,4,0,4,40,4,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,5,40,5,0,5,40,5,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,17,"{""age_steps"":[0,6,40,6,0,6,40,6,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,5,40,5,0,5,40,5,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,6,40,6,0,6,40,6,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,18,"{""age_steps"":[0,7,40,7,0,7,40,7,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,6,40,6,0,6,40,6,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,7,40,7,0,7,40,7,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,19,"{""age_steps"":[0,8,40,8,0,8,40,8,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}","{""age_steps"":[0,7,40,7,0,7,40,7,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,8,40,8,0,8,40,8,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}",stable
B,83022,20,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,8,40,8,0,8,40,8,0],""comm"":[1,0,0,0,1,0,0,0,1],""support"":[0,0,0,0,0,0,0,0,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",recovery
B,83022,21,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83022,22,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83022,23,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83022,24,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
B,83022,25,"{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}","{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}=>{""age_steps"":[0,0,40,0,0,0,40,0,0],""comm"":[1,1,0,1,1,1,0,1,1],""support"":[0,1,0,0,0,0,0,1,0]}",stable
