split,scenario,graph_encoder,train_seed,checkpoint_update,method,checkpoint,policy_source,seed,episode,episodes,target_policy,strict_target_sensing,agent_target_info_bottleneck,max_target_message_age_steps,min_target_confidence,communication_range_scale,communication_dropout_prob,message_delay_steps,radar_dropout_prob,failed_blue_agent,node_failure_start_step,node_failure_duration_steps,graph_relation_ablation,graph_message_ablation,graph_input_ablation,deterministic,success,chain_closed,attack_window_formed,attack_window_rate,tracking_rate,comm_connectivity,mean_message_age,collision,timeout,constraint_violation,steps,first_attack_window_step,first_chain_close_step,post_failure_chain_recovered,post_failure_chain_recovery_steps,post_failure_chain_recovery_steps_censored,post_failure_chain_recovered_only_steps,post_failure_chain_maintained,post_failure_chain_recovered_after_loss,post_failure_chain_unrecovered,post_failure_first_chain_step,chain_closed_during_failure_rate,tracking_during_failure_rate,connectivity_during_failure,avg_mean_range,final_mean_range,episode_min_blue_red_distance,episode_min_blue_blue_distance,final_min_blue_red_distance,final_min_blue_blue_distance,reward_sum,variant
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369009,9,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.039743590928041,0.1967948749661445,65.42756348389845,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0354166677221655,12389.450048828125,13611.0771484375,5987.345703125,844.4111938476562,7197.82421875,13190.822265625,3.4076552686747164,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369010,10,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0448717962090785,0.1647435923035328,77.20128266799908,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0541666682809591,0.0458333346992731,20296.92823016827,36482.87890625,2816.36767578125,334.5512390136719,14639.5947265625,21667.53125,-14.397702975198628,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369011,11,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0807692331763414,0.1621794893764532,78.08910260590223,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.029166667535901,0.0354166677221655,19774.156490384616,35977.453125,4162.20263671875,765.3954467773438,5915.10205078125,18094.228515625,-10.916626441758126,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369012,12,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0243589750849283,0.1878205162401382,65.08910289464089,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0625000018626451,12353.218517127403,12355.47265625,2486.09326171875,1043.34228515625,8320.33203125,14348.72265625,2.7170143828261644,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369013,13,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.033333334326744,0.1666666691119854,76.41282036797358,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.008333333581686,0.0604166684672236,13006.811181640624,15108.46484375,3704.4443359375,482.4811401367188,6292.59033203125,14564.0234375,0.368698607198894,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369014,14,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0358974369672628,0.200641029041547,68.01858973852717,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.037500001117587,0.0479166680946946,13199.650510817308,15801.4814453125,3374.58154296875,636.0042724609375,10309.8623046875,7177.1123046875,1.688464920502156,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369015,15,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0448717962090785,0.1596153866786223,77.98397440497692,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0500000014901161,0.0312500009313225,19821.365380859374,36037.94921875,3302.235595703125,415.4214782714844,8144.98681640625,12515.875,-14.615785024594516,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369016,16,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0935897463789353,0.1532051311089442,77.62756356350505,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.033333334326744,0.033333334326744,19220.391860727163,33363.92578125,3872.785888671875,325.5299072265625,8653.2890625,14551.5869140625,-8.152736436575651,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369017,17,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0294871803659659,0.1775641053915023,66.18140986361183,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.029166667535901,13274.574391526445,13423.6962890625,7244.4775390625,819.4776000976562,10764.94140625,14837.8779296875,1.8517312849871812,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369018,18,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0589743607319318,0.1205128215826474,96.24102689067904,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0625000018626451,0.029166667535901,21520.77392953726,43316.41015625,2934.91455078125,349.2372741699219,10142.33203125,36337.80078125,-21.025547486613505,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369019,19,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0602564120521912,0.1961538495352635,66.22948750360653,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0312500009313225,12822.88661733774,12496.5966796875,5753.5166015625,500.4814453125,8422.2607421875,13312.423828125,6.191805341746658,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369004,4,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0303030312061309,0.4090909138321876,0.6325757655907761,48.78409090875225,0.0,0.0,0.0,44.0,41.0,44.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0,44.0,0.2,1.0,0.2666666746139526,15197.474742542614,5912.529296875,3614.734375,730.750244140625,3614.734375,730.750244140625,35.34328547120094,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369005,5,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0303030312061309,0.4166666716337204,0.6856060695241798,51.70075748488307,0.0,0.0,0.0,44.0,41.0,44.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0,44.0,0.2,1.0,0.1666666716337204,15239.4638671875,5944.7421875,3375.14404296875,987.8224487304688,3375.14404296875,987.8224487304688,35.76314851641655,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369007,7,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0303030312061309,0.4090909138321876,0.7272727340459824,48.72727244313467,0.0,0.0,0.0,44.0,41.0,44.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0,44.0,0.2,1.0,0.2666666746139526,15178.667358398438,5891.671875,3720.400146484375,900.6375122070312,3720.400146484375,900.6375122070312,36.22604659199715,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369000,0,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0296296305126614,0.4222222275204129,0.6925925996568468,50.64814795189434,0.0,0.0,0.0,45.0,42.0,45.0,1.0,5.0,5.0,5.0,0.0,1.0,0.0,45.0,0.1666666666666666,0.8888888955116272,0.2222222288449605,14935.007649739584,5553.412109375,3811.53125,668.3970336914062,3811.53125,668.3970336914062,36.45438995957375,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369002,2,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0296296305126614,0.422222226858139,0.6333333416117563,49.83703669408957,0.0,0.0,0.0,45.0,42.0,45.0,1.0,5.0,5.0,5.0,0.0,1.0,0.0,45.0,0.1666666666666666,0.9444444477558136,0.2500000074505806,14987.034483506945,5574.02978515625,3679.70703125,733.0677490234375,3679.70703125,733.0677490234375,36.04255297780037,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369001,1,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0289855081102122,0.3550724730543468,0.5905797189992407,39.49637662165839,0.0,0.0,0.0,46.0,43.0,46.0,1.0,6.0,6.0,6.0,0.0,1.0,0.0,46.0,0.1428571428571428,0.6666666865348816,0.2380952451910291,14905.560610563858,5963.36962890625,3541.463623046875,336.0309753417969,3541.463623046875,2820.94140625,34.14192593097687,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369003,3,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0289855081102122,0.3985507319802823,0.6557971090078354,44.18840563491635,0.0,0.0,0.0,46.0,43.0,46.0,1.0,6.0,6.0,6.0,0.0,1.0,0.0,46.0,0.1428571428571428,0.6666666865348816,0.2380952451910291,14790.630519701086,5513.12158203125,3917.54345703125,689.5245361328125,3917.54345703125,1075.562255859375,36.05139195919037,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369006,6,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0289855081102122,0.4130434840917587,0.6231884149753529,46.01811615798784,0.0,0.0,0.0,46.0,43.0,46.0,1.0,6.0,6.0,6.0,0.0,1.0,0.0,46.0,0.1428571428571428,0.8095238208770752,0.1904761961528233,14751.267779806383,5374.849609375,3739.095458984375,751.9508666992188,3739.095458984375,751.9508666992188,36.17021611332893,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369009,9,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.028368795171697,0.4042553267580397,0.6205673848694944,43.40070938905503,0.0,0.0,0.0,47.0,44.0,47.0,1.0,7.0,7.0,7.0,0.0,1.0,0.0,47.0,0.125,0.6666666865348816,0.2291666734963655,14606.40253075133,5258.03369140625,3702.28564453125,677.0369262695312,3702.28564453125,1234.407470703125,36.270524114370346,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369008,8,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0266666674613952,0.3600000107288361,0.5833333402872085,43.71000000625849,0.0,0.0,0.0,50.0,47.0,50.0,1.0,10.0,10.0,10.0,0.0,1.0,0.0,50.0,0.0909090909090909,0.6666666865348816,0.2272727340459823,14400.72029296875,5713.142578125,4246.55029296875,457.9866638183594,4246.55029296875,3468.26904296875,35.10004357993603,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369017,17,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0303030312061309,0.4166666709563948,0.5984848575158552,53.765151457691736,0.0,0.0,0.0,44.0,41.0,44.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0,44.0,0.2,1.0,0.2333333402872085,15167.983964399858,5877.87744140625,3801.06640625,842.8749389648438,3801.06640625,842.8749389648438,34.948834002017975,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369019,19,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0303030312061309,0.4090909138321876,0.670454552905126,50.75757550211115,0.0,0.0,0.0,44.0,41.0,44.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0,44.0,0.2,1.0,0.2666666746139526,15179.258766867895,5858.259765625,3692.767578125,1006.2268676757812,3692.767578125,1006.2268676757812,35.62570342421532,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369010,10,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0296296305126614,0.4370370414521959,0.7111111200518079,51.62962960236602,0.0,0.0,0.0,45.0,42.0,45.0,1.0,5.0,5.0,5.0,0.0,1.0,0.0,45.0,0.1666666666666666,1.0,0.2777777860562007,14956.156098090278,5501.96240234375,3862.227783203125,1001.0167846679688,3862.227783203125,1001.0167846679688,37.04541370272637,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369018,18,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0296296305126614,0.4296296338240306,0.6111111174027125,51.75925891598066,0.0,0.0,0.0,45.0,42.0,45.0,1.0,5.0,5.0,5.0,0.0,1.0,0.0,45.0,0.1666666666666666,1.0,0.2222222288449605,14941.288270399304,5485.677734375,3639.641357421875,1388.56396484375,3639.641357421875,1388.56396484375,36.05149811506272,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369015,15,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0289855081102122,0.3768116028412528,0.6739130512527798,40.32971042362245,0.0,0.0,0.0,46.0,43.0,46.0,1.0,6.0,6.0,6.0,0.0,1.0,0.0,46.0,0.1428571428571428,0.6666666865348816,0.261904769710132,14884.06443189538,5914.24169921875,3953.56787109375,254.76312255859372,3953.56787109375,1123.7843017578125,35.49995616078377,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369016,16,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0289855081102122,0.4130434847396353,0.615942039243553,46.93115958862978,0.0,0.0,0.0,46.0,43.0,46.0,1.0,6.0,6.0,6.0,0.0,1.0,0.0,46.0,0.1428571428571428,0.761904776096344,0.2142857206719262,14779.241837211275,5416.04296875,3593.77294921875,717.8442993164062,3593.77294921875,1159.975830078125,36.10483276844025,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369011,11,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.028368795171697,0.4184397230757044,0.6170212838878023,48.74113458458414,0.0,0.0,0.0,47.0,44.0,47.0,1.0,7.0,7.0,7.0,0.0,1.0,0.0,47.0,0.125,0.7500000149011612,0.2708333414047956,14558.89047955452,5051.17236328125,3634.595947265625,710.0497436523438,3634.595947265625,806.2114868164062,36.62818026542664,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369013,13,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.02777777860562,0.3958333414047956,0.6076388964429498,44.29861080056677,0.0,0.0,0.0,48.0,45.0,48.0,1.0,8.0,8.0,8.0,0.0,1.0,0.0,48.0,0.1111111111111111,0.6666666865348816,0.2222222288449605,14486.656087239584,5290.5771484375,4103.5849609375,578.1029663085938,4103.5849609375,1345.8353271484375,36.07680743932724,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369012,12,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.027210885164689,0.3945578318469378,0.5918367429047214,44.42517001805257,0.0,0.0,0.0,49.0,46.0,49.0,1.0,9.0,9.0,9.0,0.0,1.0,0.0,49.0,0.1,0.6666666865348816,0.2166666731238365,14360.54503148916,5228.14501953125,3818.35888671875,618.3605346679688,3818.35888671875,2082.62158203125,36.15580442547798,param_matched_single_h240_update60
test,dropout030_relay_failure,single,4,60,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed4/actor_critic_update_0060.pt,checkpoint,369014,14,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0155038764310437,0.2894056919933289,0.2648578855649445,46.66666666297026,0.0,0.0,0.0,129.0,50.0,129.0,1.0,89.0,89.0,89.0,0.0,1.0,0.0,129.0,0.0,0.2458333406597375,0.0666666686534881,11503.663801326307,14602.4453125,2110.559326171875,776.2261352539062,4957.8388671875,12288.6064453125,34.54999235831201,param_matched_single_h240_update60
test,dropout030_relay_failure,multi_relation,0,60,EA-RG-MAPPO-S,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/runs/multi_relation/bc_ppo_seed0/actor_critic_update_0060.pt,checkpoint,369004,4,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0303030312061309,0.4090909138321876,0.6780303096906706,51.7310606051575,0.0,0.0,0.0,44.0,41.0,44.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0,44.0,0.2,1.0,0.2666666746139526,15180.100941051136,5768.28662109375,3574.2939453125,3399.554931640625,3574.2939453125,3399.554931640625,35.72816839814186,full_multi_update60
test,dropout030_relay_failure,multi_relation,0,60,EA-RG-MAPPO-S,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/runs/multi_relation/bc_ppo_seed0/actor_critic_update_0060.pt,checkpoint,369005,5,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0303030312061309,0.4166666716337204,0.6856060695241798,51.70075748488307,0.0,0.0,0.0,44.0,41.0,44.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0,44.0,0.2,1.0,0.1666666716337204,15229.203924005682,5878.0625,3344.50341796875,3104.408447265625,3344.50341796875,3104.408447265625,35.81981846690178,full_multi_update60
test,dropout030_relay_failure,multi_relation,0,60,EA-RG-MAPPO-S,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/runs/multi_relation/bc_ppo_seed0/actor_critic_update_0060.pt,checkpoint,369007,7,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0303030312061309,0.4090909138321876,0.7196969769217751,46.73106026107615,0.0,0.0,0.0,44.0,41.0,44.0,1.0,4.0,4.0,4.0,0.0,1.0,0.0,44.0,0.2,1.0,0.2666666746139526,15139.992986505682,5707.12060546875,3670.70458984375,3112.364013671875,3670.70458984375,3112.364013671875,36.39825454354286,full_multi_update60
test,dropout030_relay_failure,multi_relation,0,60,EA-RG-MAPPO-S,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/runs/multi_relation/bc_ppo_seed0/actor_critic_update_0060.pt,checkpoint,369000,0,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0296296305126614,0.4370370414521959,0.666666673289405,52.58888868523969,0.0,0.0,0.0,45.0,42.0,45.0,1.0,5.0,5.0,5.0,0.0,1.0,0.0,45.0,0.1666666666666666,1.0,0.1944444502393404,14871.628851996527,5234.67626953125,3939.54833984375,2974.646484375,3939.54833984375,2974.646484375,36.77659896016121,full_multi_update60
test,dropout030_relay_failure,multi_relation,0,60,EA-RG-MAPPO-S,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/runs/multi_relation/bc_ppo_seed0/actor_critic_update_0060.pt,checkpoint,369002,2,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0296296305126614,0.4296296338240306,0.64814815653695,47.88888861106501,0.0,0.0,0.0,45.0,42.0,45.0,1.0,5.0,5.0,5.0,0.0,1.0,0.0,45.0,0.1666666666666666,1.0,0.1666666716337204,14928.8396484375,5284.54736328125,3811.2265625,2886.1513671875,3811.2265625,2886.1513671875,36.68984365463257,full_multi_update60
test,dropout030_relay_failure,multi_relation,0,60,EA-RG-MAPPO-S,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/runs/multi_relation/bc_ppo_seed0/actor_critic_update_0060.pt,checkpoint,369001,1,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0289855081102122,0.4420289902583412,0.5869565301615259,42.28623154888982,0.0,0.0,0.0,46.0,43.0,46.0,1.0,6.0,6.0,6.0,0.0,1.0,0.0,46.0,0.1428571428571428,0.9523809552192688,0.2142857206719262,14652.8662109375,4907.26708984375,3947.357177734375,2207.8046875,3947.357177734375,2207.8046875,37.178341537714005,full_multi_update60
test,dropout030_relay_failure,multi_relation,0,60,EA-RG-MAPPO-S,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/runs/multi_relation/bc_ppo_seed0/actor_critic_update_0060.pt,checkpoint,369006,6,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.0289855081102122,0.4420289896104646,0.6159420379477999,46.025362548620805,0.0,0.0,0.0,46.0,43.0,46.0,1.0,6.0,6.0,6.0,0.0,1.0,0.0,46.0,0.1428571428571428,1.0,0.1428571471146174,14649.73778235394,4893.462890625,3993.607421875,2580.040771484375,3993.607421875,2580.040771484375,37.2708477973938,full_multi_update60
test,dropout030_relay_failure,multi_relation,0,60,EA-RG-MAPPO-S,results/intercept_3d_gate1_hardened_safety_5seed_formal_candidate/runs/multi_relation/bc_ppo_seed0/actor_critic_update_0060.pt,checkpoint,369009,9,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,1.0,1.0,1.0,0.028368795171697,0.4609929120286982,0.6418439812482671,47.91843990696238,0.0,0.0,0.0,47.0,44.0,47.0,1.0,7.0,7.0,7.0,0.0,1.0,0.0,47.0,0.125,1.0,0.2708333414047956,14444.319574883644,4542.734375,3745.90869140625,2717.309326171875,3745.90869140625,2717.309326171875,38.38610205054283,full_multi_update60
