split,scenario,graph_encoder,train_seed,checkpoint_update,method,checkpoint,policy_source,seed,episode,episodes,target_policy,strict_target_sensing,agent_target_info_bottleneck,max_target_message_age_steps,min_target_confidence,communication_range_scale,communication_dropout_prob,message_delay_steps,radar_dropout_prob,failed_blue_agent,node_failure_start_step,node_failure_duration_steps,graph_relation_ablation,graph_message_ablation,graph_input_ablation,deterministic,success,chain_closed,attack_window_formed,attack_window_rate,tracking_rate,comm_connectivity,mean_message_age,collision,timeout,constraint_violation,steps,first_attack_window_step,first_chain_close_step,post_failure_chain_recovered,post_failure_chain_recovery_steps,post_failure_chain_recovery_steps_censored,post_failure_chain_recovered_only_steps,post_failure_chain_maintained,post_failure_chain_recovered_after_loss,post_failure_chain_unrecovered,post_failure_first_chain_step,chain_closed_during_failure_rate,tracking_during_failure_rate,connectivity_during_failure,avg_mean_range,final_mean_range,episode_min_blue_red_distance,episode_min_blue_blue_distance,final_min_blue_red_distance,final_min_blue_blue_distance,reward_sum,variant
test,dropout030_relay_failure,single,1,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed1/actor_critic_update_0060.pt,checkpoint,369010,10,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0269230777254471,0.1807692338067751,62.63333248713842,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0604166684672236,15192.583657602165,26369.453125,4504.822265625,593.9274291992188,14882.712890625,26891.720703125,-7.687578739132732,param_matched_single_h240_update60
test,dropout030_relay_failure,single,1,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed1/actor_critic_update_0060.pt,checkpoint,369011,11,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0307692316862253,0.1807692335202143,64.88782112804743,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.012500000372529,0.0604166684672236,14400.3984375,22087.9765625,5261.1923828125,516.0671997070312,14407.9990234375,20975.994140625,-4.368242399534211,param_matched_single_h240_update60
test,dropout030_relay_failure,single,1,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed1/actor_critic_update_0060.pt,checkpoint,369012,12,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0192307698038908,0.1794871826584522,61.66282059882696,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0416666679084301,13790.669369741589,22265.302734375,3846.67626953125,861.9232788085938,19280.5078125,25727.6953125,-5.556056222005282,param_matched_single_h240_update60
test,dropout030_relay_failure,single,1,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed1/actor_critic_update_0060.pt,checkpoint,369013,13,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0294871803659659,0.1743589770335417,62.9801286939245,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.012500000372529,0.0791666690260171,14890.820274939904,24139.169921875,3555.287353515625,608.8592529296875,21621.962890625,20372.23046875,-6.241715514101088,param_matched_single_h240_update60
test,dropout030_relay_failure,single,1,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed1/actor_critic_update_0060.pt,checkpoint,369014,14,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.016666667163372,0.1628205150365829,79.81346204790931,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0750000022351741,15418.47978891226,24311.119140625,2115.461181640625,1197.3778076171875,16661.474609375,18012.697265625,-8.552203417755663,param_matched_single_h240_update60
test,dropout030_relay_failure,single,1,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed1/actor_critic_update_0060.pt,checkpoint,369015,15,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0269230777254471,0.2038461572275711,60.94038411837358,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.029166667535901,14434.219211989182,26775.990234375,4351.2958984375,433.3214111328125,19985.3828125,18449.57421875,-7.1261825654655695,param_matched_single_h240_update60
test,dropout030_relay_failure,single,1,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed1/actor_critic_update_0060.pt,checkpoint,369016,16,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.033333334326744,0.1782051318540023,63.682692412974745,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.016666667163372,0.0354166677221655,13754.608071664665,20195.328125,5000.7958984375,442.80712890625,17832.931640625,21197.052734375,-2.8556931391358376,param_matched_single_h240_update60
test,dropout030_relay_failure,single,1,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed1/actor_critic_update_0060.pt,checkpoint,369017,17,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0217948724444095,0.2064102600973386,62.54359022315878,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.033333334326744,13406.05196814904,17980.939453125,5958.59423828125,222.676513671875,16513.171875,12969.478515625,-0.9258872293867172,param_matched_single_h240_update60
test,dropout030_relay_failure,single,1,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed1/actor_critic_update_0060.pt,checkpoint,369018,18,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.033333334326744,0.1628205151512072,76.36474333399764,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.012500000372529,0.029166667535901,20264.4841796875,39668.91015625,5180.20361328125,230.80160522460935,16231.931640625,26802.904296875,-18.258192842418797,param_matched_single_h240_update60
test,dropout030_relay_failure,single,1,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed1/actor_critic_update_0060.pt,checkpoint,369019,19,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0230769237646689,0.1961538492487027,61.0230773146909,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.029166667535901,14633.743900240384,21652.552734375,4839.2001953125,430.1703186035156,14519.8525390625,23220.962890625,-3.8035415303893383,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369000,0,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0525641041306348,0.1615384638309479,78.35256481038836,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0750000022351741,0.0708333354443311,21065.990623121997,41728.27734375,870.68896484375,374.4729919433594,18520.390625,34611.9609375,-17.657214666716754,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369001,1,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0371794882875222,0.1538461567690739,77.74743540550654,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.029166667535901,0.0729166688397526,21329.97256610577,40563.30078125,4183.72119140625,549.0661010742188,20238.5546875,32621.681640625,-18.66303505981341,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369002,2,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0294871803659659,0.1647435923035328,77.49102483145319,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.004166666790843,0.0729166688397526,20768.32244591346,38769.92578125,4985.2392578125,458.5926208496094,20102.064453125,32074.783203125,-17.461464564607013,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369003,3,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0474358988495973,0.1596153869078709,77.91858917027712,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0625000018626451,0.0750000022351741,21489.279424579327,42757.953125,1896.963134765625,343.04351806640625,17722.34765625,35388.99609375,-19.015213592210785,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369004,4,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0743589765750444,0.1608974380561938,78.27756354046555,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0875000026077032,0.0687500020489096,20295.063166691707,40483.83984375,1476.690673828125,501.17181396484375,10084.3720703125,32726.9296875,-14.505489798262715,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369005,5,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0910256437384165,0.1525641042452592,79.36282110500794,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0875000026077032,0.0437500013038516,20356.140724534256,40191.20703125,1601.9569091796875,346.6559753417969,7688.94091796875,33932.36328125,-13.251686447300017,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369006,6,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0500000014901161,0.1576923098128575,77.84615445744532,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0708333354443311,0.0666666686534881,20596.537667142427,40227.3125,1262.9903564453125,324.7950439453125,13146.189453125,32969.5390625,-16.964025421533734,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369007,7,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0423076935685597,0.1666666690546732,78.19679528824412,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0416666679084301,0.0666666686534881,21045.037560096152,40231.984375,4035.95458984375,486.6676330566406,11407.43359375,32060.728515625,-17.09696022979915,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369008,8,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0512820528103755,0.1589743615916142,78.24935903732593,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0833333358168602,0.0729166688397526,22085.542891751804,41609.14453125,957.7720947265624,398.6459045410156,19078.1328125,30743.185546875,-17.893337071873248,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369009,9,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0512820528103755,0.1660256434518557,77.66730776922061,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0750000022351741,0.0854166692122817,21541.63465482272,41994.04296875,1419.8995361328125,407.0815734863281,17991.5703125,31548.2734375,-17.77231808693614,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369010,10,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0461538475293379,0.1653846179636625,77.92884620324924,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0583333350718021,0.0791666690260171,21827.223268479567,42963.609375,2544.886962890625,363.8069458007813,23118.328125,36379.1015625,-18.81696418323554,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369011,11,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0448717962090785,0.1615384638309479,78.67371856799492,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0541666682809591,0.0666666686534881,21595.574245042066,43120.01953125,2556.113525390625,434.3097534179688,16228.9755859375,35429.578125,-19.459922889247537,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369012,12,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0500000014901161,0.1608974384000668,77.96730818318633,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0708333354443311,0.0791666690260171,21916.18604266827,43719.23828125,1511.5865478515625,315.8184814453125,24100.810546875,37432.625,-19.36769910523435,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369013,13,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0474358988495973,0.1647435920742841,77.46410319128861,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0666666686534881,0.0791666690260171,21882.6643761268,43521.46484375,1873.8865966796875,463.3857116699219,23412.4140625,37176.87890625,-19.347815508022904,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369014,14,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0371794882875222,0.1628205150938951,78.57692309692501,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0416666679084301,0.0750000022351741,21522.03944936899,43206.87890625,2916.822265625,736.9794921875,23316.015625,37598.9296875,-20.31666330830194,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369015,15,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0487179501698567,0.1570512843246643,78.502564778007,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0583333350718021,0.0708333354443311,21211.161033278244,42084.83984375,2506.00732421875,391.243896484375,10696.1982421875,33214.12109375,-18.5961468773894,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369016,16,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0525641041306348,0.1525641055061267,78.53653788388921,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0750000022351741,0.0750000022351741,21675.604415189304,41953.66015625,1512.163818359375,496.1366882324219,21168.224609375,34029.43359375,-18.20302318618633,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369017,17,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0576923094116724,0.1608974383427546,77.8448718284185,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0875000026077032,0.0729166688397526,20425.862176983173,40315.30078125,307.1227111816406,425.4142761230469,16432.9921875,32439.064453125,-16.068473633378744,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369018,18,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0884615410978977,0.1576923098701697,77.68269235159342,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0916666693985462,0.0541666682809591,19717.112049278847,38467.546875,406.6978454589844,406.6050109863281,8173.02783203125,29440.939453125,-12.029996771365404,param_matched_single_h240_update60
test,dropout030_relay_failure,single,2,60,EA-RG-MAPPO-S,results/param_matched_single_graph_3seed_bottleneck_strict_update60_dev/runs/single/bc_ppo_seed2/actor_critic_update_0060.pt,checkpoint,369019,19,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0551282067711536,0.1679487203749326,77.89807736489635,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0833333358168602,0.0770833356305956,21103.041761192908,42895.5625,1557.92333984375,405.1302185058594,21104.396484375,34680.40625,-17.96858653111849,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369000,0,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0487179501698567,0.1608974381708181,77.51153793203143,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0625000018626451,0.0395833345130085,19912.42767991286,36269.25390625,2395.359375,555.1044921875,12358.208984375,18873.533203125,-14.224957232363522,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369001,1,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0371794882875222,0.1756410293281078,65.50897384561026,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.033333334326744,12349.266736778844,11440.2880859375,6096.63134765625,882.0502319335938,9971.15234375,14323.9287109375,3.806494363117963,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369002,2,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0205128211241502,0.1871794906946329,64.99487187403899,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0500000014901161,12743.990662560096,12290.28125,5023.26708984375,1048.3265380859375,8440.181640625,15587.8828125,2.3655733896885067,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369003,3,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0602564120521912,0.169230771695192,70.90320510291136,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0270833341404795,13660.398309795672,18291.236328125,5750.5,634.5696411132812,7423.73828125,11929.6005859375,0.4346560657722875,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369004,4,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.039743590928041,0.1557692327751563,77.91025638551666,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.029166667535901,0.029166667535901,20184.206892277645,36285.15234375,5057.078125,502.5182189941406,8057.017578125,20127.638671875,-15.168126945151016,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369005,5,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0525641041306348,0.1275641035002011,96.6615384423962,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0500000014901161,0.0229166673496365,14463.866188401442,20817.568359375,3812.998046875,295.57672119140625,10453.1142578125,11913.640625,-4.4909397579031065,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369006,6,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0423076935685597,0.1852564131411222,65.49358919039369,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.025000000745058,12609.045342548075,11981.4296875,6049.56689453125,884.2883911132812,9093.1943359375,13124.326171875,4.1854959793854505,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369007,7,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0217948724444095,0.18525641308381,67.07243640021636,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.029166667535901,13825.171998948315,14702.8486328125,7295.08935546875,799.8367919921875,11559.0986328125,14778.3154296875,0.5307004060596228,param_matched_single_h240_update60
test,dropout030_relay_failure,single,3,10,EA-RG-MAPPO-S,results/param_matched_single_graph_5seed_bottleneck_strict_update60_formal_candidate/runs/single/bc_ppo_seed3/actor_critic_update_0010.pt,checkpoint,369008,8,20,straight,True,True,80,0.2,1.0,0.3,0,0.0,1,40,80,none,none,none,True,0.0,0.0,0.0,0.0,0.0282051290457065,0.1929487215784879,66.42948677264727,0.0,1.0,0.0,260.0,-1.0,-1.0,0.0,220.0,220.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.008333333581686,0.0437500013038516,12958.19697641226,15032.8193359375,4671.6708984375,557.0526733398438,11839.6767578125,10981.8896484375,1.2431221033912152,param_matched_single_h240_update60
